propertyCode,thumbnail,numPhotos,floor,price,priceInfo,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,topPlus,externalReference,parkingSpace,neighborhood
31681790,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/5e/3f/2c/271341809.webp,11,2,650.0,"{'price': {'amount': 650.0, 'currencySuffix': '€/mês'}}",studio,rent,22.0,0,1,Castelo - Mouraria,Lisboa,Santa Maria Maior,Castelo - Mouraria,pt,38.7198437,-9.1323015,False,https://www.idealista.pt/imovel/31681790/,"Estúdio remodelado, com cozinha equipada com forno, placa, termo-acumulador e exaustor e WC com duche e janela. Situado na Rua da Regueira, em Alfama, junto à Av. Infante D. Henrique, a poucos minutos da Baixa e a poucos metros do Museu do Fado. Ideal para estudantes, casal sem filhos ou jovens trabalhadores. Rental conditions: 1 month rent + 1 month deposit + guarantor. Refurbished studio, with kitchen equipped with oven, hob, thermo-accumulator and extractor and WC with shower and window. Located in Rua da Regueira, in Alfama, next to Av. Infante D. Henrique, a few minutes from Baixa and a few meters from the Fado Museum. Ideal for students, couple without children or young workers.  ref: 13383.",False,good,False,False,30.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Santa Maria Maior, Lisboa', 'title': 'T0'}",False,False,False,False,False,False,13383,,
33776582,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/fd/4f/23/264114254.webp,61,3,2600.0,"{'price': {'amount': 2600.0, 'currencySuffix': '€/mês'}}",flat,rent,232.0,3,3,Laranjeiras,Lisboa,São Domingos de Benfica,Laranjeiras,pt,38.7526964,-9.1722732,False,https://www.idealista.pt/imovel/33776582/,"Refª 7162 Venha conhecer este magnifico apartamento com áreas acima da média onde poderá encontrar uma sala com 53 m2, cozinha com 15 m2 + despensa de 6 m2 e zona de estendal de 4 m2. Encontrará também uma suíte com closet com cerca de 30 m2 e outros dois quartos com 12 e 18 m2, um deles com varanda. Possui também três lugares de parqueamento lado a lado de muito fácil acesso e estacionamento. Localizado na Rua Mário Gomes Páscoa, a escassos 100 m da Loja do Cidadão das Laranjeiras, e de todos os serviços e comércio que possa necessitar.  Zona com transportes à porta! Equipamentos: - Cozinha Totalmente Equipada; - Ar-Condicionado; - Som Ambiente; - Estores elétricos e térmicos;  - Aspiração Central; - Elevador Condições do arrendamento: - 2 meses de renda + caução de 5000,00€ * Todas as informações apresentadas não têm qualquer carácter vinculativo, não dispensa a confirmação por parte da mediadora, bem como a consulta da documentação do imóvel *  Categoria Energética: C  ref: 7162.",False,good,False,True,11.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Apartamento'}",True,False,False,False,False,False,7162,,
33886556,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/8c/87/bb/270605444.webp,17,3,1200.0,"{'price': {'amount': 1200.0, 'currencySuffix': '€/mês'}}",flat,rent,80.0,2,1,rua Morais Soares,Lisboa,Penha de França,Centro,pt,38.7334694,-9.1270955,False,https://www.idealista.pt/imovel/33886556/,"TO RENT * T2 | LISBOA | ARROIOS + INFO-  Apartamento parcialmente mobilado Cozinha em open space, incluída na sala. Cozinha equipada excepto máquina de lavar loiça 1 WC 3º andar com elevador Localização central, com estação de Metro de Arroios muito perto. Vidros duplos Porta do apartamento blindada 3 bons roupeiros REF: A154899 HL Apartamento em óptimo estado, com localização muito central com mercado, supermercados, bancos, transportes, comércio tudo à porta. 15 minutos a pé do Saldanha, Alameda, Estefânia. Prédio de placa, em muito bom estado, com ótimo ambiente entre os inquilinos. Apartamento mobilado. Prédio de 1977.",False,good,False,True,15.0,{'typology': 'flat'},"{'subtitle': 'Penha de França, Lisboa', 'title': 'Apartamento na rua Morais Soares'}",True,False,False,False,False,False,A154899,,
33902858,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/03/9e/7d/271337976.webp,18,1,1100.0,"{'price': {'amount': 1100.0, 'currencySuffix': '€/mês'}}",flat,rent,45.0,1,1,Estefânia,Lisboa,Arroios,São Jorge de Arroios,pt,38.726598,-9.1370241,False,https://www.idealista.pt/imovel/33902858/,"Apartamento muito charmoso, equipado e mobilado, para arrendamento em Arroios. O imóvel foi completamente remodelado e tem uma sala com cozinha estilo americano, equipada com frigorífico, placa, forno, micro-ondas e exaustor.  O quarto é espaçoso, contando com cama de casal e um roupeiro de grandes dimensões. É servido por uma casa de banho completa. O apartamento está inserido num prédio com apenas quatro frações, dentro de um típico pátio lisboeta, o que lhe garante muito silêncio, apesar da sua localização central. Está pronto a habitar, totalmente mobilado e equipado com utensílios de cozinha.  Fica situado na Rua José Estêvão, junto à Estefânia e ao Jardim Constantino e com excelentes acessos ao centro da cidade. Tem uma grande oferta de comércio de rua, serviços e de transportes públicos, com o Metro a 5 minutos a pé. Venha conhecer.  Categoria Energética: E  ref: ND2403305.",False,good,False,False,24.0,{'typology': 'flat'},"{'subtitle': 'Estefânia, Lisboa', 'title': 'Apartamento'}",False,False,False,False,False,False,ND2403305,,Estefânia
33902798,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/2a/65/35/271335083.webp,21,,1800.0,"{'price': {'amount': 1800.0, 'currencySuffix': '€/mês'}}",flat,rent,108.0,2,2,Expo Norte,Lisboa,Parque das Nações,Expo Norte,pt,38.7821543,-9.0979586,False,https://www.idealista.pt/imovel/33902798/,"APARTAMENTO DISPONIVEL A PARTIR DE 01.03. 2025, MAS JA DISPONIVEL VISITAS. Fantástico apartamento com áreas bastante generosas, inserido no EDIFÍCIO PORTAS DA PORTELA, edifício de referência em plena Avenida D. João II, a principal artéria do Parque das Nações, uma localização estratégica e única, a 1.000m da estação de Metro. Apartamento com: Arrecadação. Três varandas. Som ambiente. Estores eléctricos. Cozinha equipada. Aquecimento central. Quarto com roupeiro. Parqueamento para duas viaturas. Pavimento em soalho de madeira e cerâmico. Wc principal com móvel, espelho e cabine de hidromassagem. Hall com porta blindada, vídeo porteiro e teto falso em pladur. Suíte com roupeiro e wc com móvel, espelho e banheira com resguardo em vidro. Áreas: Hall 9m2. Sala 31m2. Cozinha 13,30m2. Quarto 12,55m2. Suíte 15,38m2. Wc´s 3,25m2 e 4,75m2. CONDIÇÕES DE ARRENDAMENTO. Contrato de arrendamento vinculativo de 12 meses. Pagamento de um mês de renda + dois meses de garantia, a devolver no final do contrato estando o apartamento nas mesmas condições de quando início do contrato. DOCUMENTOS NECESSÁRIOS PARA CONTRATO. Inquilino (s): Identificação + Comprovativo de rendimentos em Portugal. (último IRS ou contrato de trabalho e dois últimos recibos de vencimento). Fiador (es): Identificação + Comprovativo de rendimentos em Portugal. (último IRS ou contrato de trabalho e dois últimos recibos de vencimento). VALOR DE RENDA NÃO NEGOCIÁVEL. LU: 22/ (telefone)  APARTAMENTO DISPONIVEL A PARTIR DE 01.03. 2025, MAS JA DISPONIVEL VISITAS. Nota: A informação disponibilizada neste anúncio não dispensa a sua confirmação e pode ser alterada sem aviso prévio. O anúncio não pode ser considerado vinculativo.  Categoria Energética: B-  ref: Montrigues - 2023035.",False,good,False,True,17.0,{'typology': 'flat'},"{'subtitle': 'Parque das Nações, Lisboa', 'title': 'Apartamento'}",False,False,False,False,False,False,Montrigues - 2023035,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
33902808,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/67/11/33/271334921.webp,17,bj,1400.0,"{'price': {'amount': 1400.0, 'currencySuffix': '€/mês'}}",flat,rent,65.0,2,1,avenida General Roçadas,Lisboa,Penha de França,Centro,pt,38.7278708,-9.1271536,False,https://www.idealista.pt/imovel/33902808/,"Apartamento T2 com logradouro, localizado na Penha de França, remodelado há cerca de 10 anos. Este imóvel apresenta uma cozinha equipada e janelas em PVC com vidro duplo, assegurando conforto térmico e acústico. Apartamento com duas frentes, nascente e poente, que proporciona uma excelente luminosidade. Inserido num prédio em excelente estado de conservação, o apartamento encontra-se no coração de Lisboa, numa zona com todo o tipo de comércio e transportes. A localização privilegiada permite-lhe fazer toda a sua vida a pé, oferecendo uma qualidade de vida excecional no centro de uma das áreas mais desejadas da cidade. Ideal para quem procura um lar moderno e funcional, sem abdicar da conveniência e charme lisboeta. Seja para habitação ou para investimento, esta é a opção certa para si. Apesar de ser um RC, equivale a um primeiro andar. Neste momento está a decorrer a remodelação da casa de banho e pintura geral do apartamento. Não perca tempo... venha visitar o negócio da sua vida.",True,good,False,False,22.0,{'typology': 'flat'},"{'subtitle': 'Penha de França, Lisboa', 'title': 'Apartamento na avenida General Roçadas'}",False,False,False,False,False,False,C0506-00329,,
33902822,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/53/88/b1/271334291.webp,17,bj,1250.0,"{'price': {'amount': 1250.0, 'currencySuffix': '€/mês'}}",flat,rent,84.0,2,1,travessa do Guarda-Jóias,Lisboa,Ajuda,Boa Hora,pt,38.7051665,-9.194019,False,https://www.idealista.pt/imovel/33902822/,"Apartamento de 3 assoalhadas em excelente estado e totalmente remodelado com acabamentos de qualidade, com terraço de 36m2 e inserido em prédio de placa. Localiza-se numa das zonas da Ajuda, junto ao Mercado Tradicional da Boa-Hora e ao Palácio Nacional da Ajuda. Facilidade de acessibilidade e de estacionamento, proximidade a comércio, transportes e serviços. A freguesia da Ajuda foi, nos últimos anos, alvo de grandes obras de requalificação dos espaços públicos, valorizando toda a envolvente o que tem atraído cada vez mais pessoas à zona, tanto turistas com interessados em lá viver.  A Calçada da Ajuda, Largo da Paz e Largo da Memória são disso exemplo, e atualmente das zonas mais valorizadas. Nesta freguesia localizam-se vários pontos de interesse turístico e cultural, como o Palácio da Ajuda, Jardim Botânico da Ajuda e Polo Universitário. Venha conhecer este Bairro tipicamente Lisboeta, junto ao Rio e cheio de vida!",True,good,False,False,15.0,{'typology': 'flat'},"{'subtitle': 'Ajuda, Lisboa', 'title': 'Apartamento na travessa do Guarda-Jóias'}",True,False,False,False,False,False,306250006,,
33902806,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/99/a4/d2/271334035.webp,15,,1400.0,"{'price': {'amount': 1400.0, 'currencySuffix': '€/mês'}}",flat,rent,55.0,1,1,Expo Sul,Lisboa,Parque das Nações,Expo Sul,pt,38.7557896,-9.0938406,False,https://www.idealista.pt/imovel/33902806/,"Magnifico apartamento MOBILADO, com uma localização fantástica, a 100m da Marina do Parque das Nações e do Hospital da CUF Descobertas. Inserido num edifício moderno, que dispõe de receção, ginásio, elevador e jardim privado do condominio. Apartamento com: Ar condicionado. Estores eléctricos. Cozinha equipada. Quarto com roupeiro. Hall do quarto com roupeiro. Parqueamento para uma viatura. Pavimento cerâmico e em soalho flutuante. Wc com móvel, espelho e banheira com resguardo em vidro. DISPONIBILIDADE IMEDIATA. CONDIÇÕES DE ARRENDAMENTO Contrato de arrendamento vinculativo de 12 meses renovável. Pagamento de um mês de renda + dois meses de garantia, a devolver no final do contrato estando o apartamento nas mesmas condições de quando início do contrato. DOCUMENTOS NECESSÁRIOS PARA CONTRATO Inquilino (s): Identificação + Comprovativo de rendimentos em Portugal. (último IRS ou contrato de trabalho e dois últimos recibos de vencimento). VALOR DE RENDA NÃO NEGOCIÁVEL LU: 5/UT/ (telefone)  Nota: A informação disponibilizada neste anúncio não dispensa a sua confirmação e pode ser alterada sem aviso prévio. O anúncio não pode ser considerado vinculativo.  Categoria Energética: C  ref: Montrigues - 2023037.",False,good,False,True,25.0,{'typology': 'flat'},"{'subtitle': 'Parque das Nações, Lisboa', 'title': 'Apartamento'}",False,False,False,False,False,False,Montrigues - 2023037,,
31674797,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/eb/06/84/164222074.webp,19,3,2170.0,"{'price': {'amount': 2170.0, 'currencySuffix': '€/mês'}}",flat,rent,135.0,2,2,rua de São José,Lisboa,Santo António,Campo de Santana - Santa Marta,pt,38.7192495,-9.1426078,False,https://www.idealista.pt/imovel/31674797/,"Descubra este encantador apartamento de tipologia T2, situado numa rua paralela à prestigiada Avenida da Liberdade. Localizado num prédio reabilitado em 2016, com quatro pisos e elevador, este imóvel encontra-se no terceiro andar e oferece uma exposição solar nascente/poente, garantindo luminosidade durante todo o dia. Com uma área bruta de 135m², este apartamento é composto por uma sala espaçosa de aproximadamente 36m², perfeita para momentos de convívio. Dispõe de duas casas de banho, uma com banheira e outra com base de duche, proporcionando conforto e funcionalidade. Os dois quartos, de 16m² e 14m² respetivamente, estão equipados com roupeiros embutidos, oferecendo amplo espaço de arrumação. A cozinha está totalmente equipada com eletrodomésticos modernos. O apartamento também conta com aquecimento central na sala, quartos e corredor, garantindo um ambiente acolhedor durante todo o ano.  Este imóvel está em bom estado de conservação e é apto para ser utilizado. Este apartamento é a escolha perfeita para quem procura conforto e qualidade de vida numa localização privilegiada. Consulte outros imóveis no separador dos arrendamentos no site da Santa Casa da Misericórdia.",True,good,False,True,16.0,{'typology': 'flat'},"{'subtitle': 'Santo António, Lisboa', 'title': 'Apartamento na rua de São José'}",True,False,False,False,False,False,"Rua de São José, 214 | 3º Dto",,
33902763,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/19/2d/57/271331712.webp,24,,1999.0,"{'price': {'amount': 1999.0, 'currencySuffix': '€/mês'}}",flat,rent,95.0,4,2,rua da Atalaia,Lisboa,Misericórdia,Bairro Alto,pt,38.7139534,-9.1467654,False,https://www.idealista.pt/imovel/33902763/,"RESERVAS E PEDIDOS DE INFORMAÇÃO Para obter informações detalhadas e reservar online, clique abaixo do mapa em “Link Adicional”. TERMOS E CONDIÇÕES DE ALOJAMENTO: - Data de Disponibilidade: 01/02/2025 - Duração Mínima de Aluguer: 27 dias - Número Máximo de Hóspedes: 6 - Todas as Despesas Incluídas: Não, para mais informações visite o site - Adicional:  - Animais de Estimação Permitido  - Fumadores Permitido DETALHES DA PROPRIEDADE Apartamento com 4 quartos no centro da cidade  - Descrição da Propriedade na Uniplaces: Apartamento com 4 quartos, e 2 Casas de Banho. Sala de estar com Tv e sofá. Net rápida. Grande Cozinha equipada com quase tudo: micro ondas e máquina de lavar loiça, máquina de lavar roupa, Frigorifico, etc. Loiças e utensílios básicos para até 6 pessoas. No centro da cidade a 4 min do Largo do Chiado, o coração de Lisboa. Situado na Rua da Atalaia no coração do Bairro Alto. Abertura de porta com código ou por app pela internet. Zona de bares e restaurantes com barulho durante a noite aos fins de semana e feriados. No centro da cidade, mesmo no coração, podendo ir a pé para qualquer sítio da cidade a pé  - Localização: Localizado on Bairro Alto em Lisbon com uma variedade de opções de refeições, lojas essenciais e atividades para fazer, com fácil acesso aos transportes públicos. 4 quartos em Apartment com 2 casas de banho. Características  - Cable tv  - Wi fi  - Oven  - Washing machine SOBRE A UNIPLACES O Seu Local de Confiança para Encontrar Casa Como uma plataforma online pioneira, a Uniplaces liga indivíduos, sejam estudantes, profissionais ou famílias, a uma variedade de alojamentos para arrendamento. O nosso compromisso vai para além das listagens - verificamos cada propriedade para garantir que cumpre os nossos rigorosos critérios de conforto e conveniência. Escolha a Uniplaces para uma jornada de arrendamento suave, fiável e com uma excelente relação qualidade-preço.",False,good,False,False,21.0,{'typology': 'flat'},"{'subtitle': 'Misericórdia, Lisboa', 'title': 'Apartamento na rua da Atalaia'}",False,False,False,False,False,False,751160,,
33781708,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/b3/3e/e3/264357817.webp,9,,900.0,"{'price': {'amount': 900.0, 'currencySuffix': '€/mês', 'priceDropInfo': {'formerPrice': 1450.0, 'priceDropValue': 550, 'priceDropPercentage': 38}}}",studio,rent,65.0,0,1,Alfama - Sé,Lisboa,Santa Maria Maior,Alfama - Sé,pt,38.7123465,-9.1365915,False,https://www.idealista.pt/imovel/33781708/,"RESERVAS E PEDIDOS DE INFORMAÇÃO Para obter informações detalhadas e reservar online, clique abaixo do mapa em “Link Adicional”. TERMOS E CONDIÇÕES DE ALOJAMENTO: - Data de Disponibilidade: 24/02/2025 - Duração Mínima de Aluguer: 30 dias - Número Máximo de Hóspedes: 2 - Todas as Despesas Incluídas: Sim, para mais informações visite o site - Adicional:  - Animais de Estimação Permitido  - Fumadores Não Permitido DETALHES DA PROPRIEDADE Estúdio  - Localização: Localizado on Sé em Lisbon com uma variedade de opções de refeições, lojas essenciais e atividades para fazer, com fácil acesso aos transportes públicos. 0 quartos em Studio com 1 casas de banho. Características  - Cable tv  - Wi fi  - Washing machine  - Microwave SOBRE A UNIPLACES O Seu Local de Confiança para Encontrar Casa Como uma plataforma online pioneira, a Uniplaces liga indivíduos, sejam estudantes, profissionais ou famílias, a uma variedade de alojamentos para arrendamento. O nosso compromisso vai para além das listagens - verificamos cada propriedade para garantir que cumpre os nossos rigorosos critérios de conforto e conveniência. Escolha a Uniplaces para uma jornada de arrendamento suave, fiável e com uma excelente relação qualidade-preço.",False,good,False,False,14.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Santa Maria Maior, Lisboa', 'title': 'T0'}",False,False,False,False,False,False,739549,,
33902735,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/bd/5b/6b/271331223.webp,17,,3500.0,"{'price': {'amount': 3500.0, 'currencySuffix': '€/mês'}}",flat,rent,120.0,2,1,rua António Alçada Baptista,Lisboa,São Domingos de Benfica,Alto dos Moinhos,pt,38.7519945,-9.181713,False,https://www.idealista.pt/imovel/33902735/,"RESERVAS E PEDIDOS DE INFORMAÇÃO Para obter informações detalhadas e reservar online, clique abaixo do mapa em “Link Adicional”. TERMOS E CONDIÇÕES DE ALOJAMENTO: - Data de Disponibilidade: 11/05/2025 - Duração Mínima de Aluguer: 28 dias - Número Máximo de Hóspedes: 4 - Todas as Despesas Incluídas: Sim, para mais informações visite o site - Adicional:  - Animais de Estimação Permitido  - Fumadores Não Permitido DETALHES DA PROPRIEDADE Apartamento com 2 quartos, com área exterior  - Localização: Localizado on Benfica em Lisbon com uma variedade de opções de refeições, lojas essenciais e atividades para fazer, com fácil acesso aos transportes públicos. 2 quartos em Apartment com 1 casas de banho. Características  - Accessibility  - Air conditioning  - Outdoor area  - Wi fi  - Elevator  - Washing machine  - Oven  - Microwave SOBRE A UNIPLACES O Seu Local de Confiança para Encontrar Casa Como uma plataforma online pioneira, a Uniplaces liga indivíduos, sejam estudantes, profissionais ou famílias, a uma variedade de alojamentos para arrendamento. O nosso compromisso vai para além das listagens - verificamos cada propriedade para garantir que cumpre os nossos rigorosos critérios de conforto e conveniência. Escolha a Uniplaces para uma jornada de arrendamento suave, fiável e com uma excelente relação qualidade-preço.",False,good,False,True,29.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Apartamento na rua António Alçada Baptista'}",False,False,False,False,False,False,739318,,
33902734,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/13/79/7d/271331173.webp,36,,1495.0,"{'price': {'amount': 1495.0, 'currencySuffix': '€/mês'}}",flat,rent,64.0,1,1,rua Arminda Correia,Lisboa,Lumiar,Alto do Lumiar - Quinta das Conchas - Quinta do Lambert,pt,38.7720819,-9.153021,False,https://www.idealista.pt/imovel/33902734/,"RESERVAS E PEDIDOS DE INFORMAÇÃO Para obter informações detalhadas e reservar online, clique abaixo do mapa em “Link Adicional”. TERMOS E CONDIÇÕES DE ALOJAMENTO: - Data de Disponibilidade: 01/05/2025 - Duração Mínima de Aluguer: 60 dias - Número Máximo de Hóspedes: 2 - Todas as Despesas Incluídas: Sim, para mais informações visite o site - Adicional:  - Animais de Estimação Não Permitido  - Fumadores Não Permitido DETALHES DA PROPRIEDADE Apartamento com 1 quarto  - Localização: Localizado on Lumiar em Lisbon com uma variedade de opções de refeições, lojas essenciais e atividades para fazer, com fácil acesso aos transportes públicos. 1 quartos em Apartment com 1 casas de banho. Características  - Accessibility  - Cable tv  - Wi fi  - Elevator  - Washing machine  - Oven  - Microwave  - Dishwasher SOBRE A UNIPLACES O Seu Local de Confiança para Encontrar Casa Como uma plataforma online pioneira, a Uniplaces liga indivíduos, sejam estudantes, profissionais ou famílias, a uma variedade de alojamentos para arrendamento. O nosso compromisso vai para além das listagens - verificamos cada propriedade para garantir que cumpre os nossos rigorosos critérios de conforto e conveniência. Escolha a Uniplaces para uma jornada de arrendamento suave, fiável e com uma excelente relação qualidade-preço.",False,good,False,True,23.0,{'typology': 'flat'},"{'subtitle': 'Lumiar, Lisboa', 'title': 'Apartamento na rua Arminda Correia'}",False,False,False,False,False,False,739080,,
33902658,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/91/36/09/271329463.webp,19,,1600.0,"{'price': {'amount': 1600.0, 'currencySuffix': '€/mês'}}",flat,rent,80.0,1,1,Expo Central,Lisboa,Parque das Nações,Expo Central,pt,38.7736124,-9.0986179,False,https://www.idealista.pt/imovel/33902658/,"T1 VISTA RIO - EDIFÍCIO PANORAMIC LIVING Requintado apartamento T1 com 63 m2 de área bruta privativa, com vista para o Rio Tejo, um lugar de estacionamento e arrecadação, no Edifício Panoramic, no Parque das Nações, em Lisboa, com vigilante vinte e quatro horas por dia, situado na Av. D. João II, defronte ao Campus de Justiça. O apartamento é composto por um quarto com roupeiros embutidos, uma cozinha equipada com todos os eletrodomésticos, uma casa de banho social e sala com vista fantástica. Se procura exclusividade e conforto, numa localização privilegiada de Lisboa, este é um apartamento moderno com materiais e acabamentos de alta qualidade. Este imóvel localiza-se defronte ao Campus de Justiça, perto do Centro Comercial Vasco da Gama, junto ao Metropolitano e à estação de comboios Gare do Oriente e a dois minutos do Pavilhão Meo Arena, ao lado do Hospital Cuf Descobertas, e a cinco minutos de carro do Aeroporto de Lisboa. Se quiser esclarecer alguma questão ou fazer uma visita a este fantástico apartamento, estou à sua inteira disponibilidade.",False,good,False,True,20.0,{'typology': 'flat'},"{'subtitle': 'Parque das Nações, Lisboa', 'title': 'Apartamento'}",False,False,False,False,False,False,C0263-01918,,
33902638,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/b6/3a/11/271328443.webp,18,5,1600.0,"{'price': {'amount': 1600.0, 'currencySuffix': '€/mês'}}",flat,rent,92.0,3,1,Ciclovia Lisboa Cidade,Lisboa,São Domingos de Benfica,Estrada de Benfica,pt,38.7429764,-9.1870498,False,https://www.idealista.pt/imovel/33902638/,"Apartamento T3 para arrendamento na Rua Maia Ataíde Benfica. Imóvel em bom estado de conservação, junto á estação de Benfica. A sua localização permite um rápido acesso ao centro de Lisboa, bem como a todo o tipo de serviços e comércio. Condições para o arrendamento Duas rendas mais uma caução IRS 3 Ultimos recibos de ordenado Fiador  Licença de Utilização - 65 de 9/11/93.",False,good,False,True,17.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Apartamento em Ciclovia Lisboa Cidade'}",False,False,False,False,False,False,122291144-94,,
33902571,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/93/c4/1b/271325433.webp,26,,1800.0,"{'price': {'amount': 1800.0, 'currencySuffix': '€/mês'}}",flat,rent,57.0,1,1,Praça de Espanha - Sete Rios,Lisboa,Campolide,Praça de Espanha - Sete Rios,pt,38.7371545,-9.1634387,False,https://www.idealista.pt/imovel/33902571/,"Apartamento T1, renovado, mobilado, com elevador e garagem, localizado em Sete Rios, Lisboa. Principais divisões: - Sala de estar - Cozinha totalmente equipada em open space - Quarto - Casa de banho completa Apartamento equipado com ar condicionado e estores elétricos. Estacionamento com espaço para 1 viatura. Localizado numa das áreas mais cobiçadas de Lisboa, a poucos passos do Jardim Zoológico, de centros empresariais, de comércio selecionado e com acesso privilegiado aos principais meios de transporte, incluindo metro, estação de comboios de Sete Rios e estradas principais como a Segunda Circular, Eixo Norte-Sul e a A5. A INSIDE LIVING opera no mercado de habitação e investimentos imobiliários de luxo. A nossa equipa oferece uma gama diversificada de serviços de excelência aos nossos clientes, tais como um serviços de apoio ao investidor, assegurando todo o acompanhamento na seleção, compra, venda ou aluguer de propriedades, projeto de arquitetura, design de interiores, serviços bancários e de concierge durante todo o processo.  Categoria Energética: B  ref: A51155.",True,good,False,True,32.0,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Apartamento'}",True,True,False,False,False,False,A51155,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",
33902538,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/bf/e1/1a/271324296.webp,13,2,1700.0,"{'price': {'amount': 1700.0, 'currencySuffix': '€/mês'}}",flat,rent,80.0,3,2,rua de Sant'Ana à Lapa,Lisboa,Estrela,Lapa,pt,38.7109605,-9.1630081,False,https://www.idealista.pt/imovel/33902538/,"Disponível em: 01/04/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. Aviso de cancelamento: 1 meses O apartamento está a partir do dia 2025-04-01. O apartamento tem uma área total de 80 metros quadrados. Há 3 quarto(s), 2 banheiro(s). Também tem 1 sala(s) de estar. As despesas do condomínio não estão incluídas no aluguel. O custo médio dos serviços é de 150€. É necessário um período mínimo de permanência de 12 mês/meses. É possível reservar diretamente online.",False,good,False,False,21.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': ""Apartamento na rua de Sant'Ana à Lapa""}",False,False,False,False,False,False,136155_150125,,
33902535,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/27/27/17/271324196.webp,13,bj,3200.0,"{'price': {'amount': 3200.0, 'currencySuffix': '€/mês'}}",studio,rent,50.0,0,1,Calçada de Salvador Correia de Sá,Lisboa,Misericórdia,Santa Catarina,pt,38.7115321,-9.1495031,False,https://www.idealista.pt/imovel/33902535/,"Disponível em: 18/03/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. O apartamento está a partir do dia 2025-03-18. Há 1 banheiro(s). Os serviços e o condomínio são incluídos no valor do aluguel. É necessário um período mínimo de permanência de 1 mês/meses. É possível reservar diretamente online.",False,good,False,False,64.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Misericórdia, Lisboa', 'title': 'T0 em Calçada de Salvador Correia de Sá'}",False,False,False,False,False,False,131715_150125,,
