propertyCode,floor,price,propertyType,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,distance,description,status,newDevelopment,hasLift,priceByArea,topNewDevelopment,topPlus,neighborhood,newDevelopmentFinished,formerPrice,priceChange,hasParkingSpace,isParkingSpaceIncludedInPrice
33897098,,2068.0,flat,60.0,2,1,rua do Prior,Lisboa,Estrela,Lapa,pt,38.7053391,-9.1605807,False,https://www.idealista.pt/imovel/33897098/,3841,"Disponível em: 15/01/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. Custos de abertura do contrato:  NOT INCLUDED IN PRICE: Cleaning Fee(NOT OPTIONAL, NOT REFUNDABLE): 70 (FlatPerStay - a fixed value will be added once per whole stay)    Cleaning fee: 70 O apartamento está a partir do dia 2025-01-15. O apartamento tem uma área total de 60 metros quadrados. Há 2 quarto(s), 1 banheiro(s). Também tem 1 sala(s) de estar. Os serviços e o condomínio são incluídos no valor do aluguel. É necessário um período mínimo de permanência de 1 mês/meses. É possível reservar diretamente online.",good,False,False,34.0,False,False,,,2068.0,0.0,False,False
33897083,,1100.0,flat,60.0,1,1,rua Engenheiro Carlos Alberto Guerreiro,Leiria,Ferrel,,pt,39.3559832,-9.357245,False,https://www.idealista.pt/imovel/33897083/,71280,"Disponível em: 13/01/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. Aviso de cancelamento: 1 meses O apartamento está imediatamente. O apartamento tem uma área total de 60 metros quadrados. Há 1 quarto(s), 1 banheiro(s). Também tem 1 sala(s) de estar. Os serviços e o condomínio são incluídos no valor do aluguel. É necessário um período mínimo de permanência de 1 mês/meses. É possível reservar diretamente online.",good,False,False,18.0,False,False,,,1100.0,0.0,False,False
33897082,1.0,1500.0,flat,50.0,1,1,rua João de Castilho,Lisboa,Ajuda,Calçada da Ajuda - Belém,pt,38.7013612,-9.2018054,False,https://www.idealista.pt/imovel/33897082/,6477,"Disponível em: 13/01/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. Custos de abertura do contrato:  Limpeza e desinfecção: 70,00 € + Taxa de serviço: 5 % da reserva Cleaning and disinfection: 70,00 € + Service charge: 5 % of the reservation Aviso de cancelamento: 0 meses O apartamento está imediatamente. O apartamento tem uma área total de 50 metros quadrados. Há 1 quarto(s), 1 banheiro(s). Também tem 1 sala(s) de estar. A taxa do condomínio está incluída no aluguel mensal. O custo médio dos serviços é de 100€ que inclui gás, água, eletricidade, internet. É necessário um período mínimo de permanência de 1 mês/meses. É possível reservar diretamente online.",good,False,False,30.0,False,False,,,1500.0,0.0,False,False
33897081,1.0,1400.0,flat,60.0,2,2,rua Professor Doutor Fernandes Marques,Setúbal,Santiago (Sesimbra),,pt,38.4429592,-9.1060999,False,https://www.idealista.pt/imovel/33897081/,32842,"Disponível em: 13/01/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. Custos de abertura do contrato:  Limpeza e desinfecção: 130,00 € + Taxa de serviço: 5 % da reserva Cleaning and disinfection: 130,00 € + Service charge: 5 % of the reservation Aviso de cancelamento: 0 meses O apartamento está imediatamente. O apartamento tem uma área total de 60 metros quadrados. Há 2 quarto(s), 2 banheiro(s). Também tem 1 sala(s) de estar. A taxa do condomínio está incluída no aluguel mensal. O custo médio dos serviços é de 100€ que inclui internet. É necessário um período mínimo de permanência de 1 mês/meses. É possível reservar diretamente online.",good,False,True,23.0,False,False,,,1400.0,0.0,False,False
33897073,,4580.0,flat,120.0,3,3,travessa Conceição da Glória,Lisboa,Santo António,Príncipe Real,pt,38.7183696,-9.1482358,False,https://www.idealista.pt/imovel/33897073/,2120,"Disponível em: 13/01/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. Custos de abertura do contrato:  NOT INCLUDED IN PRICE: Cleaning Fee(NOT OPTIONAL, NOT REFUNDABLE): 180 (FlatPerStay - a fixed value will be added once per whole stay)    Cleaning fee: 180 O apartamento está imediatamente. O apartamento tem uma área total de 120 metros quadrados. Há 3 quarto(s), 3 banheiro(s). Também tem 1 sala(s) de estar. Os serviços e o condomínio são incluídos no valor do aluguel. É necessário um período mínimo de permanência de 1 mês/meses. É possível reservar diretamente online.",good,False,False,38.0,False,False,,,4580.0,0.0,False,False
33897060,1.0,3800.0,flat,65.0,2,1,Calçada de São Vicente,Lisboa,Santa Maria Maior,Alfama - Sé,pt,38.7145197,-9.1270582,False,https://www.idealista.pt/imovel/33897060/,2838,"Disponível em: 24/01/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. O apartamento está a partir do dia 2025-01-24. Há 2 quarto(s), 1 banheiro(s). Também tem 1 sala(s) de estar. Os serviços e o condomínio são incluídos no valor do aluguel. É necessário um período mínimo de permanência de 1 mês/meses. É possível reservar diretamente online.",good,False,False,58.0,False,False,,,3800.0,0.0,False,False
33897049,1.0,3600.0,flat,50.0,1,1,praça Dom Luís I,Lisboa,Misericórdia,Cais do Sodré - Santos,pt,38.7082135,-9.1482154,False,https://www.idealista.pt/imovel/33897049/,3230,"Disponível em: 24/01/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. O apartamento está a partir do dia 2025-01-24. Há 1 quarto(s), 1 banheiro(s). Os serviços e o condomínio são incluídos no valor do aluguel. É necessário um período mínimo de permanência de 1 mês/meses. É possível reservar diretamente online.",good,False,False,72.0,False,False,,,3600.0,0.0,False,False
33897048,1.0,3600.0,studio,30.0,0,1,beco dos Inválidos,Lisboa,Cascais e Estoril,Cascais,pt,38.6956775,-9.4199287,False,https://www.idealista.pt/imovel/33897048/,24486,"Disponível em: 24/01/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. O apartamento está a partir do dia 2025-01-24. O apartamento tem uma área total de 30 metros quadrados. Há 1 banheiro(s). Os serviços e o condomínio são incluídos no valor do aluguel. É necessário um período mínimo de permanência de 1 mês/meses. É possível reservar diretamente online.",good,False,False,120.0,False,False,Centro de Cascais,,3600.0,0.0,False,False
33897047,0.0,3600.0,studio,39.0,0,1,beco dos Inválidos,Lisboa,Cascais e Estoril,Cascais,pt,38.6976473,-9.4198475,False,https://www.idealista.pt/imovel/33897047/,24438,"Disponível em: 24/01/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. O apartamento está a partir do dia 2025-01-24. O apartamento tem uma área total de 39 metros quadrados. Há 1 banheiro(s). Os serviços e o condomínio são incluídos no valor do aluguel. É necessário um período mínimo de permanência de 1 mês/meses. É possível reservar diretamente online.",good,False,False,92.0,False,False,Centro de Cascais,,3600.0,0.0,False,False
33897045,1.0,2800.0,flat,43.0,1,1,travessa dos Pescadores,Lisboa,Misericórdia,Cais do Sodré - Santos,pt,38.7099181,-9.1530272,False,https://www.idealista.pt/imovel/33897045/,3136,"Disponível em: 24/01/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. Aviso de cancelamento: 1 meses O apartamento está a partir do dia 2025-01-24. O apartamento tem uma área total de 43 metros quadrados. Há 1 quarto(s), 1 banheiro(s). Também tem 1 sala(s) de estar. Os serviços e o condomínio são incluídos no valor do aluguel. É necessário um período mínimo de permanência de 1 mês/meses. É possível reservar diretamente online.",good,False,True,65.0,False,False,,,2800.0,0.0,False,False
33897041,1.0,3500.0,flat,138.0,2,2,rua da Conceição da Glória,Lisboa,Santo António,Praça da Alegria,pt,38.7179803,-9.144601,False,https://www.idealista.pt/imovel/33897041/,2115,"Disponível em: 13/01/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. Aviso de cancelamento: 2 meses O apartamento está imediatamente. O apartamento tem uma área total de 138 metros quadrados. Há 2 quarto(s), 2 banheiro(s). Também tem 1 sala(s) de estar. A taxa do condomínio está incluída no aluguel mensal. É necessário um período mínimo de permanência de 1 mês/meses. É possível reservar diretamente online.",good,False,False,25.0,False,False,,,3500.0,0.0,False,False
33897037,2.0,2500.0,flat,86.0,1,1,rua de São Paulo,Lisboa,Misericórdia,Cais do Sodré - Santos,pt,38.7082541,-9.14282,False,https://www.idealista.pt/imovel/33897037/,3190,"Disponível em: 19/01/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. Custos de abertura do contrato:  Payment of last month rent in advance. Pagamento do ultimo mes de renda antecipado. Aviso de cancelamento: 3 meses O apartamento está a partir do dia 2025-01-19. O apartamento tem uma área total de 86 metros quadrados. Há 1 quarto(s), 1 banheiro(s). Também tem 1 sala(s) de estar. As despesas do condomínio não estão incluídas no aluguel. O custo médio dos serviços é de 150€ que inclui água, eletricidade, internet. É necessário um período mínimo de permanência de 1 mês/meses. É possível reservar diretamente online.",good,False,True,29.0,False,False,,,2500.0,0.0,False,False
33897016,2.0,2500.0,flat,125.0,2,2,rua Presidente Arriaga,Lisboa,Estrela,Lapa,pt,38.7047536,-9.1647067,False,https://www.idealista.pt/imovel/33897016/,4057,"Disponível em: 13/01/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. O apartamento está imediatamente. O apartamento tem uma área total de 125 metros quadrados. Há 2 quarto(s), 2 banheiro(s). Também tem 1 sala(s) de estar. A taxa do condomínio está incluída no aluguel mensal. O custo médio dos serviços é de 100€ que inclui água, eletricidade. É necessário um período mínimo de permanência de 6 mês/meses. É possível reservar diretamente online.",good,False,False,20.0,False,False,,,2500.0,0.0,False,False
33897008,4.0,2750.0,flat,120.0,2,3,avenida José Malhoa,Lisboa,Campolide,Praça de Espanha - Sete Rios,pt,38.7380304,-9.1613984,False,https://www.idealista.pt/imovel/33897008/,1627,"Disponível em: 13/01/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. Aviso de cancelamento: 1 meses O apartamento está imediatamente. O apartamento tem uma área total de 120 metros quadrados. Há 2 quarto(s), 3 banheiro(s). Também tem 1 sala(s) de estar. Os serviços e o condomínio são incluídos no valor do aluguel. É necessário um período mínimo de permanência de 1 mês/meses. É possível reservar diretamente online.",good,False,True,23.0,False,False,,,2750.0,0.0,False,False
