propertyCode,floor,price,propertyType,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,distance,description,status,newDevelopment,hasLift,priceByArea,topNewDevelopment,topPlus,neighborhood,newDevelopmentFinished,formerPrice,priceChange,hasParkingSpace,isParkingSpaceIncludedInPrice
33882438,,1375.0,flat,65.0,2,1,Alto de Santo Amaro,Lisboa,Alcântara,Alto de Santo Amaro,pt,38.7037576,-9.1866436,False,https://www.idealista.pt/imovel/33882438/,5306,"T2, Vista rio, prédio com elevador, varandas, em fase de acabamentos de remodelação, cozinha equipada com esquentador e fogão, disponível em FEVEREIRO.",good,False,,21.0,False,False,,,1375.0,0.0,False,False
32664225,3.0,1320.0,studio,50.0,0,1,Lapa,Lisboa,Estrela,Lapa,pt,38.7156682,-9.1558788,False,https://www.idealista.pt/imovel/32664225/,2628,"Perfeito pequeno pied a terre para uma pessoa ou um casal. Este encantador estúdio está idealmente localizado em Lisboa.Perto da praça das flores em São bento, você terá acesso às lojas.Um parque de estacionamento público também está perto do apartamento. Este estúdio foi totalmente remodelado, encontra-se equipado e situa-se num 3º e último andar sem elevador.É composto por um quarto em mezzanine, uma casa de banho, uma sala, cozinha, escritório e despensa.Luminosos e acolhedores, os seus primeiros passos em Lisboa serão agradáveis e sentir-se-á no coração da cidade. Obrigado por entrar em contato comigo.",good,False,False,26.0,False,False,,,1320.0,0.0,False,False
33882428,1.0,1600.0,flat,70.0,3,1,rua Professor Mira Fernandes,Lisboa,Beato,,pt,38.7374457,-9.1221512,False,https://www.idealista.pt/imovel/33882428/,1781,"Um confortável apartamento T3 está agora disponível para arrendamento. Com a sua localização privilegiada e comodidades totalmente equipadas, este apartamento é uma escolha ideal para famílias, inquilinos a partilhar ou qualquer pessoa que procure um ambiente de vida espaçoso. Detalhes do Apartamento Este apartamento dispõe de três quartos luminosos e espaçosos com um layout bem pensado, tornando-o particularmente adequado para múltiplos ocupantes. A grande sala de estar é perfeita para passar momentos de qualidade com familiares ou colegas de casa. A cozinha está totalmente equipada, garantindo que todas as suas necessidades diárias sejam satisfeitas. Os quartos e a sala de estar incluem mobiliário básico, permitindo que se mude com o mínimo de problemas. A casa de banho é limpa e luminosa, com duche para o seu conforto. Além disso, o apartamento oferece amplo espaço de arrumação para manter os seus pertences organizados. Embora o design de interiores seja simples e clássico, cada detalhe foi meticulosamente mantido para proporcionar um ambiente de vida confortável e prático. Excelente Transporte O apartamento fica a apenas três minutos a pé da estação de metro Olaias da Linha Vermelha, proporcionando acesso direto aos principais pontos de Lisboa, incluindo o aeroporto (Aeroporto), a estação de comboios do Oriente (Gare do Oriente) e o centro da cidade. Esta localização conveniente é perfeita para quem se desloca diariamente ou viaja com frequência. Existem também várias linhas de autocarro nas proximidades, e de carro oferece acesso rápido às principais zonas de Lisboa. Bairro e Comodidades Situado numa comunidade bem equipada e tranquila, o apartamento oferece fácil acesso a comodidades essenciais. Num raio de um quilómetro, encontrará vários supermercados, incluindo o Pingo Doce e o Continente, garantindo compras de supermercado sem esforço. A área dispõe de uma variedade de restaurantes e cafés, que servem desde refeições rápidas a encontros de fim de semana. Farmácias, bancos e correios também estão próximos para maior conveniência. As famílias com crianças irão apreciar a proximidade de escolas e creches. Os entusiastas do fitness podem beneficiar de ginásios próximos, enquanto os amantes da natureza podem desfrutar da tranquilidade dos parques locais. O Centro Comercial Vasco da Gama e outros locais de entretenimento ficam a uma curta distância de carro, adicionando mais emoção ao seu estilo de vida. Condições de Arrendamento Aluguer: €1.600/mês Depósito: Duas rendas (€3.200) Pagamento Inicial: Duas rendas + duas cauções, num total de €6.400 Duração do Contrato: Mínimo um ano, com pelo menos três meses de aviso prévio para renovação Requisitos: Rendimento estável, bom histórico de crédito e cuidado responsável com o apartamento Método de Pagamento: Transferência bancária Por que escolher este apartamento? Este apartamento oferece não só uma localização privilegiada e comodidades completas, mas também uma experiência de vida confortável. Se necessita de opções de transporte convenientes, instalações abrangentes ou um ambiente de vida tranquilo, este apartamento certamente irá satisfazer as suas necessidades. Se estiver interessado neste apartamento ou desejar mais informações, por favor, contacte-nos!",good,False,True,23.0,False,False,,,1600.0,0.0,False,False
33462701,1.0,1900.0,flat,105.0,2,2,Alvalade,Lisboa,Alvalade,Alvalade,pt,38.7459522,-9.1461654,False,https://www.idealista.pt/imovel/33462701/,1045,,good,False,False,18.0,False,False,,,1900.0,0.0,False,False
33882398,2.0,900.0,flat,75.0,2,1,Casal de São Brás - Vila Chã,Lisboa,Mina de Água,Casal de São Brás - Vila Chã,pt,38.7701466,-9.2345173,False,https://www.idealista.pt/imovel/33882398/,8776,"Arrenda-se T2 no Casal de São Brás, Amadora, próximo de transportes, todo o tipo de comercio, serviços, escolas, supermercados e centro de saúde. O apartamento é um segundo andar sem elevador e está situado em zona calma e com bons acessos, boa iluminação natural e facilidade de estacionamento. O imóvel arrenda-se sem mobiliário e sem equipamentos na cozinha. Documentação Exigida: - Contrato de Trabalho; - IRS; - 3 últimos recibos de vencimento; - Fiador credível com a mesma documentação; - 1 rendas e 1 mês cauções. Venha conhecer a sua próxima casa! Marque já a sua visita!",good,False,False,12.0,False,False,,,900.0,0.0,False,False
33882395,4.0,1950.0,flat,120.0,3,2,rua Tomás da Fonseca,Lisboa,São Domingos de Benfica,Laranjeiras,pt,38.7544395,-9.1744838,False,https://www.idealista.pt/imovel/33882395/,3374,"T3 com 2 frentes em óptimo estado de conservação, vista desafogada e possui 1 lugar de estacionamento. Apartamento acolhedor e bem organizado a nível de zona social e zona privada. Hall de entrada (3m2) dá acesso à cozinha, Sala e acesso a zona privada. Cozinha (12m2), com acesso de área de serviço, equipada com placa de gás, forno, esquentador e frigorífico combinado. Sala (36m2) com janelas amplas com vista para a zona ajardinada do condomínio e lareira. Hall de quartos (5m2) com roupeiro largo dá acesso aos 2 quartos secundários, casa-de-banho completa e quarto suite. Quarto-suite (20m2) com roupeiro amplo e partilha a mesma vista que a sala. Quartos (12m2 e 12m2) com roupeiros embutidos e nichos de arrumação ao lado das janelas. O imóvel possui portas de entrada blindada fichet, janelas de vidro duplo, pavimento de mármore na sala e hall de entrada. Apartamento inserido em condomínio fechado com jardim e segurança 24hr, junto às Torres de Lisboa, existindo nas redondezas várias carreiras de autocarros, escolas, comércio local e acessos rápidos à 2ª circular e Eixo N/S. Disponibilidade imediata. Nas assinatura de contrato, os valores a serem pagos são: 2 rendas + 2 fianças + 2 cauções.",good,False,True,16.0,False,False,,,1950.0,0.0,True,True
33882300,1.0,1350.0,flat,75.0,3,1,Alvalade s/n,Lisboa,Alvalade,Alvalade,pt,38.7477561,-9.1393889,True,https://www.idealista.pt/imovel/33882300/,1235,"SEM MOBILIAS Apartamento totalmente remodelado à 3 anos em estado irrepreensível! Cozinha totalmente equipada, bancada em pedra, pavimento em soalho totalmente afagado e envernizado, janelas com vidros duplos e estores térmicos. Arrecadação no logradouro. Localizado no bairro de Alvalade junto ao Centro Comercial de Alvalade, pingo doce. metro Alvalade e Roma. O Bairro de Alvalade oferece-lhe tudo o que necessita, desde comércio tradicional, clinicas, farmácias, mercado, cinema, ginágios, ótimos restaurantes e cafés, Estádio 1º de Maio, jardim Campo Grande, Igreja São joão de Brito, Passeios largos, enfim ótimo para passear e viver com qualidade. ARRENDA-SE APARTIR DE 15 DE MARÇO SOLICITA-SE- MEIO MÊS DE RENDA, 2 DE CAUÇÃO, SENDO UM MÊS PARA SALVAGUARDAR O BOM ESTADO DO IMÓVEL. ARRENDA-SE A PESSOAS RESPONSAVEIS E COM IRS EFETUADO EM PORTUGAL FIADORES EXCLUSIVO.",good,False,False,18.0,False,False,,,1350.0,0.0,False,False
33853079,,1600.0,chalet,131.0,3,1,rua da Primavera s/n,Lisboa,Santa Iria de Azoia - São João da Talha - Bobadela,,pt,38.842613,-9.0840895,True,https://www.idealista.pt/imovel/33853079/,12799,"Moradia isolada T3, em São João da Talha | Loures.   Conta com um logradouro com capacidade para 3 carros, zona de estar coberta, e ainda um terreno com árvores de fruto. O imóvel encontra-se mobilado.   Em zona tranquila de moradias e a apenas 2 minutos da A1. Zona servida de transportes, comércio e serviços.   Composta por: Sala e cozinha, totalmente equipada em open space com acesso à sala, 3 quartos e 1 casa de banho completa.   A informação disponibilizada não dispensa a sua confirmação e não pode ser considerada vinculativa.     Para mais informações e/ou visita, contacte-me!   EN 3 bedroom detached house in São João da Talha | Loures.   It also has a patio with capacity for 3 cars, a covered living area and a plot of land with fruit trees. The property is furnished.   In a quiet area with houses and just 2 minutes from the A1. The area is well served by transport, commerce and services.   Composed by: Living room and kitchen, fully equipped in open space with access to the living room, 3 bedrooms and 1 complete bathroom.   The information provided does not dispense with confirmation and cannot be considered binding.     For more information and/or to book a viewing, please contact me! Licença de Utilização - 165.",good,False,,12.0,False,False,,,1600.0,0.0,False,False
33882247,,1300.0,flat,76.0,2,1,praça Padre Manuel Bernardes s/n,Setúbal,Costa de Caparica,Centro,pt,38.6401441,-9.2296112,True,https://www.idealista.pt/imovel/33882247/,13144,"CONTACTOS APENAS POR EMAIL Condições para o arrendamento: • Contrato mínimo de 3 anos; • Pagamento de 2 rendas + 2 de caução; • Fiador com a mesma documentação do arrendatário. Documentos necessários: • Contrato de trabalho • 3 últimos recibos de vencimento; • IRS do ano anterior; • Nota de liquidação do IRS; • Outros elementos que queira partilhar que possam demonstrar a sua capacidade financeira. Fantástico apartamento T2 para arrendamento, situado na Praça Manuel Bernardes, na Costa da Caparica. Este imóvel combina funcionalidade e localização privilegiada, ideal para quem procura proximidade ao mar e uma boa qualidade de vida. Características do apartamento: - Hall de entrada; - Dois quartos; - Sala espaçosa; - Varanda; - Marquise; - Cozinha equipada com placa, forno, máquina de lavar louça e máquina de lavar roupa; - Zona de despensa na entrada da cozinha. Inserido numa zona calma e central, o apartamento está a poucos minutos das praias da Costa da Caparica, conhecidas pelas suas extensas areais e ambiente descontraído. A área conta com bons acessos a Lisboa, transportes públicos, comércio local e serviços essenciais. Uma oportunidade para viver perto do mar, num espaço cómodo e bem localizado. Contacte-nos para agendar uma visita. Tipologia: T2 Licença de Utilização nº 142 de 03/03/1995 emitida pela Câmara Municipal de Almada Certificação Energética: D Quando escolhe trabalhar com a nossa Equipa obtém: - Um serviço fornecido por uma equipa multidisciplinar; - Agentes profissionais e conhecedores do mercado; - Compromisso em negociar em seu interesse; - Sistemas e ferramentas mais evoluídos no mercado; - O apoio de uma empresa de confiança. Conte com a nossa ajuda para aprovar o seu financiamento. Contacte-nos para mais informações. Partilhamos com todas as imobiliárias / profissionais em regime de 50% / 50% Para mais informações, visite o nosso site KW Portugal. Na KW Portugal acreditamos na partilha como uma forma de prestar o melhor serviço ao cliente e por isso se é profissional do sector e tem um cliente comprador qualificado, contacte e agende a sua visita! Licença de utilização: 142.",good,False,,17.0,False,False,,,1300.0,0.0,False,False
33882251,6.0,1150.0,flat,84.0,2,1,avenida 25 de Abril s/n,Lisboa,Massamá e Monte Abraão,Massamá,pt,38.7521604,-9.2814728,True,https://www.idealista.pt/imovel/33882251/,12154,"ARRENDAMENTO T2 ZONA ESTAÇÃO CP MASSAMÁ Apartamento T2 junto à Estação de comboios e ao Shopping de Massamá para arrendar. Prédio com elevador, imóvel soalheiro, com boas áreas, cozinha equipada, 2 quartos, sendo que um deles tem closet.  Equipamento de cozinha:  - fogão - exaustor - esquentador - frigorífico - máquina de lavar loiça - máquina de lavar roupa Mobiliário fixo permanece no apartamento. Disponível mediante apresentação de documentos para análise prévia, juntamente com os de fiador.",good,False,True,14.0,False,False,,,1150.0,0.0,False,False
33805560,1.0,1700.0,flat,121.0,2,2,avenida Marginal,Leiria,São Martinho do Porto,,pt,39.5038066,-9.1364085,False,https://www.idealista.pt/imovel/33805560/,85268,"Fantástico apartamento T2 situado na marginal de São Martinho do Porto, com uma localização privilegiada de frente para a baía e a poucos passos da praia. Ideal para quem busca conforto e uma vista deslumbrante do mar.  Características do Imóvel:  Tipologia: T2 Casas de Banho: 2 Sala: Ampla e luminosa, perfeita para momentos de lazer. Varanda: Espaçosa, com vista direta para a baía. Marquise: Para maior funcionalidade e conforto. Cozinha: Equipada com placa elétrica e a gás. Aquecimento Central: Garantindo o máximo conforto em todas as estações. Mobilado: Pronto a habitar.  Localização: No coração da marginal de São Martinho do Porto, com acesso direto a restaurantes, lojas e serviços, além da proximidade à praia. � Não perca esta oportunidade única! Contacte-nos para mais informações ou agende a sua visita.",good,False,True,14.0,False,False,,,1700.0,0.0,False,False
33774969,0.0,1100.0,flat,50.0,1,1,rua Cecílio de Sousa,Lisboa,Misericórdia,Príncipe Real - São Bento,pt,38.7164971,-9.150352,False,https://www.idealista.pt/imovel/33774969/,2368,"Charmoso apartamento no Príncipe Real. Charmoso apartamento de tipologia T1, localizado no R/C com entrada direta, remodelado, totalmente mobilado e com terraço. Equipamentos: Mobília de casal, televisão, placa, exaustor, máquina de lavar/secar roupa, um pequeno frigorífico, máquina de café, chaleira elétrica, torradeira, aquecedor, aspirador, lençóis, almofadas, toalhas, loiça, talheres, panelas, dois roupeiros, estendal, etc. Particularmente bem servido de comércio e serviços, com transportes públicos à porta tal como: com metro, autocarros e comboio.  A informação disponibilizada não dispensa a sua confirmação e não pode ser considerada vinculativa.  Licença de Utilização - sem licença.",good,False,False,22.0,False,False,,,1200.0,100.0,False,False
33881687,0.0,2750.0,flat,140.0,3,2,rua Dom João V,Lisboa,Campo de Ourique,Largo do Rato - Estrela,pt,38.7189855,-9.1577064,False,https://www.idealista.pt/imovel/33881687/,2384,"Por favor leia até ao fim e contacte através de email ou chat. Traçado por Licínio Cruz, em 1944, o edifício em que se insere este apartamento foi integralmente reabilitado em 2022. O apartamento é um r/C alto, que corresponde a um 1º andar, por cima do portão de acesso ao logradouro comum. Está equipado com ar condicionado, isolamento acústico, e tem como principais características o soalho tábua corrida de madeira maciça, a iluminação embutida, os acabamentos de elevada qualidade e design de época, como as portadas nas janelas (todas com vidros duplos). É composto por hall de entrada, sala de estar e de jantar; um quarto com armário e estante; suite com walk-in closet in casa-de-banho com janela; outro quarto mais pequeno com armário e casa-de-banho com janela; casa-de-banho completa com acesso pelo corredor dos quartos; cozinha equipada (combinado frigorífico de estilo americano, fogão, forno, exaustor, máquina de lavar-loiça e esquentador) com despensa e espaço de refeições com vista sobre a cobertura ajardinada da garagem e vista de cidade. Inclui garagem em box, com amplo espaço para um veículo e arrumação.  Comissão de mediação de uma renda + iva a cargo do arrendatário. Pagamento ao proprietário: uma renda + caução de 7.500€. Disponível para arrendamento a partir de final de janeiro de 2025.",good,False,True,20.0,False,False,,,2750.0,0.0,True,True
33882243,2.0,1700.0,flat,150.0,2,2,Olivais,Lisboa,Olivais,,pt,38.7625285,-9.114811,False,https://www.idealista.pt/imovel/33882243/,3732,"Imóvel com design moderno, localizado ao lado do Centro Comercial Spacio, na Rua Cidade de Bissau. Este apartamento oferece uma combinação de conforto e conveniência em uma área privilegiada, com acesso facilitado a serviços, comércio e transportes. Características: - Sala ampla com espaço ideal para convivência e lazer. - Cozinha equipada, pronta para uso, com eletrodomésticos de qualidade. - 2 Quartos espaçosos, bem iluminados e arejados. - 2 Casas de banho modernas e funcionais. - Terraço privativo, perfeito para momentos de relaxamento ao ar livre ou convivência. - Garagem fechada, proporcionando segurança e praticidade para estacionamento. Este imóvel é perfeito para quem busca um estilo de vida prático e moderno em uma localização estratégica.  Categoria Energética: D  ref: APA_305.",good,False,True,11.0,False,False,,,1700.0,0.0,True,True
33882240,3.0,1500.0,flat,63.0,2,1,Azenhas do Mar - Praia das Maças - Praia Grande,Lisboa,Colares,Azenhas do Mar - Praia das Maças - Praia Grande,pt,38.8244276,-9.469369,False,https://www.idealista.pt/imovel/33882240/,29940,"Venha conhecer com a Colares Properties este simpático apartamento T2 para arrendamento de longa duração, mobilado e equipado na Praia das Maças.  Disponível a partir de Março de 2025. O apartamento conta com 2 quartos, 1 casa de banho, cozinha e 1 sala comum com uma boa varanda onde tem uma vista vislumbrante para o oceano. Viver em pleno parque natural, numa zona muito tranquila e segura é um privilégio. Tendo o mar como vizinho.. . é um sonho. Localização privilegiada com todo o tipo de comércio, restaurantes e cafés a uma distância pedonável e todas as comodidades e serviços nas proximidades, designadamente escolas do pré-escolar ao 3º ciclo, bombeiros, correios, ginásio, piscinas, escolas de surf, ciclovia e muitas zonas verdes. A apenas 750 m da praia que dá nome à localidade, a 1,4 km das Azenhas do Mar, a 2,6 km da Praia Grande e a 11 km de Sintra. Agende hoje a sua visita!  Categoria Energética: D  ref:.",good,False,False,24.0,False,False,,,1500.0,0.0,False,False
32016767,,3950.0,chalet,230.0,5,3,avenida Dr. Francisco Sá Carneiro,Lisboa,Carcavelos e Parede,São Miguel das Encostas - Silveiras,pt,38.7001945,-9.3330817,False,https://www.idealista.pt/imovel/32016767/,17015,"Moradia triplex, T5, totalmente remodelada, a estrear, com muita luz natural, em Carcavelos. Composta por: RES DO CHÃO: - Hall - Sala, com saída directa para o jardim - Cozinha equipada - Lavandaria -1 Quarto - WC social 1º: ANDAR: - 2 Suites -1 Quarto - 1 WC  2º. ANDAR: - Sala com salamandra - 1 Quarto Moradia equipada com ar condicionado em todas as divisões. Garagem Box, simpático jardim com barbeque e arrecadação. Boa localização, com ótimo acesso a todo o tipo de comercio e serviços, escolas publicas e privadas, praias, transportes, A5 e marginal.",good,False,,17.0,False,False,,,3950.0,0.0,True,True
33882161,13.0,1400.0,flat,70.0,1,1,"praça Nuno Rodrigues dos Santos, 8",Lisboa,São Domingos de Benfica,Laranjeiras,pt,38.7448703,-9.1664496,True,https://www.idealista.pt/imovel/33882161/,2241,"EMBAIXADA DA CASA | Apresenta excelente T1 mobilado, com 1 lugar de garagem, junto ao Clube de Ténis das Laranjeiras. Apartamento espaçoso, com uma luminosidade fantástica e suite com roupeiro. Recentemente remodelado. Prédio de prestígio, com assinatura dos Arquitetos Valsassina e Soares Costa, com porteiro permanente e vídeo-vigilância. Muito actual e bem conservado, é um prédio pensado para proporcionar bem estar e conforto. Próximo do Jardim Zoológico, Hospital Santa Maria, Cidade Universitária, ISCTE e da Universidade Católica. Facilidade de acessos a todos os pontos da cidade, numa das zonas mais bem localizadas de Lisboa. Proximidade de todo o tipo de transportes. A 5 minutos a pé do Metro. EMBAIXADA DA CASA | Presents an excellent furnished T1, with 1 parking space, next to the Laranjeiras Tennis Club. Spacious apartment, fantastic light and suite with closet. Refurbished. Prestigious building, designed by Architects Valsassina and Soares Costa, with permanent doorman and video monitoring. Very current and well maintained, it is a building designed to provide well-being and comfort. Close to the Zoo, Santa Maria Hospital, Cidade Universitária, ISCTE and the Catholic University. Ease of access to all points of the city, in one of the best located areas of Lisbon. Proximity to all types of transport. 5 minutes walk from the Metro.",good,False,True,20.0,False,False,,,1400.0,0.0,True,True
33861516,8.0,1500.0,flat,100.0,3,1,"rua Cidade da Beira, 54",Lisboa,Olivais,,pt,38.7672845,-9.1226056,True,https://www.idealista.pt/imovel/33861516/,3796,"Apartamento T3 situado numa zona residencial e sossegada de Oivais, bem servida de transportes públicos e com excelentes acessos à auto estrada A1, A8 e Ponte Vasco da Gama. Próximo do Aeroporto, Parque das Nações e todos os serviços. Este apartamento de 96 m2, situado num 8º andar de um prédio com elevador, inclui um hall de entrada, uma sala comum, cozinha totalmente equipada, 3 quartos com roupeiros, uma casa de banho completa. Características: - Imóvel usado semi-mobilado - Orientação solar Nascente / Poente - Cozinha equipada com fogão a gás, micro-ondas, máquina de lavar loiça, frigorifico, máquina de lavar roupa e esquentador. - Caixilharia em alumínio com Vidros duplos - Elevador Categoria Energética: C.",good,False,True,15.0,False,False,,,1500.0,0.0,False,False
33849174,2.0,1300.0,flat,41.0,1,1,Alto de Alcântara,Lisboa,Alcântara,Alto de Alcântara,pt,38.7063533,-9.1895557,False,https://www.idealista.pt/imovel/33849174/,5301,"Apartamento T1 | 41 m² | Prédio novo (2024) | Estacionamento e Jardim privativos | Alcântara Conheça este apartamento novo, acabado de concluir em 2024, onde o design moderno se alia ao conforto e à funcionalidade. Seja o primeiro a viver neste espaço cuidadosamente concebido, localizado num dos bairros mais vibrantes de Lisboa, Alcântara. Características do apartamento: • Construção nova (2024): mude-se para uma casa moderna e sem quaisquer Arrendatários anteriores • 1 quarto: luminoso e acolhedor, com um armário embutido com iluminação LED para um toque elegante • Cozinha totalmente equipada: eletrodomésticos topo de gama da Bosch, incluindo forno, placa, exaustor, frigorífico, congelador e máquina de lavar roupa • Casa de banho moderna: concebida com linhas simples e acabamentos de alta qualidade • Estacionamento exclusivo: garagem privada com espaço para um carro e uma mota ou bicicleta - um luxo raro em Lisboa! • Jardim partilhado: um refúgio verde e tranquilo, perfeito para relaxar ou conviver • Luz solar ideal: Desfrute de luz natural durante todo o dia com exposição a sudeste/noroeste Porque é que este apartamento se destaca? • Garagem privada: numa cidade onde o estacionamento é um privilégio, ter a sua própria garagem privada é um fator de diferenciação em Lisboa • Construção nova com design contemporâneo: acabamentos de alta qualidade e construção energeticamente eficiente garantindo conforto e poupança • Tranquilo e central: localizado numa urbanização nova, porém com fácil acesso a transportes e serviços O estilo de vida de Alcântara • Localização privilegiada: perto do icónico Lx Factory, o centro de cultura, gastronomia e criatividade de Lisboa • Bem conectado: fácil acesso a transportes públicos, estradas principais e ao centro da cidade • Espaços verdes: perto do Parque de Monsanto e do passeio marítimo para passeios e aventuras ao ar livre. • Atmosfera dinâmica: perfeito para jovens profissionais ou casais que gostam da vida na cidade com um toque de tranquilidade Não perca a oportunidade de ser o primeiro a chamar a este apartamento totalmente novo a sua casa, incluindo estacionamento privado e um jardim agradável. Contacte-me hoje mesmo para marcar a sua visita! ref: 131951 Licença de utilização:.",good,False,,32.0,False,False,,,1500.0,200.0,False,False
33882139,2.0,3500.0,flat,126.0,4,2,Centro,Lisboa,Campo de Ourique,Centro,pt,38.7175756,-9.1679847,False,https://www.idealista.pt/imovel/33882139/,3074,"Apartamento de Luxo T4 no Centro de Campo de Ourique com Vista RioDesfrute do epitome do conforto e luxo neste magnífico apartamento completamente remodelado, situado no coração do encantador bairro de Campo de Ourique, em Lisboa. Esta residência exclusiva oferece uma experiência de vida sem igual, combinando requinte moderno com charme histórico. Muito perto do Jardim da Parada e do Mercado de Campo de Ourique. Tem facilidade de estacionamento através de distico de residente e avenças mensais disponiveis a 300mts. Ao arrendar este apartamento, será cativado pela elegância dos acabamentos de alta qualidade e pela luminosidade natural que permeia todos os espaços. A meticulosa remodelação garantiu a incorporação de elementos contemporâneos, criando um ambiente de sofisticação e conforto. Desde os elegantes pisos de madeira até aos apontamentos de design moderno, cada detalhe foi cuidadosamente considerado para proporcionar uma experiência de vida excepcional.A cozinha totalmente equipada é um verdadeiro deleite para os entusiastas culinários, com aparelhos de última geração e uma disposição inteligente que combina funcionalidade com estilo. Além disso, esta residência dispõe de uma encantadora varanda com vista para o rio, convidando a momentos de contemplação e lazer ao ar livre.Os espaçosos quartos, oferecem refúgios serenos para descanso e relaxamento, enquanto as casas de banho luxuosas são verdadeiros oásis de tranquilidade, equipadas com acessórios de alta qualidade e acabamentos elegantes.Este apartamento também está equipado com vidros duplos e estores elétricos em todas as divisões, proporcionando isolamento acústico e térmico, garantindo conforto e privacidade aos seus habitantes.Localizado numa área privilegiada, este apartamento oferece acesso conveniente a uma vasta gama de comodidades, incluindo lojas de luxo, restaurantes requintados, parques pitorescos e excelentes escolas. Com uma localização central, os residentes beneficiam de fácil acesso ao transporte público e às principais vias de acesso, permitindo explorar facilmente tudo o que Lisboa tem para oferecer.Não perca a oportunidade de viver o estilo de vida de luxo que merece neste magnífico apartamento T4 em Campo de Ourique. Agende já a sua visita e deixe-se encantar por esta verdadeira obra-prima imobiliária.Área util: 116M2Isento de licença de utilização Características: Características Exteriores - Video Porteiro; Andar Alto;  Características Interiores - Hall de entrada; Electrodomésticos embutidos; Lavandaria;  Características Gerais - Remodelado;  Orientação - Nascente; Poente;  Outros Equipamentos - Serviço de internet; TV Por Cabo; Máquina de lavar louça; Secador de roupa; Frigorífico; Micro-ondas; Máquina de lavar roupa;  Vistas - Vista cidade; Vista jardim; Vista rio;  Outras características - Varanda; Cozinha Equipada; Licença de utilização: isento.",good,False,,28.0,False,False,,,3500.0,0.0,False,False
33882127,6.0,2500.0,flat,146.0,2,3,Nova Campolide,Lisboa,Campolide,Nova Campolide,pt,38.7319129,-9.1629966,False,https://www.idealista.pt/imovel/33882127/,1848,"Apartamento com 2 quartos em Campolide, a cerca de 15 minutos a pé das Amoreiras. Um dos quartos é em suite e tem varanda, e existe também uma divisão extra que está actualmente a ser utilizada como sala de jantar. O apartamento tem boas áreas e muita luz e boa arrumação. Está inserido num prédio com elevador e segurança 24 horas e dispõe de um lugar de garagem, com possibilidade de arrendar mais lugares. Área útil: 127,85 m2 | Licença de Utilização nº 118.",good,False,True,17.0,False,False,,,2500.0,0.0,True,True
33882089,1.0,3300.0,flat,171.0,2,3,Lapa,Lisboa,Estrela,Lapa,pt,38.7061075,-9.1666779,False,https://www.idealista.pt/imovel/33882089/,4011,"Apartamento de luxo localizado em Santos numa das zonas mais prestigiadas e exclusivas da cidade. Inserido num projeto de reabilitação com materiais de alta qualidade e que preserva a fachada histórica do edifício, com seis apartamentos contemporâneos e espaçosos, cada um com generosas áreas exteriores.  Este apartamento tem em destaque uma ampla sala de estar de 45 m², cozinha em open-space totalmente equipada com acesso a uma varanda de 28 m² com uma agradável vista.  Dois quartos em suite, uma casa de banho social e ar condicionado em toda a casa. Inclui ainda um lugar de estacionamento com carregamento elétrico, e o prédio possui elevador. A localização é privilegiada perto do Museu de Arte Antiga e a apenas 200 metros do Rio Tejo.  A proximidade a hospitais, museus, igrejas, escolas, universidades, parques, jardins, restaurantes, lojas e uma excelente rede de transportes públicos, tudo isso numa zona que combina tranquilidade e exclusividade, torna este apartamento no Arriaga 41 um local ideal para viver em Lisboa.",good,False,True,19.0,False,False,,,3300.0,0.0,True,True
33881769,1.0,3600.0,flat,160.0,3,3,rua das Trinas s/n,Lisboa,Estrela,Lapa,pt,38.7093383,-9.1576233,True,https://www.idealista.pt/imovel/33881769/,3332,"Bonito e acolhedor apartamento para arrendamento com três quartos e um escritório. Apartamento inserido num prédio tradicional Lisboeta sem elevador com a área de 160 m2 distribuída por:  Hall;  Cozinha equipada com uma mesa de refeições;  Sala de estar com muita luz e tetos altos; 1 Suite;  2 quartos; 1 escritorio 3 Casas de Banho;  Corredor com armario embutido e roupeiros  Aquecimento instalado em todas as divisões, acabamentos de qualidade superior. A poucos metros da zona da Estrela e da Embaixada Francesa. Situado numa rua com alguma história, zona nobre da cidade, próximo de todo o tipo de comércio, serviços, transportes, escolas, locais de interesse na cidade como edifícios históricos, Jardim da Estrela.  Lapa, nesta localidade foi onde no século XVIII a nobreza e a burguesia se afixaram. Hoje em dia, esta herança histórica ainda é sentida. É dos bairros mais agradáveis de Lisboa, com imóveis conservados, muitos deles antigos palacetes e palácios. Este empreendimento foi todo ele recuperado, tendo apenas se mantendo a fachada do mesmo. Para mais informações contacte a nossa empresa ou envie um pedido de contacto.",good,False,False,23.0,False,False,,,3600.0,0.0,False,False
