propertyCode,thumbnail,externalReference,numPhotos,floor,price,priceInfo,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,topPlus,parkingSpace,newDevelopmentFinished,highlight,neighborhood,snapshotDate,change,savedAd,notes
33956337,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/82/0e/80/273873300.webp,apt1624,16,1,695000.0,"{'price': {'amount': 695000.0, 'currencySuffix': '€'}}",flat,sale,108.0,2,2,Lapa,Lisboa,Estrela,Lapa,pt,38.7107905,-9.157053,False,https://www.idealista.pt/imovel/33956337/,"T2 apartamento em duplex com muita luz, A SER RECUPERADA NESTE MOMENTO (FOTOGRAFIAS AINDA ANTES DA OBRA DE REMODELAÇÃO) Previsão do final de obras - final de Março ) com garagem em box situado numa zona da Lapa perto de comercio e do jardim da Estrela. Este apartamento está inserido num prédio de placa com elevador. 1º Piso - sala com uma óptima área, cozinha moderna totalmente equipada com obras recentes, 1 arrumo que pode ser transformado num lavabo social. 2º Piso- 1 quarto em suite com 14m2 com armários e com espaço para fazer mais armários. O 2º quarto também tem 14 m2 e tem muita arrumação. Tem uma 2 ª wc para o 2º quarto. Com uma excelente exposição solar e vistas desafogadas, esta é a opção perfeita para quem deseja ter conforto e qualidade de vida. Carcterísticas: -prédio de placa com elevador -1 lugar de garagem em box + 1 estacionamento extra rotativo entre condóminos -janelas com vidros duplos -ar condicionado em todas as divisões Este apartamento está localizado no prestigiado bairro da Lapa na freguesia da Estrela, oferece uma oportunidade única para viver num dos bairros mais históricos e centrais de Lisboa. Situado a poucos passos da Assembleia da República, beneficia de uma localização privilegiada, com fácil acesso a transportes, comércio local, restaurantes e todas as comodidades que esta zona exclusiva tem para oferecer. Situa-se a 15 minutos a pé da Zona Ribeirinha, onde pode fazer magnificas caminhadas, jogging ou andar de bicicleta junto ao Rio Tejo. A freguesia da Estrela é uma área histórica e cultural situada em Lisboa, Portugal. Criada em 2013, após a reorganização administrativa, a freguesia resultou da fusão das antigas freguesias da Lapa, Prazeres e Santos-o-Velho O Jardim da Estrela situa-se neste bairro é um dos parques mais conhecidos da capital, é um local de lazer e relaxamento para os moradores. O jardim, de estilo romântico, é repleto de lagos, fontes e áreas verdes. Nesta zona da cidade podemos encontrar várias opções de transportes (autocarros, elétricos e brevemente o metro), escolas, jardins escola, supermercados, restaurantes e todo o tipo de comércio. Situa-se próximo do centro histórico da cidade de Lisboa, com acessos facilitados ao Aeroporto Internacional Humberto Delgado e das principais saídas da cidade de Lisboa. Nota: Chamada para rede móvel nacional  Categoria Energética: C  ref: apt1624.",False,good,False,True,6435.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Apartamento'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,,2025-03-05,{},{},[]
34029670,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/c3/43/1f/277339569.webp,APA_108,55,3,920000.0,"{'price': {'amount': 920000.0, 'currencySuffix': '€'}}",flat,sale,215.0,4,3,Alto dos Moinhos,Lisboa,São Domingos de Benfica,Alto dos Moinhos,pt,38.7531328,-9.1809588,False,https://www.idealista.pt/imovel/34029670/,"Apartamento T4+1 de duzentos e onze metros quadrados com Piscina no Alto dos Moinhos, São Domingos de Benfica Este elegante apartamento T4+1, com 211 metros quadrados de área bruta, está localizado no terceiro andar num dos edifícios mais icônicos de São Domingos de Benfica, no Alto dos Moinhos. Situado num prédio moderno de doze andares, oferece comodidades exclusivas como uma piscina no topo com balneários e sauna, proporcionando uma experiência de conforto no coração da cidade. O imóvel dispõe de uma master suíte, 3 quartos adicionais, e uma sala de estar espaçosa. Conta ainda com uma sala de jantar distinta, e um hall de entrada amplo. A cozinha, de grandes dimensões, está equipada com uma despensa e uma zona de lavandaria separada, oferecendo funcionalidade e praticidade. O apartamento dispõe de um total de quatro casas de banho, garantindo total conforto e privacidade para todos os residentes. Complementando estas características, há uma varanda virada a sul, com acesso direto a dois quartos. Inclui ainda um lugar de garagem com acesso direto por elevador e uma arrecadação espaçosa, para arrumação extra. A orientação sul/poente do imóvel assegura luminosidade natural durante todo o dia, criando um ambiente equilibrado e confortável. Localizado numa das zonas mais valorizadas de Lisboa, o Alto dos Moinhos é conhecido pela sua tranquilidade e acessibilidade. O apartamento está próximo de transportes públicos, escolas, hospitais, comércio e serviços, bem como dos principais acessos ao centro da cidade. Este é um imóvel único que combina conforto, espaço e uma localização privilegiada. Contacte-nos para mais informações ou agende já a sua visita.  Categoria Energética: D  ref: APA_108.",False,good,False,False,4279.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Apartamento'}",True,False,False,False,False,False,,,,,2025-03-05,{},{},[]
34031628,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/53/e8/b0/277329656.webp,APA_1272,52,,750000.0,"{'price': {'amount': 750000.0, 'currencySuffix': '€'}}",flat,sale,150.0,2,3,"rua Arnaldo Ferreira, 4",Lisboa,Lumiar,Alto do Lumiar - Quinta das Conchas - Quinta do Lambert,pt,38.771518,-9.1544031,True,https://www.idealista.pt/imovel/34031628/,"Apartamento T2 para Venda no Condomínio da Quinta das Conchas, Alta de Lisboa, Lisboa Área de Apartamento: 150 m2 Andar: 7º 2 Lugares de Estacionamento 1 Arrecadação Apartamento composto por:  - Hall de Entrada: 6,9 m2 - Sala de Estar: 36,7 m2 - Cozinha: 13 m2 - Hall dos Quartos: 4,7 m2 - Suite principal (Quarto + Closet + Casa de Banho): 23 m2 + 4,2 m2 - 2ª Suite (Quarto + Casa de Banho): 16,3 m2 + 3,7 m2 Condominio Fechado Quinta das Conchas com:  - Ginásio - Piscina Interior - Jacuzzi - Banho Turco - Sauna - Jardins - Parque de crianças - Salas de Festas - Segurança 24h  Mesmo em frente ao Condominio conta com o segundo maior parque da cidade de Lisboa (Parque das Conchas), com grandes espaços de lazer, exercicio, jardins, Floresta, parque de cães, etc. Alguma dúvida, não hesite em contactar-nos. SOBRE A LT REAL ESTATE. Na LT Real Estate primamos pela DISCRIÇÃO, comprometemos-nos a trabalhar com EXCELÊNCIA e concedemos DISTINÇÃO. Fundada por Marisa Guedes e Bruno Queirós, a LT Real Estate foi criada com a intenção de consolidar-se como referência de excelência no seletíssimo Mercado de Residências Premium/Luxo e no sofisticado âmbito dos Investimentos. A exclusividade, celeridade e primor no atendimento são os alicerces mais preponderantes que fundamentam a essência da nossa marca. Na LT, a nossa dedicação é focada na sublime meta de criar relações duradouras e de máxima satisfação para o nosso cliente. 'A verdadeira essência do luxo revela-se em cada minucioso detalhe. Luxo não é um privilégio, é uma estratégia de negócios. ' ltrealestate. pt  Categoria Energética: A  ref: APA_1272.",False,good,False,True,5000.0,{'typology': 'flat'},"{'subtitle': 'Lumiar, Lisboa', 'title': 'Apartamento na rua Arnaldo Ferreira, 4'}",True,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,,2025-03-05,{},{},[]
34031642,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/9b/28/90/277329545.webp,APA_1273,52,,750000.0,"{'price': {'amount': 750000.0, 'currencySuffix': '€'}}",flat,sale,150.0,2,3,Campo Grande,Lisboa,Alvalade,Campo Grande,pt,38.7502014,-9.1499203,False,https://www.idealista.pt/imovel/34031642/,"Apartamento T2 para Venda no Condomínio da Quinta das Conchas, Alta de Lisboa, Lisboa Área de Apartamento: 150 m2 Andar: 7º 2 Lugares de Estacionamento 1 Arrecadação Apartamento composto por:  - Hall de Entrada: 6,9 m2 - Sala de Estar: 36,7 m2 - Cozinha: 13 m2 - Hall dos Quartos: 4,7 m2 - Suite principal (Quarto + Closet + Casa de Banho): 23 m2 + 4,2 m2 - 2ª Suite (Quarto + Casa de Banho): 16,3 m2 + 3,7 m2 Condominio Fechado Quinta das Conchas com:  - Ginásio - Piscina Interior - Jacuzzi - Banho Turco - Sauna - Jardins - Parque de crianças - Salas de Festas - Segurança 24h  Mesmo em frente ao Condominio conta com o segundo maior parque da cidade de Lisboa (Parque das Conchas), com grandes espaços de lazer, exercicio, jardins, Floresta, parque de cães, etc. Alguma dúvida, não hesite em contactar-nos. SOBRE A LT REAL ESTATE. Na LT Real Estate primamos pela DISCRIÇÃO, comprometemos-nos a trabalhar com EXCELÊNCIA e concedemos DISTINÇÃO. Fundada por Marisa Guedes e Bruno Queirós, a LT Real Estate foi criada com a intenção de consolidar-se como referência de excelência no seletíssimo Mercado de Residências Premium/Luxo e no sofisticado âmbito dos Investimentos. A exclusividade, celeridade e primor no atendimento são os alicerces mais preponderantes que fundamentam a essência da nossa marca. Na LT, a nossa dedicação é focada na sublime meta de criar relações duradouras e de máxima satisfação para o nosso cliente. 'A verdadeira essência do luxo revela-se em cada minucioso detalhe. Luxo não é um privilégio, é uma estratégia de negócios. ' ltrealestate. pt  Categoria Energética: A  ref: APA_1273.",False,good,False,True,5000.0,{'typology': 'flat'},"{'subtitle': 'Alvalade, Lisboa', 'title': 'Apartamento'}",True,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,,2025-03-05,{},{},[]
34031625,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/d7/ab/2d/277329129.webp,APA_1271,28,,495000.0,"{'price': {'amount': 495000.0, 'currencySuffix': '€'}}",flat,sale,82.0,2,1,rua Doutor António Granjo s/n,Lisboa,São Domingos de Benfica,Sete Rios,pt,38.7395204,-9.1650094,True,https://www.idealista.pt/imovel/34031625/,"Apartamento T2 Renovado para Venda junto ao IPO, em 7 Rios, Lisboa Área do Apartamento: 82 m2  Elevador: Sim. Prédio completamente renovado recentemente. Localizado na Rua Doutor António Granjo, 4, Lisboa. Outros Apartamentos disponíveis para Venda no mesmo Prédio.  Possibilidade de juntar 2 Apartamentos e fazer um T4. Apartamento Composto por:  - Sala de Estar  - Cozinha - Quarto 1 - Quarto 2  - Casa de Banho  - Corredor  Prédio com Elevador. Alguma dúvida, não hesite em contactar-nos. NOTA: Fazemos parceria e partilha com todas as imobiliárias profissionais. SOBRE A LT REAL ESTATE LT Real Estate foi fundada por Marisa Guedes e Bruno Queirós, com o objetivo de ser uma marca referência no Mercado de Habitação Premium/Luxo e na área de Investimentos. A exclusividade, celeridade e qualidade de serviço aos seus clientes são os pilares mais importantes da marca. Na LT somos focados na atenção dada a cada cliente, com o objetivo que a sua experiência seja única e inesquecível. ltrealestate. pt  Categoria Energética: A  ref: APA_1271.",False,good,False,True,6037.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Apartamento na rua Doutor António Granjo s/n'}",True,False,False,False,False,False,,,,,2025-03-05,{},{},[]
34031639,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/21/d0/b7/277328912.webp,APA_1270,104,,7000000.0,"{'price': {'amount': 7000000.0, 'currencySuffix': '€'}}",flat,sale,686.0,6,7,Praça de Espanha - Sete Rios,Lisboa,Campolide,Praça de Espanha - Sete Rios,pt,38.7352855,-9.1685093,False,https://www.idealista.pt/imovel/34031639/,"Apartamento T6 Duplex na Infinity Tower com Vista de Monsanto e de Rio, em 7 Rios, Lisboa Área Interior: 233+234 m2 = 467 m2 Área Exterior: 181+37 m2 = 218 m2 Área Total: 686 m2  22º/23º Andar 4 Lugares de Garagem 1 Arrecadação Infinity, novo empreendimento de luxo situado na emblemática cidade de Lisboa. Com vistas privilegiadas sobre o rio, cidade e 980 hectares de floresta, o Infinity será provavelmente a torre residencial mais alta do centro da cidade de Lisboa. Apartamento composto por:  - Sala  - Cozinha  - 6 Quartos em Suite ( 1 deles de empregada ao lado da Cozinha) - Grande Terraço  - Excelentes Varandas Empreendimento com:  - Campo Paddle  - Piscina Interior  - Piscina Exterior no último Piso do Edifício com vista para o Rio e Ponte 25 de Abril - Spa  - Banho Turco  - Sauna  - Ginásio Um Condomínio privado com luxuosas comodidades. No Infinity encontrará à sua disposição um serviço de concierge de confiança, mantido por profissionais sempre disponíveis para satisfazer as suas necessidades: serviços, eventos, receção de convidados, e muito mais. Desfrute de uma elegante sala de reuniões ao seu serviço, assim como do jardim, da sala para crianças ou do spa de 130m2. Alguma dúvida, não hesite em contactar-nos. NOTA: Fazemos parceria e partilha com todas as imobiliárias profissionais. SOBRE A LT REAL ESTATE LT Real Estate foi fundada por Marisa Guedes e Bruno Queirós, com o objetivo de ser uma marca referência no Mercado de Habitação Premium/Luxo e na área de Investimentos. A exclusividade, celeridade e qualidade de serviço aos seus clientes são os pilares mais importantes da marca. Na LT somos focados na atenção dada a cada cliente, com o objetivo que a sua experiência seja única e inesquecível. ltrealestate. pt  Categoria Energética: A+  ref: APA_1270.",False,good,False,True,10204.0,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Apartamento'}",True,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,,2025-03-05,{},{},[]
34031624,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/f2/5e/5b/277328839.webp,ÀTI_1269,53,,8000000.0,"{'price': {'amount': 8000000.0, 'currencySuffix': '€'}}",penthouse,sale,857.0,7,8,"avenida 24 de Julho, 6",Lisboa,Misericórdia,Cais do Sodré - Santos,pt,38.7067483,-9.147951,True,https://www.idealista.pt/imovel/34031624/,"Luxuosa Penthouse T7 com Terraço e Piscina Privada, com plena Vista Rio, para Venda em Santos, Promenade, Lisboa - Área Bruta Privativa: 441,85 m2  - Área de Varandas / Terraços: 415,60 m2  - Área Total: 857,45 m2  - Terraço com Piscina Privada. - Garagem: Box para 6 carros com cozinha equipada e Carregador de Carros elétricos. Elevador exclusivo para a Penthouse com ligação direta à Garagem. - 24h Segurança / Concierge - 2 dos Quartos foram convertidos em um Ginásio, existe a possibilidade de voltar facilmente a ter esses 2 quartos originais. Penthouse localizada na Avenida 24 de Julho, junto ao histórico Cais do Sodré, uma das zonas mais típicas e cosmopolita da cidade, com uma vasta oferta de transportes, espaços de lazer e de cultura. Zona Envolvente:   Centro da Cidade Escola Espaços Verdes Estação Ferroviária Farmácia Ginásio Mercado Metro Polícia Praça Táxis Vista para Cidade Alguma dúvida, não hesite em contactar-nos. NOTA: Fazemos parceria e partilha com todas as imobiliárias profissionais. SOBRE A LT REAL ESTATE. Na LT Real Estate primamos pela DISCRIÇÃO, comprometemos-nos a trabalhar com EXCELÊNCIA e concedemos DISTINÇÃO. Fundada por Marisa Guedes e Bruno Queirós, a LT Real Estate foi criada com a intenção de consolidar-se como referência de excelência no seletíssimo Mercado de Residências Premium/Luxo e no sofisticado âmbito dos Investimentos. A exclusividade, celeridade e primor no atendimento são os alicerces mais preponderantes que fundamentam a essência da nossa marca. Na LT, a nossa dedicação é focada na sublime meta de criar relações duradouras e de máxima satisfação para o nosso cliente. 'A verdadeira essência do luxo revela-se em cada minucioso detalhe. Luxo não é um privilégio, é uma estratégia de negócios. ' ltrealestate. pt  Categoria Energética: A+  ref: ÀTI_1269.",False,good,False,True,9335.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Misericórdia, Lisboa', 'title': 'Penthouse na avenida 24 de Julho, 6'}",True,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,,2025-03-05,{},{},[]
34031322,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/33/0e/fa/277323108.webp,125211038-127,23,1,499900.0,"{'price': {'amount': 499900.0, 'currencySuffix': '€'}}",flat,sale,115.0,3,2,rua Professor Santos Lucas,Lisboa,Benfica,Avenida do Uruguai,pt,38.7518061,-9.1980521,False,https://www.idealista.pt/imovel/34031322/,"Se procura um apartamento moderno, espaçoso e com acabamentos de qualidade em Benfica, esta é a sua oportunidade! ✨ � Tipologia T3 com 105m² + varanda de 10m² � Cozinha e sala em open space (40m²) � 3 quartos com roupeiro (1 suíte de 20m²) � 2 casas de banho completas � Estores elétricos e caixilharia com vidros duplos � Teto falso com luzes LED embutidas � Pré-instalação de ar condicionado � Porta blindada e dois elevadores � Vista desafogada, ótima exposição solar � Localização privilegiada: ✔ Bairro familiar e residencial ✔ Comércio tradicional, lojas de design e mobiliário ✔ Próximo do Colombo, Fonte Nova e Av. do Uruguai ✔ Metro do Colégio Militar a poucos minutos a pé ✔ Hospital da Luz, supermercados, cafés e restaurantes por perto � Rua Professor Santos Lucas, nº 18 � Valor de venda: 499.900€ � Inclui decoração e mobilia no preço( caso não queira tem um desconto) � 2 anos de garantia de obra  � Um apartamento pensado para o seu conforto, com modernidade e funcionalidade em cada detalhe! � Quer saber mais ou agendar visita? Fale comigo! �  Ana Moreira Remax Team AMI 14980 ID:.",False,good,False,True,4347.0,{'typology': 'flat'},"{'subtitle': 'Benfica, Lisboa', 'title': 'Apartamento na rua Professor Santos Lucas'}",True,False,False,False,False,False,,,,,2025-03-05,{},{},[]
34031207,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/74/f9/92/277313840.webp,,41,4,550000.0,"{'price': {'amount': 550000.0, 'currencySuffix': '€'}}",flat,sale,77.0,2,2,"rua Luciana Stegagno Picchio, 12",Lisboa,São Domingos de Benfica,Alto dos Moinhos,pt,38.754239,-9.1815543,True,https://www.idealista.pt/imovel/34031207/,"Venha conhecer este excelente apartamento, situado em uma zona de luxo. Apartamento com acabamentos de luxo e muito bem conversado. Uma excelente Oportunidade de rentabilizar seu investimento com ganho de 5 %.  O apartamento têm as condições necessárias para que as pessoas tenham toda a liberdade, desde a kitchenette, mas também toda a louça e pequenos domésticos, tudo o que uma pessoa possa pensar para ser autónoma. Além disso, também tem serviços que normalmente não estamos habituados a ver neste tipo de empreendimento, como, por exemplo, lavandaria self-service, que as pessoas podem usar livremente e sem custo. Depois, o complexo está dotado de todas as valências normais: ginásio, serviço de transfer, recepção 24h, piscina. Outrora relvado do estádio do Sport Lisboa Benfica, o terreno em frente ao actual complexo benfiquista deu lugar ao Upon Lisbon Prime Residences, um empreendimento composto por 129 apartamentos turísticos de luxo. Aberto em Maio de 2017, esta unidade aposta nos segmentos corporate, com as famílias e individuais a ganharem o seu espaço dominante nos períodos de época alta. Os apartamentos turísticos de luxo e aparhotéis de classificação superior são uma tendência na cidade de Lisboa e foi precisamente para responder a uma escassez deste produto na região.  Nao perca esta excelente oportunidade de conhecer este apartamento.",False,good,False,True,7143.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Apartamento na rua Luciana Stegagno Picchio, 12'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,,2025-03-05,{},{},[]
34031195,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/c0/4d/68/277313082.webp,,26,1,468500.0,"{'price': {'amount': 468500.0, 'currencySuffix': '€'}}",flat,sale,71.0,2,1,rua Aviador Plácido de Abreu s/n,Lisboa,Campolide,Centro,pt,38.7253654,-9.1612544,True,https://www.idealista.pt/imovel/34031195/,"Apartamento T2 para Remodelar nas Amoreiras, Lisboa Excelente oportunidade de Investimento ou Habitação Própria, em localização privilegiada nas Amoreiras, Lisboa. T2 de 70 m2 + Varanda de 14 m2 inserido em Prédio de Placa com 7 Pisos e 2 Elevadores. O Prédio encontra-se em obra de Renovação Total nas Zonas Comuns, Garantindo uma Valorização Significativa do Imóvel. No mesmo Prédio, encontram-se disponíveis: 14 Apartamentos T3  06 Apartamentos T2  01 Apartamento T1  01 Apartamento T0 (com logradouro 75m2)  Obras em curso: 1.Fachadas: reparação, impermeabilização e pintura. 2.Janelas: instalação de caixilharia nova em todos os apartamentos, com vidro duplo e sistema oscilobatente. 3.Infraestruturas: substituição das colunas de água, eletricidade, esgotos e IDTV. 4.Telhado: reparação total. 5.Elevadores: colocação de 2 elevadores novos. 6.Áreas comuns interiores: reparação, renovação estética e pintura das escadas e zonas comuns. •A 100 metros do Liceu Francês Charles Lepierre •A 100 metros do Centro Comercial Amoreiras •A 50 metros da nova estação de metro Campolide/Amoreiras (prevista conclusão em 2026) O Prédio fica Novo! O Apartamento encontra-se por remodelar, oferecendo a vantagem de personalizar ao seu gosto. Se preferir, podemos ainda apresentar um orçamento “chave na mão” para a renovação completa, simplificando todo o processo. Fantástico para Viver, Excelente para Investir! Pode agendar visita pelo contacto directo: +351_300_505_130 (Também WhatsApp), ou se preferir no link que se encontra no final deste anúncio. Pode ainda realizar um Virtual Tours, lendo o QR Code presente nas Fotografias Amoreiras em Lisboa, Viver com Conveniência, Sofisticação e Qualidade de Vida Localizada no coração de Lisboa, a zona das Amoreiras é reconhecida pela sua atmosfera exclusiva e pela excelente oferta de serviços, comércio e lazer.  Com o Centro Comercial Amoreiras a poucos passos, encontra uma seleção de lojas de marcas conceituadas, restaurantes variados, supermercados e espaços de entretenimento, tornando o dia a dia mais prático e agradável.  Além disso, a proximidade a colégios de referência, como o Liceu Francês Charles Lepierre, e a outras instituições de ensino de prestígio reforça a atratividade desta área para famílias. A mobilidade nas Amoreiras é outro ponto de destaque. Para além das diversas opções de autocarros, está prevista até ao final de 2026 a conclusão da nova estação de metro Campolide/Amoreiras, que tornará as deslocações ainda mais rápidas e eficientes, ligando esta zona privilegiada ao restante da cidade em poucos minutos.  As principais vias rodoviárias, como a A5 e o Eixo Norte-Sul, estão igualmente acessíveis, permitindo chegar rapidamente a outros pontos de Lisboa e arredores. Para momentos de lazer, pode desfrutar de espaços verdes como o Parque Eduardo VII, ideal para caminhadas, piqueniques ou prática de exercício físico.  A oferta de cafés, pastelarias e restaurantes de qualidade complementa a vivência urbana, proporcionando um estilo de vida moderno e sofisticado, sem abdicar do conforto e da tranquilidade.  Escolher as Amoreiras é apostar em conforto, praticidade e valorização imobiliária. Viver nas Amoreiras é ter tudo à mão, num dos bairros mais desejados da capital portuguesa.",True,renew,False,True,6599.0,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Apartamento na rua Aviador Plácido de Abreu s/n'}",True,False,False,False,False,False,,,{'groupDescription': 'Destaque'},,2025-03-05,{},{},[]
33962853,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/a8/26/0a/274214366.webp,JJLV3199,22,1,630000.0,"{'price': {'amount': 630000.0, 'currencySuffix': '€'}}",flat,sale,122.0,2,2,rua Nova dos Mercadores,Lisboa,Parque das Nações,Expo Sul,pt,38.7583382,-9.0955088,False,https://www.idealista.pt/imovel/33962853/,"contate 961_122_499 Apresentamos lhe um lindo apartamento situado no Parque das Nações sul, uma das localizações mais privilegiadas e desejadas de Lisboa. Morar aqui é sinônimo de estilo de vida urbano, comodidade e sofisticação, com todas as vantagens de um bairro que reúne o melhor que a cidade tem para oferecer, num cenário único junto ao rio Tejo. A poucos passos da Marina, do Oceanário e do Hospital CUF Descobertas, este apartamento coloca-o no centro de uma área vibrante, cheia de serviços, cultura e lazer.  O apartamento é inserido num prédio recente com elevador, dispoê a sala com varanda, cozinha equipada, os 2 quartos com roupeiros embutidos, as duas casas de banho, com instalação de ar condicionado, caxilharias otimas, e acabamentos de qualidade. Venha ver o seu próximo lar.",False,good,False,True,5164.0,{'typology': 'flat'},"{'subtitle': 'Parque das Nações, Lisboa', 'title': 'Apartamento na rua Nova dos Mercadores'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,,2025-03-05,{},{},[]
34031023,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/a5/a2/ee/277308316.webp,122911429-136,39,2,759000.0,"{'price': {'amount': 759000.0, 'currencySuffix': '€'}}",flat,sale,130.0,6,3,"Calçada da Boa Hora, 7",Lisboa,Alcântara,Junqueira,pt,38.6994835,-9.1902289,True,https://www.idealista.pt/imovel/34031023/,"Apartamento T6 Remodelado com Vista Rio – Oportunidade Exclusiva em Alcântara Se procura um imóvel único numa das zonas mais valorizadas de Lisboa, este apartamento é a solução ideal. Seja para habitação própria ou investimento no mercado de arrendamento, esta é uma oportunidade imperdível. Localizado na Calçada da Boa-Hora, junto à Junqueira, este apartamento destaca-se pela combinação entre o charme dos detalhes tradicionais e a modernidade dos acabamentos de alta qualidade, proporcionando uma experiência de conforto e funcionalidade. A apenas 500 metros do rio Tejo, o imóvel oferece uma vista deslumbrante e excelente exposição solar, garantindo luminosidade natural ao longo do dia. Características do Apartamento: •6 quartos, todos mobilados •3 casas de banho completas •Cozinha totalmente equipada •Sala de estar e refeições mobilada •Marquise/Lavandaria •Janelas em PVC oscilobatentes, assegurando conforto térmico e acústico •Acabamentos modernos e de alta qualidade Situado no 2º andar de um edifício sem elevador, este apartamento encontra-se num condomínio bem gerido, com várias melhorias já realizadas. O imóvel é vendido totalmente mobilado. Localização Privilegiada: •Transportes públicos à porta •30 metros do Hospital Egas Moniz •500 metros do Rio Tejo e do Centro de Congressos •600 metros do Mercado da Ajuda •Universidades a curta distância pedonal: •Universidade Lusíada (300m) •Instituto Superior de Agronomia (1,3km) •Pólo da Ajuda da Universidade de Lisboa (1,5km) •Zona com ampla oferta de comércio, supermercados e restaurantes Agende a Sua Visita! Não perca esta oportunidade de adquirir um imóvel exclusivo que alia elegância, conforto e uma localização estratégica no coração de Lisboa. ➡️ Veja o vídeo e descubra todos os pormenores deste apartamento excecional!",True,good,False,False,5838.0,{'typology': 'flat'},"{'subtitle': 'Alcântara, Lisboa', 'title': 'Apartamento em Calçada da Boa Hora, 7'}",True,False,False,False,False,False,,,,,2025-03-05,{},{},[]
34031027,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/bd/64/8b/277308460.webp,0739-04102,23,,225000.0,"{'price': {'amount': 225000.0, 'currencySuffix': '€'}}",flat,sale,59.0,1,1,"rua Mestre António Martins, 15",Lisboa,Penha de França,Centro,pt,38.7267208,-9.1293897,True,https://www.idealista.pt/imovel/34031027/,"Apartamento T1, situado na Rua Mestre António Martins, Freguesia da Penha de França, centro de Lisboa. É composto por sala, quarto, 1 WC, cozinha + zona de lavanderia, e um logradouro muito simpático, virado a Sul, com Sol todo o dia! O apartamento está todo remodelado, num prédio igualmente remodelado. Fica situado na Cave, no entanto, tem janelas em todas as divisões, o que o torna muito luminoso. Venha visitar!",False,good,False,False,3814.0,{'typology': 'flat'},"{'subtitle': 'Penha de França, Lisboa', 'title': 'Apartamento na rua Mestre António Martins, 15'}",False,False,False,False,False,False,,,{'groupDescription': 'Destaque'},,2025-03-05,{},{},[]
