propertyCode,propertyType,size,rooms,bathrooms,municipality,latitude,longitude,status,newDevelopment,hasLift,newDevelopmentFinished,hasParkingSpace,isParkingSpaceIncludedInPrice,price,logPrice,pricePerSquareMeter,logPricePerSquareMeter
33873510,flat,50.0,2,1,Santo António,38.7143835,-9.1442249,good,False,False,False,False,False,3800.0,8.242756345714477,76.0,0.16485512691428955
33873509,flat,56.0,1,1,Misericórdia,38.7094116,-9.1542214,good,False,True,False,False,False,2800.0,7.937374696163295,50.0,0.14173883386005884
33873508,flat,50.0,1,2,Santa Maria Maior,38.7110471,-9.1349191,good,False,False,False,False,False,3800.0,8.242756345714477,76.0,0.16485512691428955
33873507,flat,80.0,2,1,Santa Maria Maior,38.7116377,-9.134189,good,False,False,False,False,False,5000.0,8.517193191416238,62.5,0.10646491489270297
33873506,flat,100.0,2,1,Arroios,38.7279177,-9.1319727,good,False,False,False,False,False,4800.0,8.476371196895983,48.0,0.08476371196895982
33873505,flat,15.0,1,1,Santa Maria Maior,38.7163902,-9.1399349,good,False,False,False,False,False,3700.0,8.216088098632316,246.66666666666666,0.5477392065754877
33873504,flat,53.0,1,2,Misericórdia,38.7078272,-9.1542034,good,False,True,False,False,False,3000.0,8.006367567650246,56.60377358490566,0.1510635390122688
33873500,flat,12.0,1,1,Santa Maria Maior,38.7166094,-9.1407373,good,False,False,False,False,False,3700.0,8.216088098632316,308.3333333333333,0.6846740082193596
33873494,studio,65.0,0,1,Misericórdia,38.7073357,-9.1534518,good,False,True,False,False,False,2600.0,7.8632667240095735,40.0,0.1209733342155319
33873493,flat,56.0,1,1,Misericórdia,38.7096317,-9.1536375,good,False,True,False,False,False,2800.0,7.937374696163295,50.0,0.14173883386005884
33873484,flat,90.0,2,2,São Vicente,38.7173667,-9.1266074,good,False,False,False,False,False,2200.0,7.696212639346407,24.444444444444443,0.08551347377051563
33873482,flat,40.0,1,1,Ajuda,38.7050639,-9.2007544,good,False,False,False,False,False,1250.0,7.1308988302963465,31.25,0.17827247075740865
33873461,studio,50.0,0,1,Misericórdia,38.7112725,-9.1511529,good,False,False,False,False,False,2900.0,7.9724660159745655,58.0,0.1594493203194913
33873460,flat,20.0,1,1,Santa Maria Maior,38.7168082,-9.1393356,good,False,False,False,False,False,3700.0,8.216088098632316,185.0,0.4108044049316158
33873440,flat,75.0,2,1,Campo de Ourique,38.7196354,-9.1693542,good,False,False,False,False,False,1750.0,7.4673710669175595,23.333333333333332,0.09956494755890079
33873328,flat,65.0,4,2,Areeiro,38.739775,-9.1345207,good,False,True,False,False,False,6910.0,8.840724916761715,106.3076923076923,0.13601115256556484
33873378,studio,40.0,0,1,Santa Maria Maior,38.7148419,-9.1333896,good,False,False,False,False,False,1150.0,7.047517221357296,28.75,0.1761879305339324
33873336,flat,83.0,4,2,Santa Maria Maior,38.7148419,-9.1333896,good,False,False,False,False,False,1900.0,7.549609165154532,22.89156626506024,0.0909591465681269
33862013,flat,137.0,3,2,Benfica,38.7477692,-9.2055124,good,False,True,False,False,False,2000.0,7.600902459542082,14.598540145985401,0.05548103985067213
33724915,flat,97.0,3,2,Penha de França,38.7307997,-9.1302237,good,False,False,False,False,False,1500.0,7.313220387090301,15.463917525773196,0.07539402460917836
33873281,penthouse,135.0,1,1,Santo António,38.7217261,-9.150697,good,False,True,False,False,False,1700.0,7.438383530044307,12.592592592592593,0.05509913725958746
33873244,flat,47.0,1,1,Santa Maria Maior,38.7106646,-9.1294141,good,False,False,False,False,False,1300.0,7.170119543449628,27.659574468085108,0.15255573496701336
33873238,flat,66.0,2,1,Avenidas Novas,38.7455837,-9.1571055,good,False,True,False,False,False,1800.0,7.495541943884256,27.272727272727273,0.11356881733157964
33873212,flat,98.0,2,2,Campolide,38.73044,-9.1642713,good,False,True,False,True,True,2200.0,7.696212639346407,22.448979591836736,0.07853278203414701
33873154,flat,64.0,2,1,Ajuda,38.7047873,-9.1981788,good,False,False,False,False,False,1200.0,7.090076835776092,18.75,0.11078245055900143
33873131,flat,42.0,1,1,Ajuda,38.7031331,-9.1977214,good,False,False,False,False,False,1200.0,7.090076835776092,28.571428571428573,0.16881135323276408
33873024,flat,110.0,3,2,Estrela,38.7104602,-9.1542822,good,False,True,False,False,False,2800.0,7.937374696163295,25.454545454545453,0.07215795178330268
31884771,flat,53.0,1,1,Misericórdia,38.7105154,-9.1513942,good,False,False,False,False,False,1000.0,6.907755278982137,18.867924528301888,0.1303350052638139
33872677,flat,96.0,2,1,Parque das Nações,38.7755981,-9.0949001,good,False,True,False,True,True,2100.0,7.649692623711514,21.875,0.07968429816366161
33872665,flat,80.0,1,1,Alvalade,38.7512116,-9.1468983,good,False,True,False,True,True,1590.0,7.371489295214277,19.875,0.09214361619017847
33872628,flat,55.0,2,1,Benfica,38.7558268,-9.1966555,good,False,False,False,False,False,1150.0,7.047517221357296,20.90909090909091,0.12813667675195084
33872624,flat,75.0,3,1,Santa Maria Maior,38.7099989,-9.1314118,good,False,True,False,False,False,2000.0,7.600902459542082,26.666666666666668,0.10134536612722776
33872620,flat,169.0,1,1,Benfica,38.7472283,-9.1978093,good,False,True,False,True,True,2500.0,7.824046010856292,14.792899408284024,0.046296130241753206
33872611,flat,219.0,3,3,Benfica,38.7489767,-9.1957503,good,False,True,False,True,True,4500.0,8.411832675758411,20.54794520547945,0.03841019486647677
33872353,flat,80.0,2,2,Alvalade,38.7511646,-9.1472556,good,False,False,False,False,False,1400.0,7.24422751560335,17.5,0.09055284394504187
33872202,flat,61.0,1,1,Santa Maria Maior,38.7111912,-9.1316404,good,False,False,False,False,False,1200.0,7.090076835776092,19.672131147540984,0.11623076779960806
33872082,flat,78.0,1,1,Alvalade,38.7519238,-9.1661895,good,False,True,False,True,True,1200.0,7.090076835776092,15.384615384615385,0.09089842097148836
33872022,flat,103.0,2,2,Alvalade,38.748186,-9.1496885,good,False,True,False,True,True,1750.0,7.4673710669175595,16.990291262135923,0.07249874822250058
33871928,flat,200.0,4,3,Alvalade,38.7590002,-9.1542484,good,False,True,False,True,True,3800.0,8.242756345714477,19.0,0.04121378172857239
33871922,flat,96.0,1,1,São Domingos de Benfica,38.7477073,-9.1774707,good,False,True,False,True,True,1395.0,7.240649694255466,14.53125,0.0754234343151611
33871876,flat,81.0,2,1,Alcântara,38.7011724,-9.1819704,good,False,True,False,False,False,1400.0,7.24422751560335,17.28395061728395,0.08943490760004136
33871358,flat,33.0,1,1,São Vicente,38.7138027,-9.1246425,good,False,False,False,False,False,1000.0,6.907755278982137,30.303030303030305,0.20932591754491323
33871839,flat,80.0,1,2,Estrela,38.7057463,-9.1690299,good,False,False,False,False,False,2150.0,7.673223121121708,26.875,0.09591528901402135
33871833,flat,85.0,2,2,Marvila,38.7533646,-9.1177409,good,False,False,False,False,False,1150.0,7.047517221357296,13.529411764705882,0.08291196731008584
33871721,flat,105.0,2,1,Penha de França,38.7352285,-9.1308105,good,False,True,False,False,False,2000.0,7.600902459542082,19.047619047619047,0.07238954723373411
33871696,flat,60.0,1,1,Santo António,38.7175665,-9.1524177,good,False,False,False,False,False,1950.0,7.575584651557793,32.5,0.1262597441926299
33562311,studio,40.0,0,1,São Vicente,38.7200919,-9.1256611,good,False,False,False,False,False,1250.0,7.1308988302963465,31.25,0.17827247075740865
33871256,flat,137.0,3,2,Campolide,38.7235829,-9.1633817,good,False,True,False,True,True,2600.0,7.8632667240095735,18.978102189781023,0.05739610747452244
33871250,flat,112.0,2,2,Avenidas Novas,38.7302115,-9.1488174,good,False,False,False,True,True,2400.0,7.783224016336037,21.428571428571427,0.0694930715744289
33871130,flat,59.0,1,1,Penha de França,38.7268614,-9.1295633,good,False,False,False,False,False,1050.0,6.956545443151569,17.796610169491526,0.11790754988392489
33870798,flat,90.0,2,1,Estrela,38.7143008,-9.1587596,good,False,False,False,False,False,1600.0,7.3777589082278725,17.77777777777778,0.08197509898030969
33870837,flat,108.0,3,1,Avenidas Novas,38.744812,-9.1504369,good,False,False,False,False,False,1700.0,7.438383530044307,15.74074074074074,0.06887392157448433
33870881,flat,72.0,2,1,Ajuda,38.7055362,-9.1950913,good,False,True,False,False,False,2150.0,7.673223121121708,29.86111111111111,0.10657254334891261
33870751,flat,148.0,3,2,Misericórdia,38.7142576,-9.1501146,good,False,False,False,False,False,6000.0,8.699514748210191,40.54054054054054,0.05878050505547427
33870749,studio,50.0,0,1,São Vicente,38.7169514,-9.1327259,good,False,False,False,False,False,2900.0,7.9724660159745655,58.0,0.1594493203194913
33870722,flat,100.0,2,1,Arroios,38.7242607,-9.1323477,good,False,False,False,False,False,1850.0,7.52294091807237,18.5,0.0752294091807237
33870659,flat,130.0,4,1,Penha de França,38.7303863,-9.1305278,good,False,False,False,False,False,2000.0,7.600902459542082,15.384615384615385,0.05846848045801602
33870579,flat,100.0,4,2,Benfica,38.7513241,-9.1983234,good,False,False,False,False,False,1600.0,7.3777589082278725,16.0,0.07377758908227873
33870477,studio,24.0,0,1,Arroios,38.7242312,-9.1382831,good,False,False,False,False,False,948.0,6.854354502255021,39.5,0.2855981042606259
33870466,flat,90.0,2,2,Campo de Ourique,38.7194153,-9.1567675,good,False,True,False,False,False,1740.0,7.461640392208575,19.333333333333332,0.08290711546898416
33086546,flat,146.0,2,2,Belém,38.7102822,-9.207287,good,False,True,False,True,True,3200.0,8.070906088787819,21.91780821917808,0.055280178690327524
33870458,flat,107.0,2,2,Campolide,38.7292679,-9.1649656,good,False,False,False,False,False,1950.0,7.575584651557793,18.22429906542056,0.07079985655661489
33870214,flat,50.0,1,1,Alcântara,38.7094004,-9.1749903,good,False,False,False,False,False,900.0,6.802394763324311,18.0,0.13604789526648622
33863664,flat,121.0,2,1,Parque das Nações,38.7689687,-9.1009878,good,False,True,False,True,True,2000.0,7.600902459542082,16.52892561983471,0.06281737569869489
33869754,flat,77.0,1,1,Santa Maria Maior,38.7160319,-9.1387651,good,False,False,False,True,True,1390.0,7.237059026124737,18.051948051948052,0.09398777956006152
33869743,flat,125.0,2,2,Campolide,38.7248379,-9.1605521,good,False,True,False,True,True,2750.0,7.919356190660617,22.0,0.06335484952528493
33869641,flat,129.0,2,3,Avenidas Novas,38.7369151,-9.1518711,good,False,True,False,True,True,4100.0,8.318742252692399,31.782945736434108,0.06448637405187906
33720653,flat,90.0,2,1,Carnide,38.7649225,-9.1810494,good,False,True,False,True,True,1300.0,7.170119543449628,14.444444444444445,0.07966799492721809
33869525,flat,138.0,2,1,Misericórdia,38.7066813,-9.1492893,good,False,False,False,False,False,2750.0,7.919356190660617,19.92753623188406,0.057386639062758094
33869515,flat,60.0,2,1,Areeiro,38.7400361,-9.124139,good,False,True,False,False,False,1700.0,7.438383530044307,28.333333333333332,0.12397305883407178
33869463,flat,147.0,2,2,Santa Maria Maior,38.7099938,-9.1281176,good,False,False,False,False,False,1950.0,7.575584651557793,13.26530612244898,0.051534589466379545
33869393,flat,191.0,3,2,Santo António,38.7196128,-9.1423438,good,False,False,False,False,False,4500.0,8.411832675758411,23.56020942408377,0.04404100877360425
33869303,flat,88.0,1,1,Campolide,38.7248996,-9.1613334,good,False,True,False,True,True,2250.0,7.718685495198466,25.568181818181817,0.08771233517270983
33869209,flat,65.0,2,1,Estrela,38.7143743,-9.1593956,good,False,False,False,False,False,1500.0,7.313220387090301,23.076923076923077,0.11251108287831232
32678569,flat,72.0,2,1,Penha de França,38.7203367,-9.1299545,good,False,False,False,False,False,1800.0,7.495541943884256,25.0,0.10410474922061468
32695012,flat,100.0,2,2,Belém,38.7054091,-9.207511,good,False,True,False,False,False,3300.0,8.101677747454572,33.0,0.08101677747454572
33836935,flat,101.0,2,2,Avenidas Novas,38.7396973,-9.1563693,good,False,False,False,False,False,1600.0,7.3777589082278725,15.841584158415841,0.07304711790324626
33869128,flat,56.0,1,1,Lumiar,38.7681236,-9.1533726,renew,False,True,False,True,True,1350.0,7.2078598714324755,24.107142857142858,0.12871178341843706
33254103,duplex,151.0,2,3,Benfica,38.7433851,-9.1988552,good,False,True,False,True,True,1500.0,7.313220387090301,9.933774834437086,0.048431923093313255
33868988,flat,136.0,6,2,Benfica,38.7486241,-9.2063563,good,False,True,False,False,False,2400.0,7.783224016336037,17.647058823529413,0.05722958835541204
33868722,flat,81.0,2,2,Olivais,38.7603865,-9.1067003,good,False,False,False,False,False,1150.0,7.047517221357296,14.197530864197532,0.08700638544885551
33868681,flat,134.0,2,2,Avenidas Novas,38.7453092,-9.1589292,good,False,True,False,True,True,2100.0,7.649692623711514,15.671641791044776,0.05708725838590682
33868721,flat,100.0,3,2,Penha de França,38.7370394,-9.1260913,good,False,False,False,False,False,1375.0,7.226209010100671,13.75,0.07226209010100672
33868691,flat,41.0,1,1,Arroios,38.7215797,-9.1390632,good,False,False,False,False,False,1250.0,7.1308988302963465,30.48780487804878,0.17392436171454503
33868704,flat,168.0,4,2,Alvalade,38.7444195,-9.1409614,good,False,False,False,False,False,3000.0,8.006367567650246,17.857142857142858,0.04765694980744194
33868680,flat,167.0,2,1,Santa Maria Maior,38.7111956,-9.1428313,good,False,True,False,True,True,2950.0,7.989560449333865,17.664670658682635,0.04784167933732853
33868627,flat,60.0,1,1,Santo António,38.7202344,-9.143949,good,False,False,False,False,False,1400.0,7.24422751560335,23.333333333333332,0.12073712526005582
33868624,flat,81.0,1,1,Areeiro,38.7421555,-9.12427,good,False,True,False,True,True,1200.0,7.090076835776092,14.814814814814815,0.08753181278735915
33868601,flat,50.0,1,1,São Domingos de Benfica,38.7462568,-9.1841677,good,False,False,False,False,False,780.0,6.659293919683638,15.6,0.13318587839367274
33868592,flat,102.0,4,2,Areeiro,38.7403681,-9.1409302,good,False,False,False,False,False,3210.0,8.07402621612406,31.470588235294116,0.07915711976592217
33868555,studio,50.0,0,1,Alcântara,38.6997469,-9.1905838,good,False,False,False,False,False,1005.0,6.912742820493176,20.1,0.1382548564098635
33868552,flat,65.0,4,2,Areeiro,38.7379083,-9.1334144,good,False,True,False,False,False,6910.0,8.840724916761715,106.3076923076923,0.13601115256556484
33868451,flat,81.0,2,1,Alvalade,38.752364,-9.1671302,good,False,False,False,True,True,1750.0,7.4673710669175595,21.604938271604937,0.09218976625824148
33868413,flat,112.0,2,1,Campolide,38.7262104,-9.1632524,good,False,True,False,False,False,1900.0,7.549609165154532,16.964285714285715,0.06740722468887975
33868262,flat,50.0,2,2,Arroios,38.7210571,-9.1316981,good,False,False,False,False,False,6500.0,8.779557455883728,130.0,0.17559114911767457
33868126,flat,96.0,2,1,Alvalade,38.7482449,-9.1414475,good,False,True,False,False,False,1900.0,7.549609165154532,19.791666666666668,0.07864176213702638
33868157,flat,132.0,3,2,Lumiar,38.765794,-9.1549363,good,False,False,False,False,False,2500.0,7.824046010856292,18.939393939393938,0.059273075839820395
33868154,flat,105.0,2,2,Estrela,38.7096691,-9.1648964,good,False,False,False,False,False,2400.0,7.783224016336037,22.857142857142858,0.07412594301272417
33868151,flat,58.0,1,1,Alcântara,38.7036441,-9.1821559,good,False,False,False,False,False,1200.0,7.090076835776092,20.689655172413794,0.12224270406510503
33868147,flat,102.0,2,2,São Domingos de Benfica,38.7535428,-9.1716049,good,False,False,False,False,False,1600.0,7.3777589082278725,15.686274509803921,0.07233096968850855
33868051,flat,150.0,2,2,Santa Maria Maior,38.7086685,-9.1401615,good,False,True,False,False,False,3000.0,8.006367567650246,20.0,0.053375783784334975
33868025,flat,74.0,3,1,Arroios,38.7255685,-9.1323605,good,False,False,False,False,False,1500.0,7.313220387090301,20.27027027027027,0.09882730252824731
33867925,flat,37.0,1,1,Marvila,38.7401828,-9.1052083,good,False,False,False,False,False,1400.0,7.24422751560335,37.83783783783784,0.1957899328541446
33867901,flat,50.0,1,1,Santa Maria Maior,38.7105107,-9.1281091,good,False,False,False,False,False,1200.0,7.090076835776092,24.0,0.14180153671552184
33867810,flat,50.0,1,1,Santa Maria Maior,38.7112268,-9.1332471,good,False,False,False,False,False,1350.0,7.2078598714324755,27.0,0.14415719742864952
33867803,flat,50.0,1,1,São Vicente,38.7134509,-9.1266211,good,False,False,False,False,False,2800.0,7.937374696163295,56.0,0.1587474939232659
33867797,flat,56.0,3,1,Olivais,38.7645678,-9.1208668,good,False,False,False,False,False,1650.0,7.408530566894626,29.464285714285715,0.1322951886945469
33867545,flat,129.0,3,3,Estrela,38.7056614,-9.1671781,good,False,True,False,True,True,2250.0,7.718685495198466,17.441860465116278,0.05983477128060826
33867541,flat,63.0,2,2,Misericórdia,38.7120026,-9.1434756,good,False,False,False,False,False,1800.0,7.495541943884256,28.571428571428573,0.11897685625213106
33867426,flat,123.0,2,3,Santo António,38.7229347,-9.1573531,good,False,True,False,True,True,3200.0,8.070906088787819,26.016260162601625,0.0656171226730717
33867435,flat,80.0,2,3,Arroios,38.7278962,-9.1327826,good,False,False,False,False,False,2000.0,7.600902459542082,25.0,0.09501128074427603
33867381,flat,120.0,3,1,Alcântara,38.6979259,-9.1926853,good,False,False,False,False,False,1650.0,7.408530566894626,13.75,0.061737754724121886
33755395,flat,122.0,2,3,Avenidas Novas,38.7401988,-9.1506518,good,False,True,False,True,True,2800.0,7.937374696163295,22.950819672131146,0.06506044832920733
33867128,flat,195.0,3,2,Arroios,38.7301056,-9.1388129,good,False,False,False,False,False,3700.0,8.216088098632316,18.974358974358974,0.04213378512119136
33867108,flat,68.0,2,1,Marvila,38.7454083,-9.0996974,good,False,False,False,False,False,1390.0,7.237059026124737,20.441176470588236,0.10642733861948143
33867101,flat,52.0,1,1,Campo de Ourique,38.7191359,-9.1557306,good,False,True,False,False,False,1400.0,7.24422751560335,26.923076923076923,0.13931206760775672
33867006,studio,17.0,0,1,Avenidas Novas,38.743822,-9.1511132,good,False,False,False,False,False,1438.0,7.271008538280992,84.58823529411765,0.42770638460476423
33867003,flat,88.0,2,2,Areeiro,38.7412581,-9.1232795,good,False,True,False,False,False,1950.0,7.575584651557793,22.15909090909091,0.08608618922224764
33867002,flat,101.0,2,1,Penha de França,38.7355082,-9.1238298,good,False,True,False,False,False,1750.0,7.4673710669175595,17.326732673267326,0.07393436699918375
33866958,flat,50.0,1,1,Santa Maria Maior,38.7079178,-9.1390995,good,False,False,False,False,False,6000.0,8.699514748210191,120.0,0.17399029496420382
33866954,flat,60.0,1,1,Santo António,38.7204,-9.1423513,good,False,False,False,False,False,4200.0,8.34283980427146,70.0,0.139047330071191
33866951,flat,44.0,1,1,Santa Maria Maior,38.7079929,-9.1430347,good,False,True,False,False,False,2813.0,7.9420068084898565,63.93181818181818,0.18050015473840583
33866947,flat,80.0,2,2,São Vicente,38.7122704,-9.1232272,good,False,False,False,False,False,4000.0,8.294049640102028,50.0,0.10367562050127535
33866946,flat,50.0,2,2,Santa Maria Maior,38.7136426,-9.1374306,good,False,False,False,False,False,7000.0,8.85366542803745,140.0,0.17707330856074902
33866925,flat,50.0,2,2,Santa Maria Maior,38.7138633,-9.1395104,good,False,False,False,False,False,7000.0,8.85366542803745,140.0,0.17707330856074902
33866899,flat,90.0,3,2,Santa Maria Maior,38.7097804,-9.1322113,good,False,False,False,False,False,3500.0,8.160518247477505,38.888888888888886,0.09067242497197228
33866897,flat,102.0,4,2,São Vicente,38.7205447,-9.1214079,good,False,False,False,False,False,3800.0,8.242756345714477,37.254901960784316,0.08081133672269096
33866879,flat,45.0,1,1,Santa Maria Maior,38.7145099,-9.1387655,good,False,False,False,False,False,4200.0,8.34283980427146,93.33333333333333,0.18539644009492132
33866878,flat,69.0,2,1,Arroios,38.7234822,-9.1365006,good,False,False,False,False,False,3567.0,8.17948018535889,51.69565217391305,0.11854319109215784
33866842,flat,50.0,1,1,Santa Maria Maior,38.7134602,-9.1314673,good,False,False,False,False,False,1450.0,7.27931883541462,29.0,0.14558637670829241
33866812,flat,90.0,2,1,Belém,38.6991578,-9.2252519,good,False,True,False,False,False,1800.0,7.495541943884256,20.0,0.08328379937649173
33866754,flat,123.0,3,2,Lumiar,38.7666495,-9.1591794,good,False,False,False,False,False,1650.0,7.408530566894626,13.414634146341463,0.06023195582841159
33866657,flat,99.0,2,2,Carnide,38.7599836,-9.195862,good,False,False,False,False,False,1750.0,7.4673710669175595,17.67676767676768,0.07542799057492484
33866708,flat,97.0,2,2,Campo de Ourique,38.7216901,-9.158977,good,False,False,False,False,False,1750.0,7.4673710669175595,18.04123711340206,0.07698320687543876
33866699,flat,160.0,3,2,Arroios,38.7364313,-9.1338658,good,False,True,False,False,False,3000.0,8.006367567650246,18.75,0.050039797297814034
33854468,flat,68.0,3,2,Areeiro,38.7404292,-9.1328261,good,False,False,False,False,False,1500.0,7.313220387090301,22.058823529411764,0.10754735863368091
33866545,flat,237.0,4,3,Parque das Nações,38.7556827,-9.0929242,good,False,True,False,True,True,6000.0,8.699514748210191,25.31645569620253,0.036706813283587304
33866479,flat,118.0,2,2,Parque das Nações,38.7566878,-9.0930754,good,False,True,False,True,True,3000.0,8.006367567650246,25.423728813559322,0.06785057260720548
33866441,flat,54.0,1,1,Santa Maria Maior,38.716024,-9.1381917,good,False,True,False,True,True,1290.0,7.162397497355718,23.88888888888889,0.13263699069177257
33866440,flat,97.0,2,2,Belém,38.7014899,-9.201615,good,False,False,False,False,False,2100.0,7.649692623711514,21.649484536082475,0.07886281055372696
33866281,flat,90.0,2,1,Benfica,38.7469277,-9.2044742,good,False,True,False,True,True,1700.0,7.438383530044307,18.88888888888889,0.0826487058893812
33866294,chalet,315.0,6,4,Belém,38.7037438,-9.2112194,good,False,False,False,True,True,8000.0,8.987196820661973,25.396825396825395,0.028530783557657056
33680664,flat,160.0,3,3,Estrela,38.7084689,-9.164648,good,False,True,False,False,False,3800.0,8.242756345714477,23.75,0.05151722716071548
33866105,flat,130.0,3,3,Campo de Ourique,38.7207804,-9.1651189,good,False,True,False,False,False,3000.0,8.006367567650246,23.076923076923077,0.06158744282807881
33866091,flat,83.0,2,2,Arroios,38.7270003,-9.1452794,good,False,True,False,False,False,2200.0,7.696212639346407,26.50602409638554,0.09272545348610128
33865999,flat,134.0,2,2,Santo António,38.7282748,-9.1477713,good,False,True,False,True,True,3500.0,8.160518247477505,26.119402985074625,0.06089938990654854
33865847,flat,45.0,1,1,Alcântara,38.7035084,-9.1913438,good,False,False,False,False,False,900.0,6.802394763324311,20.0,0.1511643280738736
33865860,flat,167.0,3,2,Lumiar,38.7779295,-9.1522362,good,False,False,False,False,False,2400.0,7.783224016336037,14.37125748502994,0.04660613183434753
33865845,flat,120.0,2,2,São Domingos de Benfica,38.7535428,-9.1716049,good,False,False,False,False,False,1650.0,7.408530566894626,13.75,0.061737754724121886
33865795,flat,45.0,1,1,Arroios,38.7227604,-9.132751,good,False,False,False,False,False,1300.0,7.170119543449628,28.88888888888889,0.15933598985443617
33865718,flat,35.0,1,1,Estrela,38.7148259,-9.1613734,good,False,False,False,False,False,900.0,6.802394763324311,25.714285714285715,0.1943541360949803
33865702,flat,50.0,1,1,Santa Maria Maior,38.7118096,-9.126688,good,False,False,False,False,False,1200.0,7.090076835776092,24.0,0.14180153671552184
33865515,flat,140.0,2,2,Olivais,38.7682417,-9.1066556,good,False,True,False,True,True,1500.0,7.313220387090301,10.714285714285714,0.05223728847921644
33865454,flat,139.0,3,2,Estrela,38.7066289,-9.1713354,good,False,False,False,False,False,1900.0,7.549609165154532,13.66906474820144,0.054313735001111745
33865358,flat,120.0,3,2,Alcântara,38.7019384,-9.1831179,good,False,False,False,False,False,1900.0,7.549609165154532,15.833333333333334,0.0629134097096211
33865274,flat,51.0,1,1,Santo António,38.7225825,-9.1449752,good,False,False,False,False,False,900.0,6.802394763324311,17.647058823529413,0.13338028947694727
33865263,flat,77.0,2,1,Alvalade,38.7499475,-9.1416271,good,False,True,False,False,False,1600.0,7.3777589082278725,20.77922077922078,0.09581505075620614
33865114,flat,79.0,2,1,Arroios,38.7320323,-9.1387393,good,False,False,False,False,False,1600.0,7.3777589082278725,20.253164556962027,0.09338935326870725
33865085,flat,84.0,3,2,Benfica,38.7436184,-9.1924331,good,False,True,False,False,False,1500.0,7.313220387090301,17.857142857142858,0.08706214746536073
33865081,flat,40.0,1,1,Misericórdia,38.7082167,-9.1430265,good,False,False,False,False,False,1600.0,7.3777589082278725,40.0,0.18444397270569682
33865020,flat,120.0,2,2,Santa Maria Maior,38.7085922,-9.1355005,good,False,False,False,False,False,2900.0,7.9724660159745655,24.166666666666668,0.06643721679978805
33051619,flat,56.0,2,1,Beato,38.7346621,-9.1201525,good,False,False,False,False,False,2700.0,7.90100705199242,48.214285714285715,0.1410894116427218
33051618,flat,53.0,2,1,Avenidas Novas,38.7413032,-9.1626637,good,False,False,False,False,False,2700.0,7.90100705199242,50.943396226415096,0.14907560475457396
33051616,flat,56.0,2,1,Avenidas Novas,38.7410356,-9.1599916,good,False,False,False,False,False,2700.0,7.90100705199242,48.214285714285715,0.1410894116427218
33051615,flat,53.0,2,1,Avenidas Novas,38.7414366,-9.1609416,good,False,False,False,False,False,2700.0,7.90100705199242,50.943396226415096,0.14907560475457396
33051614,flat,56.0,2,1,Beato,38.7349036,-9.1219153,good,False,False,False,False,False,2700.0,7.90100705199242,48.214285714285715,0.1410894116427218
32737937,flat,56.0,2,1,Beato,38.7344584,-9.1214453,good,False,True,False,False,False,2700.0,7.90100705199242,48.214285714285715,0.1410894116427218
32737936,flat,56.0,1,1,Beato,38.7353086,-9.1236739,good,False,False,False,False,False,2700.0,7.90100705199242,48.214285714285715,0.1410894116427218
32762680,flat,71.0,1,1,Parque das Nações,38.774696,-9.095936,good,False,True,False,False,False,3000.0,8.006367567650246,42.25352112676056,0.11276574038944008
33051613,flat,53.0,2,1,Avenidas Novas,38.7417128,-9.162882,good,False,False,False,False,False,2700.0,7.90100705199242,50.943396226415096,0.14907560475457396
32695057,flat,71.0,1,1,Parque das Nações,38.7733593,-9.0993925,good,False,True,False,False,False,3000.0,8.006367567650246,42.25352112676056,0.11276574038944008
33864982,flat,74.0,1,1,Lumiar,38.7665573,-9.1529045,good,False,True,False,True,True,1350.0,7.2078598714324755,18.243243243243242,0.09740351177611453
33864918,flat,126.0,2,2,Santa Maria Maior,38.7119096,-9.135963,good,False,False,False,False,False,2600.0,7.8632667240095735,20.634920634920636,0.06240687876198074
33864933,flat,176.0,4,3,Lumiar,38.7616126,-9.1760413,good,False,True,False,True,True,2700.0,7.90100705199242,15.340909090909092,0.04489208552268421
33267940,flat,55.0,1,1,Areeiro,38.7373527,-9.1276006,good,False,False,False,False,False,1500.0,7.313220387090301,27.272727272727273,0.13296764340164186
28894111,flat,76.0,2,2,Campolide,38.7296313,-9.1645457,good,False,False,False,False,False,1250.0,7.1308988302963465,16.44736842105263,0.09382761618810982
33864802,flat,80.0,1,2,Estrela,38.7055659,-9.1686655,good,False,True,False,True,True,2150.0,7.673223121121708,26.875,0.09591528901402135
33864720,flat,64.0,3,1,Penha de França,38.7303956,-9.1282195,good,False,False,False,False,False,1650.0,7.408530566894626,25.78125,0.11575829010772853
32921091,flat,45.0,1,1,Alcântara,38.7059957,-9.1827535,good,False,False,False,False,False,1050.0,6.956545443151569,23.333333333333332,0.15458989873670154
33864603,flat,67.0,1,1,São Domingos de Benfica,38.7497518,-9.1819688,good,False,True,False,False,False,1350.0,7.2078598714324755,20.149253731343283,0.10757999808108172
32870910,flat,89.0,2,2,Campo de Ourique,38.7181562,-9.171767,good,False,False,False,False,False,1550.0,7.346010209913293,17.415730337078653,0.08253944056082352
33864460,flat,87.0,1,2,Avenidas Novas,38.7320454,-9.1520525,good,False,False,False,True,True,3000.0,8.006367567650246,34.48275862068966,0.0920272134212672
33864292,flat,148.0,3,2,Avenidas Novas,38.7386456,-9.1483653,good,False,True,False,False,False,2800.0,7.937374696163295,18.91891891891892,0.053630910109211456
