propertyCode,floor,price,propertyType,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,status,newDevelopment,hasLift,priceByArea,topNewDevelopment,topPlus,neighborhood,newDevelopmentFinished,formerPrice,priceChange,hasParkingSpace,isParkingSpaceIncludedInPrice
33928203,,1400.0,flat,55.0,1,1,Expo Sul,Lisboa,Parque das Nações,Expo Sul,pt,38.7557897,-9.0961525,False,https://www.idealista.pt/imovel/33928203/,"Magnifico apartamento MOBILADO, com uma localização fantástica, a 100m da Marina do Parque das Nações e do Hospital da CUF Descobertas. Inserido num edifício moderno, que dispõe de receção, ginásio, elevador e jardim privado do condominio. Apartamento com: Ar condicionado. Estores eléctricos. Cozinha equipada. Quarto com roupeiro. Hall do quarto com roupeiro. Parqueamento para uma viatura. Pavimento cerâmico e em soalho flutuante. Wc com móvel, espelho e banheira com resguardo em vidro. DISPONIBILIDADE IMEDIATA. CONDIÇÕES DE ARRENDAMENTO Contrato de arrendamento vinculativo de 12 meses renovável. Pagamento de um mês de renda + dois meses de garantia, a devolver no final do contrato estando o apartamento nas mesmas condições de quando início do contrato. DOCUMENTOS NECESSÁRIOS PARA CONTRATO Inquilino (s): Identificação + Comprovativo de rendimentos em Portugal. (último IRS ou contrato de trabalho e dois últimos recibos de vencimento). VALOR DE RENDA NÃO NEGOCIÁVEL LU: 5/UT/ (telefone)  Nota: A informação disponibilizada neste anúncio não dispensa a sua confirmação e pode ser alterada sem aviso prévio. O anúncio não pode ser considerado vinculativo.  Categoria Energética: C  ref: Montrigues - 2023037.",good,False,True,25.0,False,False,,,1400.0,0.0,False,False
33928155,10.0,2400.0,flat,120.0,3,3,rua Engenheiro Quartin Graça,Lisboa,Santa Clara,,pt,38.7799777,-9.1606247,False,https://www.idealista.pt/imovel/33928155/,"Apartamento T3 para arrendamento. Fantástico apartamento T3, a estrear, inserido no JARDINS ALTEAR, muito perto do Jardim das Conchas. É composto por: Sala e cozinha em open space, totalmente equipada (equipamentos SMEG), com uma ampla varanda. Uma suite com roupeiros embutidos (casa de banho com base de duche) Dois quartos com roupeiros embutidos Uma casa de banho de apoio aos outros 2 quartos (com base de duche) Uma casa de banho social O apartamento possui amplas janelas que permitem que seja inundado de luz natural. Os elevados padrões de qualidade estão presentes em todos os elementos que compõem o imóvel. Ao apartamento pertencem dois lugares de estacionamento no piso - 1. Está inserido no 12º andar de um prédio com dois elevadores. Comércio e Serviços: rodeado de cafés, restaurantes, lojas tradicionais, supermercados (Continente), farmácias, bancos, escolas básicas e secundárias, creches, jardins de infância, Colégio São João de Brito, entre outros tipos de comércio e serviços. Zonas de Lazer: Parque Infantil, Parque Oeste, Jardim das Conchas, Jardim Maria da Luz Ponces de Carvalho e Quinta dos Lilases. Transportes Públicos:   - Autocarros da Carris: 41Be 2736. - Estações de Metro: Ameixoeira (1,3 Km), Quinta das Conchas (1,4 Km) e Lumiar (1 Km).  Principais eixos rodoviários: Junto ao Eixo-Norte Sul e 2ª Circular que dão acesso ao IC 19, A5, A8, A9 CREL, A1 Norte. Não perca tempo e marque já a sua visita. EN 3 bedroom apartment for rent. Fantastic brand new 3 bedroom apartment, located in JARDINS ALTEAR, very close to Jardim das Conchas. It consists of: Open plan living room and kitchen, fully equipped (SMEG equipment), with large balcony. A suite with built-in wardrobes (bathroom with shower base) Two bedrooms with built-in wardrobes A bathroom to support the other 2 bedrooms (with shower base) A social bathroom The apartment has large windows that allow you to be flooded with natural light. High quality standards are present in all elements that make up the property. The apartment has two parking spaces on the floor - 1. It is located on the 12th floor of a building with two elevators. Commerce and Services: surrounded by cafes, restaurants, traditional stores, supermarkets (Continente), pharmacies, banks, primary and secondary schools, daycare centers, kindergartens, Colégio São João de Brito, among other types of commerce and services. Leisure Areas: Playground, West Park, Shell Garden, Maria da Luz Ponces de Carvalho Garden and Lilacs Farm. Public Transport: - Carris buses: 41Band 2736. - Metro Stations: Ameixoeira (1.3 km), Quinta das Conchas (1.4 km) and Lumiar (1 km). Main road axes: Along the Eixo-Norte Sul and 2ª Circular that give access to the IC 19, A5, A8, A9 CREL, A1 Norte. Don't waste time and book your visit now. FR Appartement de 3 chambres à louer. Fantastique appartement neuf de 3 chambres, situé à JARDINS ALTEAR, tout près du Jardim das Conchas. Il se compose de: Séjour et cuisine ouverte, entièrement équipée (matériel SMEG), avec grand balcon. Une suite avec placards intégrés (salle de bain avec receveur de douche) Deux chambres avec placards intégrés Une salle de bain pour soutenir les 2 autres chambres (avec receveur de douche) Une salle de bain sociale L'appartement dispose de grandes fenêtres qui vous permettent d'être inondé de lumière naturelle. Des standards de qualité élevés sont présents dans tous les éléments qui composent la propriété. L'appartement dispose de deux places de parking à l'étage - 1. Il est situé au 12ème étage d'un immeuble avec deux ascenseurs. Commerce et services: entouré de cafés, restaurants, magasins traditionnels, supermarchés (Continente), pharmacies, banques, écoles primaires et secondaires, garderies, jardins d'enfants, Colégio São João de Brito, entre autres types de commerce et de services. Espaces de loisirs: Aire de jeux, Parc de l'Ouest, Jardin des.",good,False,True,20.0,False,False,,,2400.0,0.0,True,True
33928210,4.0,2900.0,flat,103.0,2,1,praça Dom Luís I,Lisboa,Misericórdia,Cais do Sodré - Santos,pt,38.7080664,-9.1455368,False,https://www.idealista.pt/imovel/33928210/,"Apartamento T2 na Baixa de Lisboa Apartamento T2 com 103 m2 de área bruta privativa, inserido no 8 Building, na Praça D Luís I, em Santos, Lisboa, de frente para o Mercado da Ribeira.  Este apartamento é composto por sala com cozinha americana equipada, dois quartos, 1 casa de banho e área de circulação. Ideal para investimento em Airbnb ou para habitação própria.  Parque de estacionamento, por avença, em frente ao edificio.Inserido no antigo e icónico Palácio dos Correios, datado de 1950 e que foi transformado num moderno edifício de apartamentos, o projecto preservou as características antigas como a pedra e os espaços muito amplos. A sua torre relógio e fachada são reveladores de um edifício cheio de história, com vistas únicas sobre o rio Tejo. Os apartamentos foram renovados com os mais altos padrões de qualidade dos materiais e dosacabamentos. Situado perto da Rua Nova do Carvalho, conhecidacomo a Rua Cor de Rosa, a 1 minuto a pé do Mercado TimeOut da Ribeira e do rio Tejo. A pouca distância de locais como o Bairro Alto, o Chiado ou a Baixa. Seja a pé, de carro, autocarro, metro ou no icónico Elevador da Bica, tudo estápróximo e pronto a ser explorado. Junto a um dos principais terminais detransportes da cidade, como metro, comboio, barco, autocarros, eléctrico eestação do Cais do Sodré.  A 15 minutos driving distance do Aeroporto HumbertoDelgado de Lisboa.   A informação disponibilizada não dispensa a sua confirmação e não pode ser considerada vinculativa. ENGLISH:  Two-Bedroom Apartment in Downtown Lisbon Two-bedroom apartment with 103 sqm of gross private area, located in the 8 Building, at Praça D. Luís I, in Santos, Lisbon. This apartment comprises a living room with an equipped open-plan kitchen, two bedrooms, one bathroom, and a circulation area. Ideal for investment in Airbnb or for personal residence. Parking available for a monthly fee in front of the building. Situated in the iconic former Palácio dos Correios, dating back to 1950, which has been transformed into a modern apartment building, the project has preserved its historical features such as stone walls and spacious areas. Its clock tower and facade reveal a building full of history, offering unique views over the Tagus River. The apartments have been renovated to the highest standards in terms of materials and finishes. Located near Rua Nova do Carvalho, known as Pink Street, just a 1-minute walk from the TimeOut Market and the Tagus River. It is within walking distance of areas like Bairro Alto, Chiado, and Baixa. Whether by foot, car, bus, metro, or the iconic Bica Funicular, everything is close by and ready to be explored. Adjacent to one of the city's main transportation hubs, including metro, train, boat, buses, tram, and the Cais do Sodré station. A 15-minute drive from Humberto Delgado Airport in Lisbon. The information provided does not exempt confirmation and cannot be considered binding  Licença de Utilização - 228.",good,False,True,28.0,False,False,,,2900.0,0.0,False,False
33928197,0.0,2290.0,flat,110.0,2,2,rua António Alçada Baptista,Lisboa,São Domingos de Benfica,Alto dos Moinhos,pt,38.754166,-9.1826372,False,https://www.idealista.pt/imovel/33928197/,"Apartamento T2 com garagem e arrecadação Apartamento T2 no condomínio fechado Lux Garden, ao lado do Estádio da Luz, Benfica. - Cozinha equipada; - 2 quartos (1 em suíte); - 2 casas de banho; - 1 lugar de garagem; - arrecadação; - Todas as divisões com ar condicionado; - condomínio com ginásio, espaços verdes de lazer, parque infantil, portaria, coworking e piscina. Localização privilegiada, em frente ao Estádio da Luz num dos bairros mais desejados de Lisboa: Benfica. Benfica é um bairro acolhedor e tem uma infraestrutura completa. Aqui poderá encontrar: Escolas, colégios e universidades nas proximidades; Restaurantes, cafés, pastelarias e supermercados; Hospital da Luz, Hospital dos Lusíadas, Centro de Saúde Benfica; Shopping Colombo, um dos maiores e mais completos de Lisboa; Estação de metro Alto dos Moinhos (6min a pé); Áreas verdes, ideais para lazer e atividades ao ar livre.  Condições de arrendamento: 2 rendas + 2 cauções Comprovativos de rendimento Comprovativos de morada Fiador ou alternativa A informação disponibilizada não dispensa a sua confirmação e não pode ser considerada vinculativa. English 2 Bedroom Apartment with garage and storage room 2 bedroom apartment in the private and closed condominium Lux Garden, next to Estádio da Luz, Benfica. - Equipped kitchen; - 2 bedrooms (1 en suite); - 2 bathrooms; - 1 parking space; - storage room; - air conditioning; - condominium with gym, green leisure spaces, children's playground, concierge, coworking and swimming pool. Privileged location, in front of Estádio da Luz in one of the most desirable neighborhoods in Lisbon: Benfica. Benfica is a welcoming neighborhood and has a complete infrastructure. Here you can find: Schools, colleges and universities nearby; Restaurants, cafes, pastry shops and supermarket; Hospital da Luz, Hospital dos Lusíadas, Benfica Health Center; Shopping Center Colombo, one of the largest and most complete in Lisbon; Benfica metro station; Green areas, ideal for leisure and outdoor activities. The information provided does not require confirmation and cannot be considered binding.  Licença de Utilização - 509/2018.",good,False,True,21.0,False,False,,,2290.0,0.0,True,True
33928181,,1450.0,flat,55.0,1,1,Expo Central,Lisboa,Parque das Nações,Expo Central,pt,38.7679227,-9.0919444,False,https://www.idealista.pt/imovel/33928181/,"Excelente apartamento MOBILADO, com uma localização fantástica, a 100m da Marina do Parque das Nações e do Hospital da CUF Descobertas. Inserido num edifício moderno, que dispõe de receção, ginásio, elevador e jardim privado do condominio. Apartamento com: Varanda. Ar condicionado. Estores eléctricos. Cozinha equipada. Quarto com roupeiro. Hall do quarto com roupeiro. Parqueamento para uma viatura. Pavimento cerâmico e em soalho flutuante. Wc com móvel, espelho e banheira com resguardo em vidro. DISPONIBILIDADE IMEDIATA. CONDIÇÕES DE ARRENDAMENTO Contrato de arrendamento vinculativo de 12 meses renovável. Pagamento de um mês de renda + dois meses de garantia, a devolver no final do contrato estando o apartamento nas mesmas condições de quando início do contrato. DOCUMENTOS NECESSÁRIOS PARA CONTRATO Inquilino (s): Identificação + Comprovativo de rendimentos em Portugal. (último IRS ou contrato de trabalho e dois últimos recibos de vencimento). VALOR DE RENDA NÃO NEGOCIÁVEL LU: 5/UT/ (telefone)  Nota: A informação disponibilizada neste anúncio não dispensa a sua confirmação e pode ser alterada sem aviso prévio. O anúncio não pode ser considerado vinculativo.  Categoria Energética: C  ref: Montrigues - 2023066.",good,False,True,26.0,False,False,,,1450.0,0.0,True,True
33928161,,1375.0,flat,46.0,1,1,Expo Central,Lisboa,Parque das Nações,Expo Central,pt,38.775611,-9.0995142,False,https://www.idealista.pt/imovel/33928161/,"APARTAMENTO DISPONIVEL PARA ENTRADA A 01.03. 2025, MAS JÁ DISPONIVEL PARA VISITAS. Excelente apartamento MOBILADO, inserido no EDIFÍCIO PANORAMIC, edifício com elevado nível de qualidade em plena Avenida Dom João II, uma localização estratégica e única, em frente ao Campus de Justiça, a 500m do Centro Comercial Vasco da Gama, e da Gare do Oriente. Apartamento com: Alarme. Vista de Rio. Arrecadação. Cozinha equipada. Quarto com roupeiro. Edifício com segurança 24h. Parqueamento para uma viatura. Pavimento cerâmico e em soalho flutuante. Wc com móvel, espelho e banheira com resguardo em vidro. Hall com porta blindada, teto falso em pladur e vídeo porteiro. APARTAMENTO DISPONIVEL PARA ARRENDAR NO MAXIMO PARA UM CASAL. CONDIÇÕES DE ARRENDAMENTO. Contrato de arrendamento obrigatório de 12 meses renovável. Pagamento de um mês de renda + dois meses de garantia, a devolver no final do contrato estando o apartamento nas mesmas condições de quando início do contrato. DOCUMENTOS NECESSÁRIOS PARA CONTRATO. Inquilino (s): Identificação + Comprovativo de rendimentos em Portugal. (último IRS ou contrato de trabalho e dois últimos recibos de vencimento). Fiador (es): Identificação + Comprovativo de rendimentos em Portugal. (último IRS ou contrato de trabalho e dois últimos recibos de vencimento). VALOR DE RENDA NÃO NEGOCIÁVEL. APARTAMENTO DISPONIVEL PARA ENTRADA A 01.03. 2025, MAS JÁ DISPONIVEL PARA VISITAS. LU: 324/UT/ (telefone)  Nota: A informação disponibilizada neste anúncio não dispensa a sua confirmação e pode ser alterada sem aviso prévio. O anúncio não pode ser considerado vinculativo.  Categoria Energética: C  ref: Montrigues - 2023042.",good,False,True,30.0,False,False,,,1375.0,0.0,True,True
33928179,,2400.0,flat,126.0,3,2,Expo Norte,Lisboa,Parque das Nações,Expo Norte,pt,38.7791918,-9.0939893,False,https://www.idealista.pt/imovel/33928179/,"DISPONIBILIDADE IMEDIATA. Excelente apartamento, inserido num edifício em plena Alameda dos Oceanos, uma localização estratégica e única na zona Norte do Parque das Nações. Apartamento com: Vista de rio. Ar condicionado. Cozinha equipada. Aquecimento central. Quartos com roupeiro. Hall dos quartos com roupeiro. Parqueamento para duas viaturas. Hall com porta blindada e vídeo porteiro. Pavimento em soalho flutuante e cerâmico. Wc da suíte com móvel, espelho e banheira. Wc principal com móvel, espelho e poliban fechado. Teto falso em pladur no hall, hall dos quartos, cozinha e Wc's ´s. Áreas: Sala 28,70m2. Cozinha 11,85m2. Suíte 15,07m2. Quartos 10,61m2 e 11,56m2. CONDIÇÕES DE ARRENDAMENTO. Contrato de arrendamento vinculativo de 12 meses. Pagamento de um mês de renda + dois meses de garantia, a devolver no final do contrato estando o apartamento nas mesmas condições de quando início do contrato. DOCUMENTOS NECESSÁRIOS PARA CONTRATO. Inquilino (s): Identificação + Comprovativo de rendimentos em Portugal. (último IRS ou contrato de arrendamento e dois últimos recibos de vencimento). Fiador (es): Identificação + Comprovativo de rendimentos em Portugal. (último IRS ou contrato de arrendamento e dois últimos recibos de vencimento). VALOR DE RENDA NÃO NEGOCIÁVEL. Nota: A informação disponibilizada neste anúncio não dispensa a sua confirmação e pode ser alterada sem aviso prévio. O anúncio não pode ser considerado vinculativo.  Categoria Energética: C  ref: Montrigues - 2023031.",good,False,True,19.0,False,False,,,2400.0,0.0,True,True
33928170,,2300.0,flat,153.0,2,3,Expo Sul,Lisboa,Parque das Nações,Expo Sul,pt,38.7567001,-9.0978859,False,https://www.idealista.pt/imovel/33928170/,"DISPONIBILIDADE IMEDIATA. Excelente apartamento T2, com áreas bastante generosas, inserido num edifício de referência na zona sul, em plena Alameda dos Oceanos, a principal artéria do Parque das Nações, uma localização estratégica e única. Apartamento com: Três Wc´s. Ar condicionado. Estores eléctricos.  Cozinha equipada. Vista frontal de Rio. Aquecimento central. Suíte I com dois roupeiros. Arrecadação com 6,10m2. Parqueamento para duas viaturas. Suíte II com closet com dois roupeiros.  Pavimento cerâmico e em soalho de madeira. Hall com porta blindada, teto falso em pladur e vídeo porteiro. NÃO TEM VARANDA. CONDIÇÕES DE ARRENDAMENTO. Contrato de arrendamento vinculativo de 24 meses renovável. Pagamento de dois meses de renda + dois meses de garantia, a devolver no final do contrato estando o apartamento nas mesmas condições de quando início do contrato. DOCUMENTOS NECESSÁRIOS PARA CONTRATO. Inquilino (s): Identificação + Comprovativo de rendimentos em Portugal. (último IRS ou contrato de trabalho e dois últimos recibos de vencimento). Fiador (es): Identificação + Comprovativo de rendimentos em Portugal. (último IRS ou contrato de trabalho e dois últimos recibos de vencimento). VALOR DE RENDA NÃO NEGOCIÁVEL. LU: 1320/UT/ (telefone)  Nota: A informação disponibilizada neste anúncio não dispensa a sua confirmação e pode ser alterada sem aviso prévio. O anúncio não pode ser considerado vinculativo.  Categoria Energética: C  ref: Montrigues - 2023020.",good,False,True,15.0,False,False,,,2300.0,0.0,True,True
33928095,,1800.0,flat,108.0,2,2,Expo Norte,Lisboa,Parque das Nações,Expo Norte,pt,38.7788417,-9.0986986,False,https://www.idealista.pt/imovel/33928095/,"APARTAMENTO DISPONIVEL A PARTIR DE 01.03. 2025, MAS JA DISPONIVEL VISITAS. Fantástico apartamento com áreas bastante generosas, inserido no EDIFÍCIO PORTAS DA PORTELA, edifício de referência em plena Avenida D. João II, a principal artéria do Parque das Nações, uma localização estratégica e única, a 1.000m da estação de Metro. Apartamento com: Arrecadação. Três varandas. Som ambiente. Estores eléctricos. Cozinha equipada. Aquecimento central. Quarto com roupeiro. Parqueamento para duas viaturas. Pavimento em soalho de madeira e cerâmico. Wc principal com móvel, espelho e cabine de hidromassagem. Hall com porta blindada, vídeo porteiro e teto falso em pladur. Suíte com roupeiro e wc com móvel, espelho e banheira com resguardo em vidro. Áreas: Hall 9m2. Sala 31m2. Cozinha 13,30m2. Quarto 12,55m2. Suíte 15,38m2. Wc´s 3,25m2 e 4,75m2. CONDIÇÕES DE ARRENDAMENTO. Contrato de arrendamento vinculativo de 12 meses. Pagamento de um mês de renda + dois meses de garantia, a devolver no final do contrato estando o apartamento nas mesmas condições de quando início do contrato. DOCUMENTOS NECESSÁRIOS PARA CONTRATO. Inquilino (s): Identificação + Comprovativo de rendimentos em Portugal. (último IRS ou contrato de trabalho e dois últimos recibos de vencimento). Fiador (es): Identificação + Comprovativo de rendimentos em Portugal. (último IRS ou contrato de trabalho e dois últimos recibos de vencimento). VALOR DE RENDA NÃO NEGOCIÁVEL. LU: 22/ (telefone)  APARTAMENTO DISPONIVEL A PARTIR DE 01.03. 2025, MAS JA DISPONIVEL VISITAS. Nota: A informação disponibilizada neste anúncio não dispensa a sua confirmação e pode ser alterada sem aviso prévio. O anúncio não pode ser considerado vinculativo.  Categoria Energética: B-  ref: Montrigues - 2023035.",good,False,True,17.0,False,False,,,1800.0,0.0,True,True
33928167,,1650.0,flat,90.0,2,1,Expo Central,Lisboa,Parque das Nações,Expo Central,pt,38.7695028,-9.0963649,False,https://www.idealista.pt/imovel/33928167/,"Magnifico apartamento MOBILADO, inserido no EDIFÍCIO CONDOMÍNIO DAS NAÇÕES, em plena Av. D. João II, uma localização estratégica e única, junto à Escola Superior de Enfermagem, a 600m da estação de Metro de Moscavide e a 950m da Gare do Oriente e do Centro Comercial Vasco da Gama. Apartamento com:  Alarme. Arrecadação.  Som ambiente.  Ar condicionado. Estores eléctricos.  Cozinha equipada.  Quartos com roupeiro. Wc com móvel e espelho. Parqueamento para uma viatura.  Pavimento em soalho flutuante e cerâmico. Hall com porta blindada, vídeo porteiro e teto falso em madeira. CONDIÇÕES DE ARRENDAMENTO. Contrato de arrendamento vinculativo de 12 meses renovável. Pagamento de um mês de renda + dois meses de garantia, a devolver no final do contrato estando o apartamento nas mesmas condições de quando início do contrato. DOCUMENTOS NECESSÁRIOS PARA CONTRATO. Inquilino (s): Identificação + Comprovativo de rendimentos em Portugal. (último IRS ou contrato de trabalho e dois últimos recibos de vencimento). Fiador (es): Identificação + Comprovativo de rendimentos em Portugal. (último IRS ou contrato de trabalho e dois últimos recibos de vencimento). VALOR DE RENDA NÃO NEGOCIÁVEL. LU: 1038/UT/ (telefone)  Nota: A informação disponibilizada neste anúncio não dispensa a sua confirmação e pode ser alterada sem aviso prévio. O anúncio não pode ser considerado vinculativo.  Categoria Energética: C  ref: Montrigues - 2023053.",good,False,True,18.0,False,False,,,1650.0,0.0,True,True
33928141,,1250.0,flat,50.0,1,1,Av. da Liberdade - Marquês de Pombal,Lisboa,Santo António,Av. da Liberdade - Marquês de Pombal,pt,38.7231417,-9.1481085,False,https://www.idealista.pt/imovel/33928141/,"Magnifico apartamento MOBILADO, inserido num edifício com elevador, situado na Rua Rodrigues Sampaio, uma rua paralela à Avenida da Liberdade, a cerca de 150 metros das estações do metro e das paragens da carris da Avenida e do Marquês de Pombal. Apartamento com: Ar condicionado. Quarto com roupeiro. Wc com móvel e espelho. Parqueamento para uma viatura. Kitchenette parcialmente equipada. Hall com porta blindada e vídeo porteiro. Pavimento cerâmico e em soalho flutuante. Áreas: Sala | Kitchenette com 28m2. Quarto com 11,50m2. Wc 4,50m2. Hall 2,40m2. APARTAMENTO DISPONIVEL PARA ARRENDAR NO MAXIMO PARA UM CASAL. DISPONIBILIDADE IMEDIATA. CONDIÇÕES DE ARRENDAMENTO. Contrato de arrendamento vinculativo de 12 meses. Pagamento de um mês de renda + dois meses de garantia, a devolver no final do contrato estando o apartamento nas mesmas condições de quando início do contrato. DOCUMENTOS NECESSÁRIOS PARA CONTRATO. Inquilino (s): Identificação + Comprovativo de rendimentos em Portugal. (último IRS ou contrato de trabalho e dois últimos recibos de vencimento). Fiador (es): Identificação + Comprovativo de rendimentos em Portugal. (último IRS ou contrato de trabalho e dois últimos recibos de vencimento). VALOR DE RENDA NÃO NEGOCIÁVEL. LU: 563/UT/ (telefone)  Nota: A informação disponibilizada neste anúncio não dispensa a sua confirmação e pode ser alterada sem aviso prévio. O anúncio não pode ser considerado vinculativo.  Categoria Energética: C  ref: Montrigues - 2023065.",good,False,True,25.0,False,False,,,1250.0,0.0,True,True
33883510,1.0,1850.0,flat,87.0,1,1,"alameda dos Oceanos, 81",Lisboa,Parque das Nações,Expo Norte,pt,38.7760605,-9.0955321,True,https://www.idealista.pt/imovel/33883510/,"Aprazível apartamento T1 ( 2 assoalhadas) localizado no prestigiado Condomínio Portucalle, Expo Norte, junto ao Rio Tejo, uma das zonas mais modernas de Lisboa.  Perfeito para quem valoriza conforto, exclusividade e uma localização estratégica. Os residentes têm acesso a comodidades exclusivas, incluindo uma piscina exterior, um parque infantil seguro e agradável, e segurança 24 horas por dia, para uma total tranquilidade. Totalmente mobilado e pronto a habitar, proporciona uma mudança prática e imediata.  Inserido num 1º piso em prédio com elevador e um lugar de estacionamento. Disponibilidade imediata para arrendamento. Principais caraterísticas: - Cozinha totalmente equipada - Sala ampla com acesso a varanda _ Quarto com acesso a varanda - Casa-de-banho com base de duche - Lugar de estacionamento - Boa luz natural (sul) Área envolvente: (a pé) - Metro Oriente - 14 min (1,0 km) - Metro Moscavide - 6 min (400 m) - Café - 5 min (290 m) - Supermercado - 3 min (190 m) - Escola Superior Saúde - 6 min (400 m) - Farmácia - 6 min (400 m) - Salão Beleza - 1 min (100 m) - Pizzaria - 4 min (260 m) - Campus Justiça - 8 min (500 m) - Piscina - 15 min (1,1 km) - Parque Infantil - 7 min (500 m) - Escola Condução - 3 min (210 m) Inserido numa localização privilegiada, o condomínio está rodeado de uma vasta oferta de serviços e comércio, como supermercados, restaurantes, farmácias, ginásios, padarias, cafés, padarias... Excelentes acessos rodoviários (A1, IC17, ponte Vasco da Gama) Transportes públicos à porta (comboio, metro e autocarros) Este local permite-lhe desfrutar de uma vida de bairro completa, com tudo o que necessita a uma curta distância a pé, eliminando a necessidade de usar carro. Não perca esta oportunidade de viver num local prestigiado, com excelentes comodidades e uma comunidade ativa.  Contacte-nos para agendar uma visita! Todas as informações apresentadas devem ser consideradas válidas no entanto não têm qualquer carácter vinculativo pelo que não dispensam a necessidade de verificação das mesmas. Licença AMI 22669 This south-facing T1 apartment is located in the renowned Portucalle Condominium, just steps from the Tagus River in Expo Norte.  With a gross private area of 87 square meters, this first-floor apartment offers ample living space and a range of amenities. The property features a bright and spacious living room, a comfortable and inviting bedroom, a fully equipped kitchen, a modern bathroom, and an entrance hall that enhances privacy and separates living spaces.  Additionally, the apartment includes one dedicated garage space, which is included in the rental price. The apartment is fully furnished and move-in ready, ensuring a hassle-free transition. Residents of Portucalle Condominium enjoy exclusive amenities, including an outdoor swimming pool, a safe and fun playground for children, and 24/7 security for peace of mind. Located in a vibrant neighborhood, the condominium is surrounded by an array of services and amenities such as supermarkets, restaurants, pharmacies, gyms, and bakeries.  This prime location offers the opportunity for a complete neighborhood lifestyle where everything you need is within walking distanceno car required. Immediate availability to rent. Don't miss the chance to live in this prestigious location with top-notch amenities and a thriving community.  Contact us today to schedule a visit!  Categoria Energética: C  ref:AR-PN1.",good,False,True,21.0,False,False,,,1850.0,0.0,True,True
33928004,1.0,1300.0,flat,35.0,1,1,rua da Conceição da Glória,Lisboa,Santo António,Praça da Alegria,pt,38.7170654,-9.1457591,False,https://www.idealista.pt/imovel/33928004/,"Disponível em: 31/05/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST.COM? Spacest.com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. Custos de abertura do contrato:  Administrative fee: €130 EN  Nestled in the heart of Lisbon's vibrant Príncipe Real neighbourhood, this charming T1 apartment offers a perfect blend of modern comfort and historic charm. Situated in one of Lisbon's most sought-after neighbourhoods, this apartment enjoys a prime location surrounded by trendy cafes, boutique shops, and cultural attractions. Príncipe Real is known for its picturesque streets, leafy gardens, and vibrant atmosphere, making it a favorite among locals and visitors alike. This T1 apartment comes fully furnished and equipped with all the amenities needed for a comfortable stay. Príncipe Real is renowned for its eclectic mix of boutiques, art galleries, and gourmet restaurants, offering a dynamic culinary and cultural scene right at your doorstep. Stroll through the nearby Jardim do Príncipe Real, relax in a sidewalk cafe, or explore the historic landmarks and vibrant street art that characterise this unique neighbourhood. Cleaning fee: 60€/month (mandatory) PT Situado no coração do vibrante bairro do Príncipe Real, em Lisboa, este encantador apartamento T1 oferece uma mistura perfeita de conforto moderno e charme histórico. Situado num dos bairros mais procurados de Lisboa, este apartamento goza de uma localização privilegiada, rodeado por cafés da moda, boutiques e atracções culturais. O Príncipe Real é conhecido pelas suas ruas pitorescas, jardins frondosos e atmosfera vibrante, tornando-o um favorito entre os habitantes locais e visitantes. Este apartamento T1 está totalmente mobilado e equipado com todas as comodidades necessárias para uma estadia confortável. O Príncipe Real é conhecido pela sua mistura eclética de boutiques, galerias de arte e restaurantes gourmet, oferecendo uma cena culinária e cultural dinâmica mesmo à sua porta. Passeie pelo Jardim do Príncipe Real, nas proximidades, relaxe num café à beira-mar ou explore os marcos históricos e a vibrante arte de rua que caracterizam este bairro único. Taxa de limpeza: 60€ por mês (obrigatório).",good,False,False,37.0,False,False,,,1300.0,0.0,False,False
