propertyCode,floor,price,propertyType,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,status,newDevelopment,hasLift,priceByArea,topNewDevelopment,topPlus,neighborhood,formerPrice,priceChange,hasParkingSpace,isParkingSpaceIncludedInPrice
33902638,5.0,1600.0,flat,92.0,3,1,Ciclovia Lisboa Cidade,Lisboa,São Domingos de Benfica,Estrada de Benfica,pt,38.7429764,-9.1870498,False,https://www.idealista.pt/imovel/33902638/,"Apartamento T3 para arrendamento na Rua Maia Ataíde Benfica. Imóvel em bom estado de conservação, junto á estação de Benfica. A sua localização permite um rápido acesso ao centro de Lisboa, bem como a todo o tipo de serviços e comércio. Condições para o arrendamento Duas rendas mais uma caução IRS 3 Ultimos recibos de ordenado Fiador  Licença de Utilização - 65 de 9/11/93.",good,False,True,17.0,False,False,,1600.0,0.0,False,False
33902571,,1800.0,flat,57.0,1,1,Praça de Espanha - Sete Rios,Lisboa,Campolide,Praça de Espanha - Sete Rios,pt,38.7371545,-9.1634387,False,https://www.idealista.pt/imovel/33902571/,"Apartamento T1, renovado, mobilado, com elevador e garagem, localizado em Sete Rios, Lisboa. Principais divisões: - Sala de estar - Cozinha totalmente equipada em open space - Quarto - Casa de banho completa Apartamento equipado com ar condicionado e estores elétricos. Estacionamento com espaço para 1 viatura. Localizado numa das áreas mais cobiçadas de Lisboa, a poucos passos do Jardim Zoológico, de centros empresariais, de comércio selecionado e com acesso privilegiado aos principais meios de transporte, incluindo metro, estação de comboios de Sete Rios e estradas principais como a Segunda Circular, Eixo Norte-Sul e a A5. A INSIDE LIVING opera no mercado de habitação e investimentos imobiliários de luxo. A nossa equipa oferece uma gama diversificada de serviços de excelência aos nossos clientes, tais como um serviços de apoio ao investidor, assegurando todo o acompanhamento na seleção, compra, venda ou aluguer de propriedades, projeto de arquitetura, design de interiores, serviços bancários e de concierge durante todo o processo.  Categoria Energética: B  ref: A51155.",good,False,True,32.0,False,False,,1800.0,0.0,True,True
33902538,2.0,1700.0,flat,80.0,3,2,rua de Sant'Ana à Lapa,Lisboa,Estrela,Lapa,pt,38.7109605,-9.1630081,False,https://www.idealista.pt/imovel/33902538/,"Disponível em: 01/04/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. Aviso de cancelamento: 1 meses O apartamento está a partir do dia 2025-04-01. O apartamento tem uma área total de 80 metros quadrados. Há 3 quarto(s), 2 banheiro(s). Também tem 1 sala(s) de estar. As despesas do condomínio não estão incluídas no aluguel. O custo médio dos serviços é de 150€. É necessário um período mínimo de permanência de 12 mês/meses. É possível reservar diretamente online.",good,False,False,21.0,False,False,,1700.0,0.0,False,False
33902535,0.0,3200.0,studio,50.0,0,1,Calçada de Salvador Correia de Sá,Lisboa,Misericórdia,Santa Catarina,pt,38.7115321,-9.1495031,False,https://www.idealista.pt/imovel/33902535/,"Disponível em: 18/03/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. O apartamento está a partir do dia 2025-03-18. Há 1 banheiro(s). Os serviços e o condomínio são incluídos no valor do aluguel. É necessário um período mínimo de permanência de 1 mês/meses. É possível reservar diretamente online.",good,False,False,64.0,False,False,,3200.0,0.0,False,False
33902533,3.0,3900.0,flat,50.0,1,1,rua do Salitre,Lisboa,Santo António,Rato - Amoreiras,pt,38.7188645,-9.1514776,False,https://www.idealista.pt/imovel/33902533/,"Disponível em: 10/03/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. O apartamento está a partir do dia 2025-03-10. Há 1 quarto(s), 1 banheiro(s). Os serviços e o condomínio são incluídos no valor do aluguel. É necessário um período mínimo de permanência de 1 mês/meses. É possível reservar diretamente online.",good,False,False,78.0,False,False,,3900.0,0.0,False,False
33889502,1.0,1300.0,flat,64.0,1,1,rua Braamcamp Freire,Lisboa,Penha de França,Alto de São João - Alto do Varejão,pt,38.7247232,-9.1180328,False,https://www.idealista.pt/imovel/33889502/,"Disponível em: 01/03/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. Custos de abertura do contrato:  The amount paid is used to cover costs such as registration of the contract and cleaning service. - For reservations from August to October: 40% of the rent - For reservations all other months: €100 - Re-book fee: €100 *Before your stay, you'll be asked to make the final payment for the last month's rent, deposit, and entry fee (if applicable) Custos de encerramento do contrato:  O apartamento está a partir do dia 2025-03-01. O apartamento tem uma área total de 64.8 metros quadrados. Há 1 quarto(s), 1 banheiro(s). Os serviços e o condomínio são incluídos no valor do aluguel. É necessário um período mínimo de permanência de 1 mês/meses. É possível reservar diretamente online.",good,False,False,20.0,False,False,,1300.0,0.0,False,False
33902486,3.0,1800.0,flat,65.0,2,1,Vila Manuel Bernardo,Lisboa,Penha de França,Centro,pt,38.7313922,-9.1306337,False,https://www.idealista.pt/imovel/33902486/,"Disponível em: 17/01/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. Aviso de cancelamento: 1 meses O apartamento está a partir do dia 2025-01-17. Há 2 quarto(s), 1 banheiro(s). Também tem 1 sala(s) de estar. Os serviços e o condomínio são incluídos no valor do aluguel. É necessário um período mínimo de permanência de 1 mês/meses. É possível reservar diretamente online.",good,False,False,28.0,False,False,,1800.0,0.0,False,False
33902483,,1450.0,flat,45.0,1,1,beco do Forno do Castelo,Lisboa,Santa Maria Maior,Castelo - Mouraria,pt,38.7122281,-9.13364,False,https://www.idealista.pt/imovel/33902483/,"Disponível em: 15/01/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. Custos de abertura do contrato:  Limpeza e desinfecção: 65,00 € + Taxa de serviço: 5 % da reserva Cleaning and disinfection: 65,00 € + Service charge: 5 % of the reservation Aviso de cancelamento: 0 meses O apartamento está imediatamente. O apartamento tem uma área total de 45 metros quadrados. Há 1 quarto(s), 1 banheiro(s). Também tem 1 sala(s) de estar. A taxa do condomínio está incluída no aluguel mensal. O custo médio dos serviços é de 100€ que inclui gás, água, eletricidade, internet. É necessário um período mínimo de permanência de 1 mês/meses. É possível reservar diretamente online.",good,False,False,32.0,False,False,,1450.0,0.0,False,False
33902482,,2083.0,flat,79.0,2,1,rua do Embaixador,Lisboa,Belém,Centro,pt,38.6997483,-9.1964465,False,https://www.idealista.pt/imovel/33902482/,"Disponível em: 15/01/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. Custos de abertura do contrato:  NOT INCLUDED IN PRICE: Cleaning Fee(NOT OPTIONAL, NOT REFUNDABLE): 75 (FlatPerStay - a fixed value will be added once per whole stay)    Cleaning fee: 75 O apartamento está imediatamente. O apartamento tem uma área total de 79 metros quadrados. Há 2 quarto(s), 1 banheiro(s). Também tem 1 sala(s) de estar. Os serviços e o condomínio são incluídos no valor do aluguel. É possível reservar diretamente online.",good,False,False,26.0,False,False,,2083.0,0.0,False,False
33902459,2.0,2500.0,flat,95.0,2,2,rua 4 de Infantaria,Lisboa,Campo de Ourique,Centro,pt,38.7218145,-9.164613,False,https://www.idealista.pt/imovel/33902459/,"Disponível em: 21/01/2025.  Reserve em linha clicando abaixo do mapa em ""Link adicional"".  ************* COMO É QUE FUNCIONA O SPACEST. COM? Spacest. com é uma plataforma online para alugueres de médio-longo prazo que foi criada como garantia para o arrendatário: verificamos todos os apartamentos e as fotos são recentes e fiáveis para que possa reservar online com paz de espírito para evitar que alguém o faça antes de si.  Para reservar online, siga o link no fundo da página (abaixo do mapa) e clique em ""alugar agora"". Se precisar de assistência, por favor contacte-nos e nós ajudá-lo-emos. Custos de abertura do contrato:  Cleaning costs for opening the contract (optional): 50€ Despesas de limpeza para a abertura do contrato (opcional): 50€ Custos de encerramento do contrato:  Cleaning costs for closing the contract (optional): 50€ Despesas de limpeza para o encerramento do contrato (opcional): 50€ Deductions relating to possible accommodation expenses (electricity, water, gas, etc. not paid) and/or any damages Deduções relativas a eventuais despesas de alojamento (eletricidade, água, gás, etc. , não pagas) e/ou a eventuais danos Aviso de cancelamento: 2 meses O apartamento está a partir do dia 2025-01-21. O apartamento tem uma área total de 95 metros quadrados. Há 2 quarto(s), 2 banheiro(s). Também tem 1 sala(s) de estar. A taxa do condomínio está incluída no aluguel mensal. O custo médio dos serviços é de 150€. É necessário um período mínimo de permanência de 1 mês/meses. É possível reservar diretamente online.",good,False,False,26.0,False,False,,2500.0,0.0,False,False
33902431,2.0,2650.0,duplex,137.0,3,3,Príncipe Real - São Bento,Lisboa,Misericórdia,Príncipe Real - São Bento,pt,38.7138597,-9.1520266,False,https://www.idealista.pt/imovel/33902431/,"Localizado no coração de Lisboa, no pitoresco bairro da Rua de São Bento, este apartamento histórico T3 duplex personifica o charme e a luz da capital portuguesa. Inserido no ultimo andar de um edifício histórico, totalmente recuperado, com uma bonita fachada, distribui-se da seguinte forma: Piso 0: - Sala; - Cozinha; - Quarto ou escritório; - Casa-de-banho de visitas; - Zona de arrumos. Piso 1: - Quarto em suite com closet; - Quarto em suite com roupeiros e ampla zona de arrumação. Para além do seu charme e luz, este apartamento desfruta de uma localização verdadeiramente privilegiada. Situado no coração de São Bento, a cinco minutos a pé do Principe Real e Santos, os moradores têm fácil acesso às atracções culturais, restaurantes requintados e lojas de rua que tornam Lisboa uma das cidades mais cativantes da Europa.  Explorando o encanto de São Bento em Lisboa: A Rua de São Bento, situada num dos bairros mais vibrantes e históricos de Lisboa, oferece uma experiência verdadeiramente autêntica da vida na capital portuguesa. Com a sua atmosfera encantadora e localização central, este bairro cativa residentes e visitantes com a sua rica história, arquitetura deslumbrante e uma infinidade de comodidades. Este bairro prima igualmente pela sua herança cultural e histórica uma vez que aqui se localizam uma variedade de instituições culturais, incluindo museus, galerias de arte e monumentos históricos, oferecendo aos moradores uma oportunidade única de mergulhar na rica herança cultural de Portugal. Além da sua riqueza cultural e arquitectónica, a Rua de São Bento é um centro de atividade local. Cafés pitorescos, restaurantes típicos e mercados tradicionais estão espalhados pelo bairro, oferecendo uma variedade de opções gastronómicas e oportunidades para socializar com os moradores locais.  Passear pela Rua de São Bento é como fazer uma viagem no tempo, com as suas fachadas coloridas e varandas de ferro forjado que remontam a diferentes períodos da história de Lisboa. Desde os elegantes palacetes do século XVIII até os charmosos edifícios residenciais do século XIX, a arquitetura diversificada deste bairro reflete a evolução dinâmica da cidade ao longo dos séculos.  Categoria Energética: D  ref: DÚP_7282.",good,False,False,19.0,False,False,,2650.0,0.0,False,False
33902240,0.0,2600.0,flat,110.0,3,2,avenida dos Estados Unidos da América,Lisboa,Alvalade,Campo Grande,pt,38.7476562,-9.1480917,False,https://www.idealista.pt/imovel/33902240/,"Oportunidade Única de Arrendamento!  Descubra o seu novo lar na icónica Avenida dos Estados Unidos da América, em Alvalade, Lisboa! Este fabuloso apartamento T3, totalmente mobilado e equipado com requinte e bom gosto, está à sua espera! Inserido num r/c ao nível de um 1º andar, de um prédio familiar tranquilo. Com um toque de luxo em cada detalhe este apartamento foi desenhado para si, que sabe que o verdadeiro luxo está nos detalhes.  Privacidade e Conforto: A zona privativa é completamente independente, oferecendo máxima privacidade aos seus 3 quartos espaçosos. Com duas casas de banho, incluindo uma suite, e roupeiros em todos os quartos, este é o espaço ideal para viver com tranquilidade. Espaço para Receber e Desfrutar A Sala de Estar une-se a uma cozinha moderna e totalmente equipada em conceito openspace, perfeita para relaxar e uma zona de refeições ideal para momentos em família Conforto em Cada Detalhe: Ar condicionado em todas as divisões mantém o clima perfeito o ano todo. Caixilharia em PVC com vidro duplo, proporcionando isolamento térmico e acústico de excelência. A Vida Urbana ao Seu Alcance Este imóvel oferece a combinação perfeita de vida familiar e citadina, situado próximo das melhores escolas, universidades, parques, comércio e serviços. Com fácil acesso às principais vias da cidade, está estrategicamente localizado para que possa aproveitar o melhor de Lisboa. Condições de Arrendamento: 1 renda + 2 cauções. Ao valor da renda mensal acresce 180,00€ para as despesas com a eletricidade, água, tv e internet. Não perca esta oportunidade! Venha conhecer o seu novo lar em Alvalade e sinta a magia de viver em Lisboa. Agende já a sua visita!  Classe Energética: D ID: I. 255.21418.",good,False,True,24.0,False,False,,2600.0,0.0,False,False
33902221,1.0,2100.0,flat,116.0,3,2,rua Nova do Loureiro,Lisboa,Misericórdia,Bairro Alto,pt,38.7134766,-9.1476913,False,https://www.idealista.pt/imovel/33902221/,"Espectacular apartamento T3, com excelentes áreas e Páteo exterior com 30m2, disponível já a partir de Janeiro de 2025. Fantástica localização, muito central, entre as zonas do Princípe Real e Bairro Alto / São Bento e próximo a transportes / metro. Inclui equipamentos de cozinha e mobílias, e está totalmente pronto a habitar. A escassos minutos a pé para o Eléctrico 28, Castelo, Rio Tejo e todo o Comércio e Serviços. Venha disfrutar da centralidade e exclusividade deste apartamento. Contacte Já!",good,False,False,18.0,False,False,,2100.0,0.0,False,False
33902153,3.0,1100.0,flat,45.0,1,1,rua do Vigário,Lisboa,Santa Maria Maior,Alfama - Sé,pt,38.7133984,-9.1262946,False,https://www.idealista.pt/imovel/33902153/,"Espectacular apartamento T1, com boa área e varanda com vista de rio, disponível já a partir de Janeiro de 2025. Fantástica localização, muito central no bairro de Alfama e próximo a transportes / metro. Inclui equipamentos, mobílias e utensílios, e está totalmente pronto a habitar. A escassos minutos a pé de Santa Apolónia, Tejo, Baixa e todo comércio e serviços. Venha disfrutar da centralidade e exclusividade deste apartamento. Contacte Já!",good,False,False,24.0,False,False,,1100.0,0.0,False,False
33902146,,2200.0,flat,60.0,1,1,Av. de Roma - Campo Pequeno,Lisboa,Areeiro,Av. de Roma - Campo Pequeno,pt,38.7424203,-9.1438637,False,https://www.idealista.pt/imovel/33902146/,"T1 / Piscina / Garagem / Varanda / Mobilado / Condomínio Lumino / Campo Pequeno / Areeiro Apartamento T1, situado no Condomínio Lumino construído em 2023, junto ao Campo Pequeno, com piscina e lugar de estacionamento. Composto por sala com varanda, que lhe confere muita luminosidade, um quarto com roupeiro embutido, uma casa de banho e cozinha totalmente equipada com eletrodomésticos Bosch. Dispõe de ar condicionado. O apartamento é arrendado com a mobília. Existe todo o tipo de comércio desde o tradicional ao mais elitista, restaurantes e supermercados. Próximo do Aeroporto de Lisboa, transportes públicos e com facilidade de acessos rodoviários. Já se imaginou a viver na melhor zona de Lisboa? Venha visitar! **Autorização de Utilização Nº 380/UT-CML/2023, emitida a 2023/09/29 pela Câmara Municipal de Lisboa** T1 / Pool / Garage / Balcony / Furnished / Lumino Condominium / Campo Pequeno / Areeiro One-bedroom flat in the Lumino Condominium, built in 2023, next to Campo Pequeno, with swimming pool and parking space. Comprising a living room with a balcony, which is very bright, a bedroom with built-in wardrobe, a bathroom and a fully equipped kitchen with Bosch appliances. It has air conditioning. The flat is rented with the furniture. There are all kinds of shops, from the traditional to the more upmarket, restaurants and supermarkets. Close to Lisbon Airport, public transport and easy road access. Can you imagine living in the best area of Lisbon? Come and visit! T1 / Piscine / Garage / Balcon / Meublé / Condominium Lumino / Campo Pequeno / Areeiro Appartement d'une chambre dans le Lumino Condominium, construit en 2023, à côté du Campo Pequeno, avec piscine et place de parking. Il se compose d'un salon très lumineux avec balcon, d'une chambre avec armoire encastrée, d'une salle de bains et d'une cuisine entièrement équipée avec des appareils Bosch. L'appartement est climatisé. L'appartement est loué avec les meubles. Il y a toutes sortes de magasins, du traditionnel au plus haut de gamme, des restaurants et des supermarchés. Proche de l'aéroport de Lisbonne, des transports publics et d'un accès routier facile. Pouvez-vous imaginer vivre dans le meilleur quartier de Lisbonne? Venez visiter! Licença de Utilização - **Autorização de Utilização Nº 380/UT-CML/2023, emitida a 2023/09/29 pela Câmara Municipal de Lisboa**.",good,False,,37.0,False,False,,2200.0,0.0,True,True
30161649,4.0,2990.0,duplex,130.0,3,1,rua Damasceno Monteiro,Lisboa,Arroios,Anjos,pt,38.720093,-9.1344277,False,https://www.idealista.pt/imovel/30161649/,"T3 Duplex com um terraço com uma excelente vista do rio, zona histórica de Lisboa. Fantástico T3 Duplex com Mobília, junto do Lendário Bairro da Graça, Típico Bairro Alfacinha encarrapitado na mais alta colina de Lisboa.  A 100m do Largo da Graça, este T3 localiza-se em prédio antigo mas todo ele reformado. A casa, dividida em 2 pisos, conta com uma área social no 1 andar Living para 2 ambientes com 24.55m2 bem distribuídos e iluminados, casa de banho, cozinha equipada ( placa, Forno, exaustor, microondas, maquina lavar roupa e maquina lavar Loiça ) e despensa. O segundo piso conta com ambientes bem distribuídos, amplos e com muita luz: e um terraço com 18 m2 com uma vista unica e deslumbrante de Lisboa. A Graça é um dos mais bonitos bairros de Lisboa e dos poucos com vida a tempo inteiro. É possível encontrar de tudo nas redondezas: escolas, creches, jardins, mercearias, supermercados, cafés, restaurantes de todos os tipos, feira da ladra, mercado, miradouros, variados projectos culturais, diversas práticas associativas culturais e sociais importantes, ofertas de práticas desportivas, etc. Visite"".",good,False,False,23.0,False,False,,2990.0,0.0,False,False
33902123,1.0,1750.0,flat,87.0,2,2,Campo de Santana - Santa Marta,Lisboa,Santo António,Campo de Santana - Santa Marta,pt,38.7187905,-9.142941,False,https://www.idealista.pt/imovel/33902123/,"T2 com pátio junto à Av. da Liberdade Extremamente bem localizado, este apartamento cheio de luz situa-se a dois passos da Av. da Liberdade, no n. 9 da Travessa Larga. Inserido num edifício bem cuidado dos anos 30, mantém o registo da sua génese e as ""namoradeiras"" em pedra à janela. Óptimas áreas, com a tradicional tábua corrida em pinho, cozinha equipada, 2 wc, uma suite, um quarto com closet e um terraço voltado a sul, com churrasco.",good,False,False,20.0,False,False,,1750.0,0.0,False,False
33853953,3.0,1100.0,flat,62.0,1,1,praça Nuno Gonçalves,Lisboa,Avenidas Novas,Entrecampos,pt,38.7465713,-9.1576804,False,https://www.idealista.pt/imovel/33853953/,"Apartamento de tipologia T1 junto à Cidade Universitária. Totalmente mobilado e equipado, nomeadamente com roupas, loiças e todo o tipo de acessórios. Composto por 1 sala com um pequeno terraço, 1 quarto com 2 camas single que se podem juntar formando 1 cama de casal. Cozinha totalmente equipada e 1 instalação sanitária com banheira. Condições de arrendamento: Com Fiador, 2 rendas e 1 caução; Sem Fiador, 2 rendas e 2 cauções. Documentação a apresentar: Documento de identificação e 3 últimos recibos de salário dos inquilinos e do Fiador, caso se aplique.",good,False,True,18.0,False,False,,1100.0,0.0,False,False
33902116,0.0,1100.0,flat,50.0,1,1,rua Francisco de Holanda,Lisboa,Avenidas Novas,Entrecampos,pt,38.7430178,-9.156018,False,https://www.idealista.pt/imovel/33902116/,"Para um contrato inicial de seis meses a iniciar em 01/02/2025. Apartamento T1, totalmente mobilado e equipado, em R/C alto de prédio com localização privilegiada em Entrecampos. A dois passos da Cidade Universitária. Constituído por cozinha equipada aberta para uma sala ampla e luminosa, quarto virado a sul com espaço de escritório, wc com chuveiro espaçoso e espaço de lavandaria autónomo. Com todo o tipo de comércio, serviços, instituições e transportes públicos em redor, tais como supermercados, restaurantes, farmácia, correios, jardins, autocarros, metro, comboio, entre muitos outros pontos de interesse.",good,False,False,22.0,False,False,,1100.0,0.0,False,False
33902051,0.0,2500.0,flat,110.0,2,2,"rua António Alçada Baptista, 11",Lisboa,São Domingos de Benfica,Alto dos Moinhos,pt,38.7533836,-9.1811651,True,https://www.idealista.pt/imovel/33902051/,"Apartamento T2 com garagem e arrecadação Apartamento T2 no condomínio fechado Lux Garden, ao lado do Estádio da Luz, Benfica. - Cozinha equipada; - 2 quartos (1 em suíte); - 2 casas de banho; - 1 lugar de garagem; - arrecadação; - Todas as divisões com ar condicionado; - condomínio com ginásio, espaços verdes de lazer, parque infantil, portaria, coworking e piscina. Localização privilegiada, em frente ao Estádio da Luz num dos bairros mais desejados de Lisboa: Benfica. Benfica é um bairro acolhedor e tem uma infraestrutura completa. Aqui poderá encontrar: Escolas, colégios e universidades nas proximidades; Restaurantes, cafés, pastelarias e supermercados; Hospital da Luz, Hospital dos Lusíadas, Centro de Saúde Benfica; Shopping Colombo, um dos maiores e mais completos de Lisboa; Estação de metro Alto dos Moinhos (6min a pé); Áreas verdes, ideais para lazer e atividades ao ar livre.  Condições de arrendamento:  2 rendas + 2 cauções Comprovativos de rendimento Comprovativos de morada Fiador ou alternativa A informação disponibilizada não dispensa a sua confirmação e não pode ser considerada vinculativa. English 2 Bedroom Apartment with garage and storage room 2 bedroom apartment in the private and closed condominium Lux Garden, next to Estádio da Luz, Benfica. - Equipped kitchen; - 2 bedrooms (1 en suite); - 2 bathrooms; - 1 parking space; - storage room; - air conditioning; - condominium with gym, green leisure spaces, children's playground, concierge, coworking and swimming pool. Privileged location, in front of Estádio da Luz in one of the most desirable neighborhoods in Lisbon: Benfica. Benfica is a welcoming neighborhood and has a complete infrastructure. Here you can find: Schools, colleges and universities nearby; Restaurants, cafes, pastry shops and supermarket; Hospital da Luz, Hospital dos Lusíadas, Benfica Health Center; Shopping Center Colombo, one of the largest and most complete in Lisbon; Benfica metro station; Green areas, ideal for leisure and outdoor activities. The information provided does not require confirmation and cannot be considered binding.",good,False,True,23.0,False,False,,2500.0,0.0,True,True
33890246,10.0,2700.0,flat,163.0,3,3,avenida Miguel Torga,Lisboa,Campolide,Nova Campolide,pt,38.7291589,-9.1608053,False,https://www.idealista.pt/imovel/33890246/,"T3 Jardins de Campolide – Garagem, Piscina e Parque Infantil Este espaçoso apartamento T3, inserido no prestigiado condomínio Jardins de Campolide, oferece segurança 24 horas, jardim, parque infantil e piscina, criando o ambiente perfeito para acolher a sua família. O apartamento situa-se no 10º andar com elevador e dispõe de orientação solar nascente/poente, proporcionando excelente luminosidade ao longo do dia. Inclui ainda um lugar de garagem e arrecadação. Características principais:  Quartos: 3, com áreas generosas, sendo um deles suíte;  Casas de banho: 3, 2 com banheira;  Cozinha: Totalmente equipada com frigorífico, placa, forno, exaustor, caldeira, máquina de lavar loiça e máquina de lavar roupa. Conforto e funcionalidade:  Vidros duplos;  Porta blindada;  Aquecimento central;  Excelentes áreas e arrumação: todos os quartos com roupeiros embutidos e roupeiro extra no corredor; Localização privilegiada: Além de desfrutar das comodidades exclusivas do condomínio fechado, este apartamento está estrategicamente situado, com acessos fáceis ao eixo Norte-Sul, à Ponte 25 de Abril e à Praça de Espanha. Nas imediações, encontra:  Espaços verdes;  Comércio e serviços;  Principais polos urbanos, como as Amoreiras e o El Corte Inglés;  A apenas 5 minutos a pé da Universidade Nova de Lisboa. Condições de Arrendamento:  Fiador obrigatório;  Contrato mínimo: 3 anos.",good,False,True,17.0,False,False,,2700.0,0.0,True,True
33901878,-1.0,1130.0,flat,55.0,1,1,"travessa do Olival à Graça, 46",Lisboa,São Vicente,Santa Engrácia,pt,38.7196917,-9.1245007,True,https://www.idealista.pt/imovel/33901878/,"T1 Mobilado e Equipado com Pátio. Arrendamento de apartamento no bairro típico da Graça totalmente equipado e mobilado. Características: - Sala com acesso a um logradouro; - Cozinha totalmente equipada; - Suite no piso superior; - Ar condicionado. A zona envolvente continua a beneficiar do tão conhecido ambiente do Bairro da Graça, cada vez mais cosmopolita. Acesso fácil à Av. Infante D. Henrique, Av. 24 de Julho e Lisboa centro. Transportes públicos principais: - Estação de metro (linha azul) e comboio de “Santa Apolónia”. Disponível a 1 de março de 2025.",good,False,False,21.0,False,False,,1130.0,0.0,False,False
33901848,2.0,1500.0,studio,45.0,0,1,"rua Professor Sousa da Câmara, 128",Lisboa,Campolide,Centro,pt,38.7248996,-9.1613334,True,https://www.idealista.pt/imovel/33901848/,"Apartamento T0 totalmente mobilado para arrendamento no condomínio privado LX Living nas Amoreiras. Apartamento mobilado (com roupeiros), sala com cozinha totalmente equipada em open space e casa de banho-  Apartamento possui 1 lugar de estacionamento. Condominio consiste de portaria 24h, 2 Piscinas (exterior e interior), ginásio, jardim e spa. O LX Living é um empreendimento totalmente novo, de utilização mista, localizado nas Amoreiras, uma zona residencial muito requisitada no centro de Lisboa. Com uma localização privilegiada, encontra-se a apenas alguns passos da prestigiada Avenida da Liberdade, no coração do grandioso e espaçoso centro financeiro central da cidade.  Agende já a sua visita!",good,False,True,33.0,False,False,,1500.0,0.0,True,True
