propertyCode,floor,price,propertyType,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,status,newDevelopment,hasLift,priceByArea,topNewDevelopment,topPlus,neighborhood,formerPrice,priceChange,hasParkingSpace,isParkingSpaceIncludedInPrice
33773178,4.0,1850.0,flat,68.0,2,1,Gulbenkian - Praça Espanha,Lisboa,Avenidas Novas,Gulbenkian - Praça Espanha,pt,38.7408935,-9.1561733,False,https://www.idealista.pt/imovel/33773178/,"Apartamento T2 mobilado junto a Fundação Gulbenkian nas Avenidas Novas.  O Imóvel estará disponível a partir de 1 de Janeiro de 2025. As áreas dividem-se por: - Sala de estar com saída para pequena varanda fechada  - Cozinha equipada com máquina de lavar louça, máquina de lavar e secar roupa, frigorifico, forno elétrico e placa vitrocerâmica - WC Completo - 2 Quartos com roupeiros Imóvel com boas áreas nos quartos, com têxteis de cama e de banho incluídos. Apartamento com boa luminosidade e boa orientação solar, janelas com vidros duplos em prédio com elevador sem estacionamento. Situado na emblemática área das Avenidas Novas, a 100 metros da Fundação Gulbenkian, este apartamento beneficia de uma localização estratégica. A zona é reconhecida pela sua centralidade e pela proximidade a uma vasta gama de serviços e comércio local. O acesso facilitado a transportes públicos torna a mobilidade na cidade extremamente fácil, proporcionando uma experiência de vida urbana sem complicações. Não perca esta oportunidade! A Castelhana agora é Dils. A Castelhana é um nome de referência no setor imobiliário português há mais de 25 anos e agora é Dils, uma empresa Italiana com mais de 50 anos de história e com escritórios em Milão, Roma e Amsterdão e agora em Lisboa, Porto, Algarve e Estoril. Em Lisboa, a nossa sede encontra-se no Chiado, um dos bairros mais emblemáticos e tradicionais da cidade. No Porto, estamos na icónica Avenida da Boavista. Na região do Algarve, temos um escritório junto à Marina de Vilamoura, e no Estoril, ao lado do famoso Casino do Estoril. Sob a marca Dils, somos especializados na consultoria para empresas, organizações e investidores institucionais, oferecendo serviços de compra, venda, arrendamento e desenvolvimento de imóveis residenciais.  Estamos à sua disposição, com uma equipa dedicada para oferecer o melhor suporte no seu próximo investimento imobiliário.  Quando o mundo muda, é hora de reescrever as regras. It's time to imagine your future space.  Categoria Energética: D  ref: 28908.",good,False,True,27.0,False,False,,1850.0,0.0,False,False
33903733,3.0,2500.0,flat,136.0,2,2,largo do Terreiro do Trigo,Lisboa,Santa Maria Maior,Alfama - Sé,pt,38.7080621,-9.1287864,False,https://www.idealista.pt/imovel/33903733/,"Fantástico Apartamento T2 Remodelado para Arrendamento – Vista Deslumbrante Rio Tejo! Convida-mo-lo a conhecer este Fantastico Apartamento T2 Totalmente Remodelado, para arrendamento, ideal para quem procura Conforto, Elegância e uma Localização Privilegiada numa das zonas Históricas de Lisboa, na freguesia de Santa Maria Maior. Encontra-se Totalmente Mobilado com decoração contemporânea de excelente qualidade, situa-se num predio de 4 pisos, no 3º Andar sem elevador, possui 2 Quartos com roupeiros embutidos. 1 WC e 1 Casa de Banho Completa, Sala com área bastante ampla, dispoe ainda de uma zona de leitura bastante acolhedora! Cozinha totalmente equipada pronta a utilizar! Dispoe ainda de vidros duplos em todas as divisoes para maior isolamento termico e acustico. Vista deslumbrante para o Rio Tejo, proporcionando uma experiência única. Vizinhança de Prestígio, como o Museu José Saramago, e a Doca Jardim do Tabaco a poucos passos, bem como a Igreja da Sé. Localização Invejável, garantindo fácil acesso a transportes e serviços essenciais. Este apartamento é perfeito para quem deseja viver em uma zona historica e central de Lisboa, com acesso rápido a diversos pontos turísticos, culturais e gastronômicos. Não perca a oportunidade de viver neste espaço! Condições de Arrendamento: - 2 Rendas + 1 de Caução  - Fiador - Prova de Rendimentos ( arrendatário e fiador ) Duração minima de contrato 1 Ano Licenca de Utilização nº 2022/7, emitida em 16/12/2021, emitida pela Câmara Municipal de Lisboa.    Licença de Utilização - 2022/7.",good,False,False,18.0,False,False,,2500.0,0.0,False,False
33903698,0.0,1350.0,flat,73.0,2,1,rua José da Purificação Chaves,Lisboa,Benfica,Fonte Nova -  Calhariz,pt,38.7450488,-9.1926027,False,https://www.idealista.pt/imovel/33903698/,"Apartamento remodelado com boa luz Chão de madeira. Sala espaçosa 2 quartos  1 Casa de banho com chuveiro Cozinha dispõe de placa, forno e esquentador. O apartamento situa se num rés do chão alto. Tem estacionamento de rua Fica perto de farmácias, centro de saúde, pastelarias, restaurantes e todo o tipo de comércio a poucos metros de distância a pé. Dispõe de transportes à porta, excelentes acessos ao centro de Lisboa, Linha de Cascais e Sintra. Perto do acesso pedonal ao Monsanto, ideal para corridas e voltas de bicicleta. Zona calma, praceta com estacionamento junto ao prédio. Espaços verdes com zona infantil. Apartamento sem mobília.",good,False,True,18.0,False,False,,1350.0,0.0,False,False
33903628,0.0,950.0,flat,80.0,1,1,rua Nova do Calhariz,Lisboa,Ajuda,Centro,pt,38.7027361,-9.1981277,False,https://www.idealista.pt/imovel/33903628/,"Apartamento para arrendamento de longa duração. Este imóvel está mobilado e equipado, com os itens básico para uma entrada imediata. Inserido num prédio familiar, num rés de chão alto, com poucos degraus na entrada do edifício, composto por um quarto mobilado, sala com sofá, cozinha equipada com frigorifico, fogão, esquentador, micro ondas, máquina de lavar roupa, tem alguns utensílios de cozinha. No exterior pode usufruir de um jardim, sendo este uma mais valia do apartamento (a manutenção do jardim fica ao encargo do proprietário).  O Bairro da Ajuda é um dos melhores bairros para se viver, ainda conserva as caraterísticas típicas, onde o comercio tradicional, o contacto próximo da população, ao fácil acesso há zona, a transportes públicos. A zona ribeirinha está a escassos metros, onde pode fazer caminhadas ou apenas passear nos jardins de Belém.  Para obter mais informações, não hesite em nos contactar! Envie mensagem pelo Whtsapp ""História A freguesia da Ajuda situa-se entre a praia de Belém e a serra de Monsanto. Era um local pouco propício à agricultura. Conta a lenda que um pastor, passando no local teve uma aparição da Virgem. A notícia espalhou-se rapidamente, e logo vieram crentes que aí se instalaram. Foi construída a Ermida de Nossa Senhora da Ajuda para adoração da Virgem, o que levou também à construção de casas e barracas. O pequeno santuário depressa deu lugar a uma igreja maior. O número de peregrinos crescia todos os anos, mesmo os mais altos membro da sociedade prestavam devoção à Nossa Senhora da Ajuda. Exemplo disso era D. Catarina, mulher de D. João III. A nobreza tentava fixar-se no local para melhor prestar culto à Virgem, tornando a Ajuda numa zona de habitação gente abastada. A freguesia foi instituída em 1551. "".",good,False,False,12.0,False,False,,950.0,0.0,False,False
31421176,2.0,1500.0,flat,55.0,1,1,largo do Mastro,Lisboa,Arroios,Pena,pt,38.7219912,-9.1403973,False,https://www.idealista.pt/imovel/31421176/,"Atenção: não há ar condicionado neste apartamento. Apartamento T1 mobilado em prédio de Charme no centro de Lisboa, no Campo Mártires da Pátria  + Zona prime com todo o tipo de serviços, comércio, jardins Zona verde, transportes e zonas de lazer a curta distância.  + Metro intendente / Martim Moniz: apenas 7 mins a pé  + Hospital: 3 mins a pé  + Mobília incluída, design moderno, acabamento de alta qualidade  + Cozinha totalmente equipada + Janelas com vidros duplos  + Isolamento acústico e térmico Características: Área Bruta Privativa: 76 m2  Piso: 2º andar  Elevador: Sim, 1 elevador  Nº de Casas de Banho: 1  Mobília: Sim  Varanda: Sim, vista para rua Estacionamento: Não.",good,False,True,27.0,False,False,,1600.0,100.0,False,False
33903593,0.0,1900.0,flat,92.0,3,2,"avenida Engenheiro Arantes e Oliveira, 28",Lisboa,Areeiro,Olaias,pt,38.7414435,-9.1241867,True,https://www.idealista.pt/imovel/33903593/,"Apresentamos este excelente apartamento T3 nas Olaias, totalmente remodelado e pronto para receber a sua família. Características do Imóvel: 3 Quartos espaçosos, sendo um deles uma suite com casa de banho privativa, garantindo conforto e privacidade. Cozinha totalmente equipada, ideal para preparar as suas refeições com facilidade e comodidade. Casa mobiliada, pronta para entrar e viver. Espaços modernos e renovados, combinando funcionalidade e design. Localização Privilegiada: A poucos passos da estação de metro das Olaias e várias paragens de autocarro, facilitando a sua mobilidade em Lisboa. Próximo de um centro comercial, com supermercados, lojas e outros serviços essenciais. A apenas 10 minutos do Instituto Superior Técnico, ideal para estudantes ou profissionais na área. Esta é uma oportunidade única para viver com conforto e conveniência numa das zonas mais bem conectadas de Lisboa. Agende já a sua visita!",good,False,True,21.0,False,False,,1900.0,0.0,False,False
33903657,3.0,1400.0,flat,50.0,1,1,"rua do Sena, 5",Lisboa,Parque das Nações,Expo Norte,pt,38.7898061,-9.0991447,True,https://www.idealista.pt/imovel/33903657/,"Disponível a partir de 17.02. 2025 Arrenda-se apartamento no coração do o parque das Nações. Bem localizado apartamento com 1 quarto, fica a 8 minutos de carro do Oriente e a 2 minutos do Parque tejo, cafés e restaurantes. De fácil acesso para quem vem ou vai para o aeroporto.  Ideal para casal, contudo comporta 3 pessoas sendo que uma delas pode utilizar o sofá cama disponível. *possui elevador *Sem agency fees Ps: Não quero ser contactado por agências imobiliárias. Venha visitar-nos!",good,False,True,28.0,False,False,,1400.0,0.0,False,False
33072259,2.0,2600.0,flat,122.0,3,2,rua João do Nascimento Costa,Lisboa,Beato,,pt,38.7358508,-9.123491,False,https://www.idealista.pt/imovel/33072259/,"Apartamento T3 para Arrendamento com vista desafogada para o Rio Tejo  Área útil de 110 m²,   Sala de estar ampla e luminosa, com varanda,   Cozinha totalmente equipada,   Três quartos espaçosos, incluindo suíte, com armários embutidos,   Quarto principal com casa de banho privativa,   Lugar de estacionamento em garagem para uma viatura,    Arrecadação.     Localização  Localização na área das Olaias/ Beato, entre as freguesias do Areeiro, Penha de França e Marvila,   Próximo a transportes públicos, escolas, supermercados e áreas de lazer,      Benefícios e Características  Vista deslumbrante para o Rio Tejo,   Área ampla e bem iluminada,   Roupeiros embutidos nos quartos,   Cozinha equipada,   Elevador,   Garagem.     Disponível para visitas a partir de 31 de Janeiro!   Aproveite esta oportunidade e marque a sua visita!   Condições para o arrendamento:   2 meses de renda + 2 meses de caução;   3 últimos recibos de ordenado;   Último IRS + nota de liquidação;   Fiador (com a mesma documentação)  Contrato de 1 ano renovável    Estamos disponíveis para o ajudar a realizar sonhos, seja na compra ou na venda do seu imóvel.     Marque já a sua visita!     3-bedroom apartment with unobstructed views of the Tagus River    Useful area of 110 sqm  Spacious and bright living room with balcony  Fully equipped kitchen  Three spacious bedrooms, including a suite, with built-in wardrobes  Master bedroom with private bathroom  Parking space in the garage for one vehicle  Storage room   Location  Located in the Olaias/Beato area, between the parishes of Areeiro, Penha de França, and Marvila  Close to public transport, schools, supermarkets, and recreational areas     Benefits and Features  Stunning views of the Tagus River  Spacious and well-lit area  Built-in wardrobes in the bedrooms  Equipped kitchen  Elevator  Garage    Available for visits from January 31st!   Take advantage of this opportunity and book your visit!   Conditions for leasing:   2 months rent + 2 months deposit;   3 last salary receipts;   Last IRS + settlement note;   Guarantor (with the same documentation)  1 year renewable contract   We are available to help you make your dreams come true, whether buying or selling your property.   Schedule your visit now!   Licença de Utilização - 1518/UT/2004.",good,False,True,21.0,False,False,,2600.0,0.0,True,True
33903361,,1500.0,flat,94.0,2,1,rua Jacinto Nunes s/n,Lisboa,Penha de França,Centro,pt,38.7310201,-9.1281656,True,https://www.idealista.pt/imovel/33903361/,"Apartamento T2 situado na Penha de França para arrendamento. Todo remodelado, eletricidade e canalização nova. Cozinha equipada com forno, fogão e máquina de lavar louça. Terceiro andar sem elevador.   2-Bedroom Apartment in Penha de França for Rent Fully renovated apartment with new electrical wiring and plumbing. Key Features: Modern Kitchen: Equipped with an oven, stove, and dishwasher for added convenience. Third Floor: Located on the third floor of the building (no elevator). This recently updated apartment offers a comfortable living space in the desirable Penha de França area. Schedule a viewing today!",good,False,,16.0,False,False,,1500.0,0.0,False,False
33903345,,1100.0,flat,46.0,1,1,rua Almeida e Sousa s/n,Lisboa,Campo de Ourique,Centro,pt,38.7174827,-9.163217,True,https://www.idealista.pt/imovel/33903345/,"Óptimo apartamento T1, remodelado, em Campo de Ourique! Apartamento remodelado com: Sala com muita luz natural! Cozinha semi equipada (fogão, forno, exaustor, esquentador). Não tem frigorífico, máquina de lavar loiça e máquina de lavar roupa. 1 quarto 1 casa de banho completa Janelas oscilo-batentes e vidros duplos 4º andar com elevador Requisitos: 2 rendas + 2 meses de caução Documentação para cada Pessoa arrendatária:   Contrato de 3 anos Cartão de Cidadão e/ou Passaporte,   Cópia dos 3 últimos recibos de vencimento,   Última declaração de IRS - Modelo 3,   Comprovativo de morada  IBAN com o nome do Banco em Portugal, Taxa de esforço não pode exceder os 40%. Não perca esta oportunidade, marque já a sua visita!   .",good,False,,24.0,False,False,,1100.0,0.0,False,False
33903337,,950.0,flat,46.0,1,1,rua Joaquim Costa s/n,Lisboa,Arroios,São Jorge de Arroios,pt,38.7345863,-9.1359555,True,https://www.idealista.pt/imovel/33903337/,"Descobre este encantador apartamento T1, recentemente renovado, perfeito para quem procura conforto e conveniência no coração da cidade. Originalmente uma loja, agora transformada em habitação, esta propriedade única oferece uma entrada direta para a rua, proporcionando um acesso rápido e fácil. A cozinha está totalmente equipada, pronta para acolher as tuas aventuras culinárias. Com vidros duplos, garante-se um ambiente tranquilo e isolado. Localizado a escassos passos do Colégio Sagrado Coração de Maria, a 500 metros do Instituto Superior técnico e apenas a 5 minutos a pé do metro e autocarros, este apartamento é ideal para quem valoriza a proximidade a serviços e comércio variado. Com 46 m² de área bruta, dispõe de um quarto acolhedor, uma casa de banho moderna e armários embutidos que oferecem espaço de arrumação eficiente. Apesar de ser uma construção de 1951, o prédio foi renovado em 2011 e encontra-se em muito bom estado.   Não percas esta oportunidade de viver num espaço repleto de charme e praticidade! Licença de Utilização: 43/UT/2012 Câmara Municipal de Lisboa.",good,False,,21.0,False,False,Alameda - Praça do Chile - Almirante Reis,950.0,0.0,False,False
33903329,,1100.0,flat,47.0,1,1,Calçada da Boa Hora s/n,Lisboa,Alcântara,Alto de Alcântara,pt,38.7013472,-9.1919305,True,https://www.idealista.pt/imovel/33903329/,"Apartamento T1 para arrendamento Apartamento composto por um quarto, uma sala, cozinha, casa-de-banho, hall de entrada e marquise. Está equipado com fogão a gás, esquentador, frigorífico e máquina de lavar loiça.   Fica localizado no coração da Ajuda, um tradicional bairro lisboeta, onde encontra todo o tipo de comércio (o supermercado mais próximo apenas a 1 minuto a pé da casa), diversos serviços, transportes públicos, escolas, farmácias, universidades, hospitais, espaços culturais e desportivos, restaurantes. Tudo isto, a uma curta distância do rio Tejo.   Licença de utilização nr. 151 de 23/06/1971, emitida pela C. M. L.    .",good,False,,23.0,False,False,,1100.0,0.0,False,False
