propertyCode,size,rooms,bathrooms,municipality,latitude,longitude,newDevelopment,hasLift,newDevelopmentFinished,hasParkingSpace,isParkingSpaceIncludedInPrice,propertyType_chalet,propertyType_duplex,propertyType_flat,propertyType_penthouse,propertyType_studio,status_good,status_newdevelopment,status_renew
33876942,164.0,3,2,Belém,38.7138604,-9.212357,0,1,0,0,0,0,0,1,0,0,1,0,0
33876892,75.0,1,1,Alcântara,38.7030988,-9.1888556,0,0,0,0,0,0,0,1,0,0,1,0,0
33828503,44.0,1,1,Arroios,38.7269637,-9.1326497,0,1,0,0,0,0,0,1,0,0,1,0,0
33811952,109.0,3,2,São Domingos de Benfica,38.7399069,-9.1647892,0,1,0,0,0,0,0,1,0,0,1,0,0
33861704,60.0,1,1,Santa Maria Maior,38.712404,-9.139663,0,1,0,0,0,0,0,1,0,0,1,0,0
33876672,109.0,2,2,Alcântara,38.7057831,-9.1740996,0,1,0,1,1,0,0,1,0,0,1,0,0
33875806,165.0,3,2,Parque das Nações,38.7632776,-9.097138,0,1,0,1,1,0,0,1,0,0,1,0,0
33139912,45.0,1,1,Santo António,38.7171231,-9.1532069,0,0,0,0,0,0,0,1,0,0,1,0,0
32062561,88.0,2,2,Estrela,38.7117206,-9.1648162,0,0,0,0,0,0,0,1,0,0,1,0,0
32838332,120.0,3,2,Lumiar,38.7689489,-9.1615873,0,1,0,0,0,0,0,1,0,0,1,0,0
33876194,106.0,2,2,São Vicente,38.714475,-9.1239097,0,1,0,0,0,0,0,1,0,0,1,0,0
33876159,80.0,2,2,Alvalade,38.7498038,-9.1366362,0,0,0,0,0,0,0,1,0,0,1,0,0
33539904,40.0,1,1,Penha de França,38.731403,-9.1287253,0,0,0,0,0,0,0,1,0,0,1,0,0
33795501,60.0,1,1,Avenidas Novas,38.7355442,-9.1455164,0,1,0,0,0,0,0,1,0,0,1,0,0
33255049,18.0,1,1,Penha de França,38.7352218,-9.1298919,0,0,0,0,0,0,0,1,0,0,1,0,0
33028907,20.0,0,1,Olivais,38.7732767,-9.1195408,0,0,0,0,0,0,0,0,0,1,1,0,0
33146670,22.0,0,1,Avenidas Novas,38.7452445,-9.1544734,0,0,0,0,0,0,0,0,0,1,1,0,0
33043800,101.0,2,1,Estrela,38.7078186,-9.1539117,0,0,0,0,0,0,0,1,0,0,1,0,0
32655880,50.0,1,1,Santo António,38.7203476,-9.1422384,0,0,0,0,0,0,0,1,0,0,1,0,0
32694984,25.0,1,1,Ajuda,38.7007561,-9.2021694,0,0,0,0,0,0,0,1,0,0,1,0,0
33799206,95.0,3,2,Campo de Ourique,38.7170056,-9.163324,0,0,0,0,0,0,0,1,0,0,1,0,0
28054221,55.0,1,1,Campo de Ourique,38.7186761,-9.1616672,0,0,0,0,0,0,0,1,0,0,1,0,0
32913735,40.0,1,1,Santa Maria Maior,38.7173045,-9.135857,0,1,0,0,0,1,0,0,0,0,1,0,0
33875957,25.0,0,1,Santo António,38.7254488,-9.1456983,0,0,0,0,0,0,0,0,0,1,1,0,0
33875950,50.0,1,1,Santo António,38.7198577,-9.1446163,0,0,0,0,0,0,0,1,0,0,1,0,0
33875910,50.0,1,1,Santo António,38.7253571,-9.1432323,0,0,0,0,0,0,0,1,0,0,1,0,0
33875907,75.0,2,1,São Domingos de Benfica,38.7462661,-9.1714917,0,0,0,0,0,0,0,1,0,0,1,0,0
33875897,60.0,1,1,Santo António,38.7203984,-9.142846,0,0,0,0,0,0,0,1,0,0,1,0,0
33875890,45.0,1,1,Santa Maria Maior,38.7157667,-9.1411205,0,0,0,0,0,0,0,1,0,0,1,0,0
33875869,45.0,1,1,Estrela,38.7097303,-9.1591373,0,0,0,0,0,0,0,1,0,0,1,0,0
33875867,50.0,0,1,Misericórdia,38.7109098,-9.1523842,0,0,0,0,0,0,0,0,0,1,1,0,0
33875872,40.0,1,1,Santa Maria Maior,38.7165804,-9.13845,0,0,0,0,0,0,0,1,0,0,1,0,0
33875798,70.0,2,1,Avenidas Novas,38.7440837,-9.1536581,0,1,0,1,1,0,0,1,0,0,1,0,0
33875845,90.0,2,1,Arroios,38.7204735,-9.1344192,0,0,0,0,0,0,0,1,0,0,1,0,0
33875841,92.0,2,1,Areeiro,38.7399934,-9.134086,0,1,0,0,0,0,0,1,0,0,1,0,0
33875824,80.0,2,1,Marvila,38.7467969,-9.099461,0,1,0,0,0,0,0,1,0,0,1,0,0
33875820,50.0,0,1,Alcântara,38.7008356,-9.1924501,0,0,0,0,0,0,0,0,0,1,1,0,0
33875767,50.0,2,1,Santa Maria Maior,38.7148609,-9.1290057,0,0,0,0,0,0,0,1,0,0,1,0,0
31379556,62.0,1,1,Alvalade,38.7475693,-9.1376147,0,1,0,1,1,0,0,1,0,0,1,0,0
33854798,48.0,1,1,Misericórdia,38.7121166,-9.1441101,0,1,0,0,0,0,0,1,0,0,1,0,0
33875741,78.0,2,2,Avenidas Novas,38.7404864,-9.1473023,0,1,0,0,0,0,0,1,0,0,1,0,0
33875715,105.0,4,2,Parque das Nações,38.7566815,-9.0993218,0,1,0,0,0,0,0,1,0,0,1,0,0
32139753,66.0,2,1,Benfica,38.7532481,-9.2001169,0,0,0,0,0,0,0,1,0,0,1,0,0
33875640,78.0,2,1,Lumiar,38.7595913,-9.1726906,0,0,0,0,0,0,0,1,0,0,1,0,0
33875629,47.0,0,1,Santo António,38.720748,-9.1512933,0,1,0,0,0,0,0,0,0,1,1,0,0
33875570,62.0,2,1,São Domingos de Benfica,38.7449235,-9.177393,0,1,0,0,0,0,0,1,0,0,1,0,0
33875551,82.0,2,2,Benfica,38.7506659,-9.19803,0,1,0,0,0,0,0,1,0,0,1,0,0
33875125,41.0,1,1,Arroios,38.7319704,-9.1333188,0,1,0,0,0,1,0,0,0,0,1,0,0
33875029,108.0,2,1,Areeiro,38.7414874,-9.1259886,0,1,0,1,1,0,0,1,0,0,1,0,0
33874944,70.0,2,2,Arroios,38.733479,-9.140129,0,0,0,0,0,0,0,1,0,0,1,0,0
33439623,112.0,2,2,Olivais,38.7675521,-9.1050626,0,1,0,1,1,0,0,1,0,0,1,0,0
33874878,89.0,3,2,Santa Clara,38.7855861,-9.1630906,0,1,0,0,0,1,0,0,0,0,1,0,0
33874882,73.0,2,1,Estrela,38.7063944,-9.1616616,0,0,0,0,0,0,0,1,0,0,1,0,0
33874880,142.0,1,1,Marvila,38.7409317,-9.1033541,0,0,0,1,1,0,0,1,0,0,1,0,0
33874855,83.0,4,2,Santa Maria Maior,38.7153491,-9.1358428,0,0,0,0,0,0,0,1,0,0,1,0,0
33874837,40.0,1,1,Santa Maria Maior,38.7113672,-9.1357989,0,0,0,0,0,0,0,1,0,0,1,0,0
33809051,96.0,2,2,Avenidas Novas,38.7294879,-9.1476953,0,1,0,1,0,0,0,1,0,0,1,0,0
33874798,77.0,3,1,Campolide,38.740774,-9.1682247,0,0,0,0,0,0,0,1,0,0,1,0,0
33874757,123.0,3,2,Alvalade,38.7501224,-9.1379161,0,1,0,0,0,0,0,1,0,0,0,0,1
33874678,78.0,2,2,Lumiar,38.7658727,-9.1616268,0,0,0,0,0,0,0,1,0,0,0,0,1
33874677,93.0,2,1,Marvila,38.7467797,-9.1165731,0,1,0,1,1,0,0,1,0,0,1,0,0
33874572,98.0,2,2,Avenidas Novas,38.7349169,-9.1505356,0,1,0,1,1,0,0,1,0,0,1,0,0
33874397,106.0,2,1,São Vicente,38.7140381,-9.1234757,0,1,0,0,0,0,0,1,0,0,1,0,0
33874437,45.0,1,1,Santo António,38.7165018,-9.1512742,0,1,0,0,0,0,0,1,0,0,1,0,0
33874274,110.0,3,2,Santa Clara,38.7818419,-9.1483862,0,1,0,1,1,0,0,1,0,0,1,0,0
33874063,148.0,3,2,Campolide,38.7256468,-9.1634047,0,1,0,1,1,0,0,1,0,0,1,0,0
33873909,100.0,2,1,Penha de França,38.7270902,-9.1188696,0,0,0,0,0,0,0,1,0,0,1,0,0
33873943,64.0,1,1,Avenidas Novas,38.7326791,-9.1482149,0,1,0,1,1,0,0,1,0,0,1,0,0
33873837,67.0,2,1,São Domingos de Benfica,38.7402223,-9.1710536,0,1,0,0,0,0,0,1,0,0,1,0,0
33873813,75.0,2,1,Penha de França,38.7282165,-9.115886,0,0,0,0,0,0,0,1,0,0,1,0,0
33873778,77.0,2,1,Benfica,38.7552475,-9.2014287,0,0,0,0,0,0,0,1,0,0,1,0,0
33873797,100.0,2,1,Arroios,38.7351949,-9.1360288,0,0,0,0,0,0,0,1,0,0,1,0,0
33873698,104.0,2,1,Areeiro,38.7413456,-9.1390465,0,0,0,0,0,0,0,1,0,0,1,0,0
33873796,168.0,3,1,Arroios,38.7257875,-9.1324461,0,1,0,0,0,0,0,1,0,0,1,0,0
33873574,219.0,3,3,Ajuda,38.7049699,-9.1925509,0,1,0,1,1,0,0,1,0,0,1,0,0
33869541,60.0,1,1,Santo António,38.7191584,-9.1422993,0,0,0,0,0,0,0,1,0,0,1,0,0
33873616,50.0,0,1,Alcântara,38.6996147,-9.190093,0,0,0,0,0,0,0,0,0,1,1,0,0
33873606,65.0,2,2,Arroios,38.7341636,-9.1416085,0,0,0,0,0,0,0,1,0,0,1,0,0
33873585,65.0,1,1,Misericórdia,38.7091227,-9.1470763,0,0,0,0,0,0,0,1,0,0,1,0,0
33873584,65.0,1,1,Ajuda,38.7063379,-9.1945493,0,0,0,0,0,0,0,1,0,0,1,0,0
33873583,65.0,1,1,Ajuda,38.7078216,-9.1917732,0,0,0,0,0,0,0,1,0,0,1,0,0
33873581,19.0,0,1,Santo António,38.7266037,-9.1434935,0,0,0,0,0,0,0,0,0,1,1,0,0
33873528,78.0,2,1,Campo de Ourique,38.7184353,-9.1665987,0,0,0,0,0,0,0,1,0,0,1,0,0
33873522,40.0,0,1,Estrela,38.7069538,-9.172056,0,0,0,0,0,0,0,0,0,1,1,0,0
33873510,50.0,2,1,Santo António,38.7143835,-9.1442249,0,0,0,0,0,0,0,1,0,0,1,0,0
33873509,56.0,1,1,Misericórdia,38.7094116,-9.1542214,0,1,0,0,0,0,0,1,0,0,1,0,0
33873508,50.0,1,2,Santa Maria Maior,38.7110471,-9.1349191,0,0,0,0,0,0,0,1,0,0,1,0,0
33873505,15.0,1,1,Santa Maria Maior,38.7163902,-9.1399349,0,0,0,0,0,0,0,1,0,0,1,0,0
33873504,53.0,1,2,Misericórdia,38.7078272,-9.1542034,0,1,0,0,0,0,0,1,0,0,1,0,0
33873500,12.0,1,1,Santa Maria Maior,38.7166094,-9.1407373,0,0,0,0,0,0,0,1,0,0,1,0,0
33873494,65.0,0,1,Misericórdia,38.7073357,-9.1534518,0,1,0,0,0,0,0,0,0,1,1,0,0
33873493,56.0,1,1,Misericórdia,38.7096317,-9.1536375,0,1,0,0,0,0,0,1,0,0,1,0,0
33873484,90.0,2,2,São Vicente,38.7173667,-9.1266074,0,0,0,0,0,0,0,1,0,0,1,0,0
33873482,40.0,1,1,Ajuda,38.7050639,-9.2007544,0,0,0,0,0,0,0,1,0,0,1,0,0
33873461,50.0,0,1,Misericórdia,38.7112725,-9.1511529,0,0,0,0,0,0,0,0,0,1,1,0,0
33873460,20.0,1,1,Santa Maria Maior,38.7168082,-9.1393356,0,0,0,0,0,0,0,1,0,0,1,0,0
33873440,75.0,2,1,Campo de Ourique,38.7196354,-9.1693542,0,0,0,0,0,0,0,1,0,0,1,0,0
33873378,40.0,0,1,Santa Maria Maior,38.7148419,-9.1333896,0,0,0,0,0,0,0,0,0,1,1,0,0
33873336,83.0,4,2,Santa Maria Maior,38.7148419,-9.1333896,0,0,0,0,0,0,0,1,0,0,1,0,0
33862013,137.0,3,2,Benfica,38.7477692,-9.2055124,0,1,0,0,0,0,0,1,0,0,1,0,0
33724915,97.0,3,2,Penha de França,38.7307997,-9.1302237,0,0,0,0,0,0,0,1,0,0,1,0,0
33873281,135.0,1,1,Santo António,38.7217261,-9.150697,0,1,0,0,0,0,0,0,1,0,1,0,0
33873244,47.0,1,1,Santa Maria Maior,38.7106646,-9.1294141,0,1,0,0,0,0,0,1,0,0,1,0,0
33873238,66.0,2,1,Avenidas Novas,38.7455837,-9.1571055,0,1,0,0,0,0,0,1,0,0,1,0,0
33873212,98.0,2,2,Campolide,38.73044,-9.1642713,0,1,0,1,1,0,0,1,0,0,1,0,0
33873154,64.0,2,1,Ajuda,38.7047873,-9.1981788,0,1,0,0,0,0,0,1,0,0,1,0,0
33873131,42.0,1,1,Ajuda,38.7031331,-9.1977214,0,0,0,0,0,0,0,1,0,0,1,0,0
33873024,110.0,3,2,Estrela,38.7104602,-9.1542822,0,1,0,0,0,0,0,1,0,0,1,0,0
33873020,35.0,1,1,Campo de Ourique,38.7156386,-9.1714415,0,0,0,0,0,0,0,1,0,0,1,0,0
31884771,53.0,1,1,Misericórdia,38.7105154,-9.1513942,0,0,0,0,0,0,0,1,0,0,1,0,0
33872677,96.0,2,1,Parque das Nações,38.7755981,-9.0949001,0,1,0,1,1,0,0,1,0,0,1,0,0
33872665,80.0,1,1,Alvalade,38.7512116,-9.1468983,0,1,0,1,1,0,0,1,0,0,1,0,0
33872628,55.0,2,1,Benfica,38.7558268,-9.1966555,0,1,0,0,0,0,0,1,0,0,1,0,0
33872624,75.0,3,1,Santa Maria Maior,38.7099989,-9.1314118,0,1,0,0,0,0,0,1,0,0,1,0,0
33872620,169.0,1,1,Benfica,38.7472283,-9.1978093,0,1,0,1,1,0,0,1,0,0,1,0,0
33872611,219.0,3,3,Benfica,38.7489767,-9.1957503,0,1,0,1,1,0,0,1,0,0,1,0,0
33872353,80.0,2,2,Alvalade,38.7511646,-9.1472556,0,0,0,0,0,0,0,1,0,0,1,0,0
33872202,61.0,1,1,Santa Maria Maior,38.7111912,-9.1316404,0,0,0,0,0,0,0,1,0,0,1,0,0
33872082,78.0,1,1,Alvalade,38.7519238,-9.1661895,0,1,0,1,1,0,0,1,0,0,1,0,0
33872022,103.0,2,2,Alvalade,38.748186,-9.1496885,0,1,0,1,1,0,0,1,0,0,1,0,0
33871928,200.0,4,3,Alvalade,38.7590002,-9.1542484,0,1,0,1,1,0,0,1,0,0,1,0,0
33871922,96.0,1,1,São Domingos de Benfica,38.7477073,-9.1774707,0,1,0,1,1,0,0,1,0,0,1,0,0
33871876,81.0,2,1,Alcântara,38.7011724,-9.1819704,0,1,0,0,0,0,0,1,0,0,1,0,0
33871358,33.0,1,1,São Vicente,38.7138027,-9.1246425,0,0,0,0,0,0,0,1,0,0,1,0,0
33871839,80.0,1,2,Estrela,38.7057463,-9.1690299,0,1,0,0,0,0,0,1,0,0,1,0,0
33871833,85.0,2,2,Marvila,38.7533646,-9.1177409,0,1,0,0,0,0,0,1,0,0,1,0,0
33871721,105.0,2,1,Penha de França,38.7352285,-9.1308105,0,1,0,0,0,0,0,1,0,0,1,0,0
33871696,60.0,1,1,Santo António,38.7175665,-9.1524177,0,0,0,0,0,0,0,1,0,0,1,0,0
33562311,40.0,0,1,São Vicente,38.7200919,-9.1256611,0,0,0,0,0,0,0,0,0,1,1,0,0
33871256,137.0,3,2,Campolide,38.7235829,-9.1633817,0,1,0,1,1,0,0,1,0,0,1,0,0
33871250,112.0,2,2,Avenidas Novas,38.7302115,-9.1488174,0,0,0,1,1,0,0,1,0,0,1,0,0
33871130,59.0,1,1,Penha de França,38.7268614,-9.1295633,0,1,0,0,0,0,0,1,0,0,1,0,0
33870944,156.0,4,2,Alvalade,38.7551944,-9.1343771,0,0,0,0,0,0,0,1,0,0,1,0,0
33870798,90.0,2,1,Estrela,38.7143008,-9.1587596,0,0,0,0,0,0,0,1,0,0,1,0,0
33870837,108.0,3,1,Avenidas Novas,38.744812,-9.1504369,0,0,0,0,0,0,0,1,0,0,1,0,0
33870881,72.0,2,1,Ajuda,38.7055362,-9.1950913,0,1,0,0,0,0,0,1,0,0,1,0,0
33870769,15.0,0,1,Santo António,38.7253243,-9.1445813,0,0,0,0,0,0,0,0,0,1,1,0,0
33870749,50.0,0,1,São Vicente,38.7169514,-9.1327259,0,0,0,0,0,0,0,0,0,1,1,0,0
33855125,89.0,2,2,Belém,38.703216,-9.2042248,0,0,0,0,0,0,0,1,0,0,1,0,0
33870736,30.0,0,1,Estrela,38.7051233,-9.1688756,0,0,0,0,0,0,0,0,0,1,1,0,0
33870722,100.0,2,1,Arroios,38.7242607,-9.1323477,0,0,0,0,0,0,0,1,0,0,1,0,0
33870659,130.0,4,1,Penha de França,38.7303863,-9.1305278,0,0,0,0,0,0,0,1,0,0,1,0,0
33870579,100.0,4,2,Benfica,38.7513241,-9.1983234,0,0,0,0,0,0,0,1,0,0,1,0,0
33870477,24.0,0,1,Arroios,38.7242312,-9.1382831,0,0,0,0,0,0,0,0,0,1,1,0,0
33870466,90.0,2,2,Campo de Ourique,38.7194153,-9.1567675,0,1,0,0,0,0,0,1,0,0,1,0,0
33086546,146.0,2,2,Belém,38.7102822,-9.207287,0,1,0,1,1,0,0,1,0,0,1,0,0
33870458,107.0,2,2,Campolide,38.7292679,-9.1649656,0,0,0,0,0,0,0,1,0,0,1,0,0
33046207,40.0,1,1,São Vicente,38.7154628,-9.1241359,0,0,0,0,0,0,0,1,0,0,1,0,0
33870214,50.0,1,1,Alcântara,38.7094004,-9.1749903,0,0,0,0,0,0,0,1,0,0,1,0,0
33754587,41.0,1,1,Santa Maria Maior,38.7098616,-9.1360487,0,0,0,0,0,0,0,1,0,0,1,0,0
33863664,121.0,2,1,Parque das Nações,38.7689687,-9.1009878,0,1,0,1,1,0,0,1,0,0,1,0,0
33869754,77.0,1,1,Santa Maria Maior,38.7160319,-9.1387651,0,0,0,1,1,0,0,1,0,0,1,0,0
33869743,125.0,2,2,Campolide,38.7248379,-9.1605521,0,1,0,1,1,0,0,1,0,0,1,0,0
33869641,129.0,2,3,Avenidas Novas,38.7369151,-9.1518711,0,1,0,1,1,0,0,1,0,0,1,0,0
33720653,90.0,2,1,Carnide,38.7649225,-9.1810494,0,1,0,1,1,0,0,1,0,0,1,0,0
33869525,138.0,2,1,Misericórdia,38.7066813,-9.1492893,0,0,0,0,0,0,0,1,0,0,1,0,0
33869515,60.0,2,1,Areeiro,38.7400361,-9.124139,0,1,0,0,0,0,0,1,0,0,1,0,0
33869492,18.0,0,1,Alcântara,38.7045757,-9.1788523,0,0,0,0,0,0,0,0,0,1,1,0,0
33869463,147.0,2,2,Santa Maria Maior,38.7099938,-9.1281176,0,0,0,0,0,0,0,1,0,0,1,0,0
33869393,191.0,3,2,Santo António,38.7196128,-9.1423438,0,1,0,0,0,0,0,1,0,0,1,0,0
33869303,88.0,1,1,Campolide,38.7248996,-9.1613334,0,1,0,1,1,0,0,1,0,0,1,0,0
33869209,65.0,2,1,Estrela,38.7143743,-9.1593956,0,0,0,0,0,0,0,1,0,0,1,0,0
32678569,72.0,2,1,Penha de França,38.7203367,-9.1299545,0,0,0,0,0,0,0,1,0,0,1,0,0
32695012,100.0,2,2,Belém,38.7054091,-9.207511,0,1,0,0,0,0,0,1,0,0,1,0,0
33836935,101.0,2,2,Avenidas Novas,38.7396973,-9.1563693,0,0,0,0,0,0,0,1,0,0,1,0,0
33869128,56.0,1,1,Lumiar,38.7681236,-9.1533726,0,1,0,1,1,0,0,1,0,0,0,0,1
33254103,151.0,2,3,Benfica,38.7433851,-9.1988552,0,1,0,1,1,0,1,0,0,0,1,0,0
33869060,40.0,0,1,Misericórdia,38.7083032,-9.1497074,0,1,0,0,0,0,0,0,0,1,1,0,0
33868988,136.0,6,2,Benfica,38.7486241,-9.2063563,0,1,0,0,0,0,0,1,0,0,1,0,0
33868722,81.0,2,2,Olivais,38.7603865,-9.1067003,0,1,0,0,0,0,0,1,0,0,1,0,0
33868681,134.0,2,2,Avenidas Novas,38.7453092,-9.1589292,0,1,0,1,1,0,0,1,0,0,1,0,0
33868721,100.0,3,2,Penha de França,38.7370394,-9.1260913,0,1,0,0,0,0,0,1,0,0,1,0,0
33868691,41.0,1,1,Arroios,38.7215797,-9.1390632,0,1,0,0,0,0,0,1,0,0,1,0,0
33868704,168.0,4,2,Alvalade,38.7444195,-9.1409614,0,1,0,0,0,0,0,1,0,0,1,0,0
33868680,167.0,2,1,Santa Maria Maior,38.7111956,-9.1428313,0,1,0,1,1,0,0,1,0,0,1,0,0
33868627,60.0,1,1,Santo António,38.7202344,-9.143949,0,0,0,0,0,0,0,1,0,0,1,0,0
33868624,81.0,1,1,Areeiro,38.7421555,-9.12427,0,1,0,1,1,0,0,1,0,0,1,0,0
33868601,50.0,1,1,São Domingos de Benfica,38.7462568,-9.1841677,0,0,0,0,0,0,0,1,0,0,1,0,0
33868592,102.0,4,2,Areeiro,38.7403681,-9.1409302,0,0,0,0,0,0,0,1,0,0,1,0,0
33868573,50.0,1,1,Santa Maria Maior,38.7114339,-9.1332153,0,0,0,0,0,0,0,1,0,0,1,0,0
33868555,50.0,0,1,Alcântara,38.6997469,-9.1905838,0,0,0,0,0,0,0,0,0,1,1,0,0
33868451,81.0,2,1,Alvalade,38.752364,-9.1671302,0,0,0,1,1,0,0,1,0,0,1,0,0
33868413,112.0,2,1,Campolide,38.7262104,-9.1632524,0,1,0,0,0,0,0,1,0,0,1,0,0
33868136,109.0,2,1,Belém,38.6966661,-9.201112,0,0,0,0,0,0,0,1,0,0,1,0,0
33868126,96.0,2,1,Alvalade,38.7482449,-9.1414475,0,1,0,0,0,0,0,1,0,0,1,0,0
33868157,132.0,3,2,Lumiar,38.765794,-9.1549363,0,1,0,0,0,0,0,1,0,0,1,0,0
33868154,105.0,2,2,Estrela,38.7096691,-9.1648964,0,1,0,0,0,0,0,1,0,0,1,0,0
33868151,58.0,1,1,Alcântara,38.7036441,-9.1821559,0,1,0,0,0,0,0,1,0,0,1,0,0
33868147,102.0,2,2,São Domingos de Benfica,38.7535428,-9.1716049,0,1,0,0,0,0,0,1,0,0,1,0,0
33868051,150.0,2,2,Santa Maria Maior,38.7086685,-9.1401615,0,1,0,0,0,0,0,1,0,0,1,0,0
33868007,181.0,2,2,Parque das Nações,38.7749605,-9.0923014,0,1,0,1,1,0,0,1,0,0,1,0,0
33868025,74.0,3,1,Arroios,38.7255685,-9.1323605,0,0,0,0,0,0,0,1,0,0,1,0,0
33867925,37.0,1,1,Marvila,38.7401828,-9.1052083,0,0,0,0,0,0,0,1,0,0,1,0,0
33867924,30.0,1,1,Campolide,38.7285227,-9.1635482,0,1,0,0,0,1,0,0,0,0,1,0,0
33867901,50.0,1,1,Santa Maria Maior,38.7105107,-9.1281091,0,0,0,0,0,0,0,1,0,0,1,0,0
33867842,13.0,0,1,Santo António,38.7267962,-9.1436873,0,0,0,0,0,0,0,0,0,1,1,0,0
33867824,23.0,0,1,Estrela,38.7124458,-9.1629999,0,0,0,0,0,0,0,0,0,1,1,0,0
33867810,50.0,1,1,Santa Maria Maior,38.7112268,-9.1332471,0,0,0,0,0,0,0,1,0,0,1,0,0
33867803,50.0,1,1,São Vicente,38.7134509,-9.1266211,0,0,0,0,0,0,0,1,0,0,1,0,0
33867797,56.0,3,1,Olivais,38.7645678,-9.1208668,0,0,0,0,0,0,0,1,0,0,1,0,0
33867545,129.0,3,3,Estrela,38.7056614,-9.1671781,0,1,0,1,1,0,0,1,0,0,1,0,0
33867541,63.0,2,2,Misericórdia,38.7120026,-9.1434756,0,0,0,0,0,0,0,1,0,0,1,0,0
33867485,95.0,2,1,Lumiar,38.7739316,-9.1531574,0,1,0,0,0,0,0,1,0,0,1,0,0
33867426,123.0,2,3,Santo António,38.7229347,-9.1573531,0,1,0,1,1,0,0,1,0,0,1,0,0
33867435,80.0,2,3,Arroios,38.7278962,-9.1327826,0,0,0,0,0,0,0,1,0,0,1,0,0
33867381,120.0,3,1,Alcântara,38.6979259,-9.1926853,0,0,0,0,0,0,0,1,0,0,1,0,0
33867293,113.0,2,2,São Domingos de Benfica,38.7558894,-9.1705268,0,1,0,0,0,0,0,1,0,0,1,0,0
33755395,122.0,2,3,Avenidas Novas,38.7401988,-9.1506518,0,1,0,1,1,0,0,1,0,0,1,0,0
33867128,195.0,3,2,Arroios,38.7301056,-9.1388129,0,0,0,0,0,0,0,1,0,0,1,0,0
33867108,68.0,2,1,Marvila,38.7454083,-9.0996974,0,0,0,0,0,0,0,1,0,0,1,0,0
33867101,52.0,1,1,Campo de Ourique,38.7191359,-9.1557306,0,1,0,0,0,0,0,1,0,0,1,0,0
33867007,17.0,0,1,Avenidas Novas,38.7444953,-9.1543966,0,0,0,0,0,0,0,0,0,1,1,0,0
33867006,17.0,0,1,Avenidas Novas,38.743822,-9.1511132,0,0,0,0,0,0,0,0,0,1,1,0,0
33867005,29.0,0,1,Avenidas Novas,38.7451022,-9.1532864,0,0,0,0,0,0,0,0,0,1,1,0,0
33867003,88.0,2,2,Areeiro,38.7412581,-9.1232795,0,1,0,0,0,0,0,1,0,0,1,0,0
33867002,101.0,2,1,Penha de França,38.7355082,-9.1238298,0,1,0,0,0,0,0,1,0,0,1,0,0
33866954,60.0,1,1,Santo António,38.7204,-9.1423513,0,0,0,0,0,0,0,1,0,0,1,0,0
33866951,44.0,1,1,Santa Maria Maior,38.7079929,-9.1430347,0,1,0,0,0,0,0,1,0,0,1,0,0
33866947,80.0,2,2,São Vicente,38.7122704,-9.1232272,0,0,0,0,0,0,0,1,0,0,1,0,0
33866899,90.0,3,2,Santa Maria Maior,38.7097804,-9.1322113,0,0,0,0,0,0,0,1,0,0,1,0,0
33866897,102.0,4,2,São Vicente,38.7205447,-9.1214079,0,0,0,0,0,0,0,1,0,0,1,0,0
33866879,45.0,1,1,Santa Maria Maior,38.7145099,-9.1387655,0,0,0,0,0,0,0,1,0,0,1,0,0
33866878,69.0,2,1,Arroios,38.7234822,-9.1365006,0,0,0,0,0,0,0,1,0,0,1,0,0
33866842,50.0,1,1,Santa Maria Maior,38.7134602,-9.1314673,0,0,0,0,0,0,0,1,0,0,1,0,0
33866812,90.0,2,1,Belém,38.6991578,-9.2252519,0,1,0,0,0,0,0,1,0,0,1,0,0
33866754,123.0,3,2,Lumiar,38.7666495,-9.1591794,0,1,0,0,0,0,0,1,0,0,1,0,0
33866657,99.0,2,2,Carnide,38.7599836,-9.195862,0,1,0,0,0,0,0,1,0,0,1,0,0
33866708,97.0,2,2,Campo de Ourique,38.7216901,-9.158977,0,1,0,0,0,0,0,1,0,0,1,0,0
33866699,160.0,3,2,Arroios,38.7364313,-9.1338658,0,1,0,0,0,0,0,1,0,0,1,0,0
33854468,68.0,3,2,Areeiro,38.7404292,-9.1328261,0,0,0,0,0,0,0,1,0,0,1,0,0
33866479,118.0,2,2,Parque das Nações,38.7566878,-9.0930754,0,1,0,1,1,0,0,1,0,0,1,0,0
33866441,54.0,1,1,Santa Maria Maior,38.716024,-9.1381917,0,1,0,1,1,0,0,1,0,0,1,0,0
33866440,97.0,2,2,Belém,38.7014899,-9.201615,0,0,0,0,0,0,0,1,0,0,1,0,0
33866281,90.0,2,1,Benfica,38.7469277,-9.2044742,0,1,0,1,1,0,0,1,0,0,1,0,0
33866410,100.0,1,1,Marvila,38.7493483,-9.1212297,0,1,0,1,1,0,0,1,0,0,1,0,0
33680664,160.0,3,3,Estrela,38.7084689,-9.164648,0,1,0,0,0,0,0,1,0,0,1,0,0
33866105,130.0,3,3,Campo de Ourique,38.7207804,-9.1651189,0,1,0,0,0,0,0,1,0,0,1,0,0
33866091,83.0,2,2,Arroios,38.7270003,-9.1452794,0,1,0,0,0,0,0,1,0,0,1,0,0
33865999,134.0,2,2,Santo António,38.7282748,-9.1477713,0,1,0,1,1,0,0,1,0,0,1,0,0
33865847,45.0,1,1,Alcântara,38.7035084,-9.1913438,0,1,0,0,0,0,0,1,0,0,1,0,0
33865860,167.0,3,2,Lumiar,38.7779295,-9.1522362,0,1,0,0,0,0,0,1,0,0,1,0,0
