propertyCode,size,rooms,bathrooms,municipality,latitude,longitude,newDevelopment,hasLift,newDevelopmentFinished,hasParkingSpace,isParkingSpaceIncludedInPrice,propertyType_chalet,propertyType_duplex,propertyType_flat,propertyType_penthouse,propertyType_studio,status_good,status_newdevelopment,status_renew
31297050,39.0,0,1,Areeiro,38.7435089,-9.1332258,0,0,0,0,0,0,0,0,0,1,1,0,0
33886311,120.0,1,2,Avenidas Novas,38.7350572,-9.1549784,0,1,0,0,0,0,0,1,0,0,1,0,0
33886250,101.0,1,1,Santo António,38.7236431,-9.151269,0,1,0,0,0,0,0,1,0,0,1,0,0
33868612,65.0,0,1,Alvalade,38.7548792,-9.1373885,0,0,0,0,0,0,0,0,0,1,1,0,0
33886114,65.0,1,1,Ajuda,38.7074404,-9.1940633,0,0,0,0,0,0,0,1,0,0,1,0,0
33886065,52.0,1,1,Misericórdia,38.7111291,-9.1436046,0,0,0,0,0,0,0,1,0,0,1,0,0
33886072,55.0,1,1,Arroios,38.7245007,-9.1402865,0,1,0,0,0,0,0,1,0,0,1,0,0
33828785,40.0,1,1,Avenidas Novas,38.7368146,-9.1430164,0,1,0,0,0,0,0,1,0,0,1,0,0
33880005,162.0,3,3,Areeiro,38.7431106,-9.1389765,0,1,0,1,1,0,0,1,0,0,1,0,0
33885716,119.0,3,3,Alcântara,38.7048218,-9.1829355,0,1,0,0,0,0,0,1,0,0,1,0,0
33885766,71.0,2,2,São Vicente,38.7189231,-9.1292394,0,1,0,0,0,0,0,1,0,0,1,0,0
33885718,84.0,2,1,Penha de França,38.7292606,-9.1231649,0,1,0,0,0,0,0,1,0,0,1,0,0
32417351,35.0,1,1,Santa Maria Maior,38.712084,-9.1321605,0,0,0,0,0,0,0,1,0,0,1,0,0
33885573,118.0,3,3,Belém,38.7061431,-9.2100146,0,1,0,1,1,0,0,1,0,0,1,0,0
33885540,49.0,1,1,Campo de Ourique,38.7182094,-9.1679971,0,1,0,0,0,0,0,1,0,0,1,0,0
30730902,81.0,2,2,Arroios,38.7208042,-9.1421582,0,1,0,1,1,0,0,1,0,0,1,0,0
33885484,147.0,4,2,Arroios,38.7326918,-9.1443343,0,1,0,0,0,0,0,1,0,0,1,0,0
33885394,50.0,1,1,Campo de Ourique,38.7189646,-9.166269,0,1,0,0,0,0,0,1,0,0,1,0,0
33885224,101.0,1,2,Campo de Ourique,38.7194208,-9.1603432,0,1,0,1,1,0,0,1,0,0,1,0,0
33885241,123.0,3,2,Penha de França,38.7251452,-9.1210844,0,1,0,0,0,0,0,1,0,0,1,0,0
33815610,70.0,1,1,Parque das Nações,38.7590481,-9.0964899,0,1,0,1,1,0,0,1,0,0,1,0,0
33452953,170.0,3,3,Avenidas Novas,38.7289671,-9.1494173,0,1,0,1,1,0,0,1,0,0,1,0,0
33885170,88.0,2,2,Benfica,38.747029,-9.1929234,0,1,0,0,0,0,0,1,0,0,1,0,0
33885103,50.0,1,1,Belém,38.7035943,-9.2040646,0,0,0,0,0,0,0,1,0,0,1,0,0
33885052,71.0,2,1,Penha de França,38.7255165,-9.1185129,0,1,0,0,0,0,0,1,0,0,1,0,0
33884983,180.0,4,3,Arroios,38.7327342,-9.1395909,0,0,0,0,0,0,0,1,0,0,1,0,0
33884911,150.0,3,3,Estrela,38.7096677,-9.156922,0,1,0,1,1,0,0,1,0,0,1,0,0
33884897,101.0,1,2,Campo de Ourique,38.7192052,-9.1598407,0,1,0,1,1,0,0,1,0,0,1,0,0
33884925,60.0,1,1,Arroios,38.7168709,-9.1383975,0,1,0,0,0,0,0,1,0,0,1,0,0
33866457,210.0,4,2,Parque das Nações,38.7740833,-9.092051,0,0,0,1,1,0,0,1,0,0,1,0,0
33884755,90.0,1,1,Campolide,38.7245459,-9.1649401,0,0,0,0,0,0,0,1,0,0,1,0,0
33884658,88.0,2,1,São Vicente,38.7186029,-9.131021,0,1,0,1,1,0,0,1,0,0,1,0,0
33884725,114.0,3,2,Lumiar,38.7643546,-9.1583888,0,1,0,0,0,0,0,1,0,0,1,0,0
33884612,120.0,2,2,Lumiar,38.777677,-9.1532019,0,1,0,1,1,0,0,1,0,0,1,0,0
33884552,44.0,1,1,Penha de França,38.7280805,-9.1292346,0,0,0,0,0,0,0,1,0,0,1,0,0
33884381,70.0,1,1,Estrela,38.7066754,-9.1724892,0,0,0,0,0,0,0,1,0,0,1,0,0
33884424,100.0,2,3,Avenidas Novas,38.733303,-9.1536754,0,1,0,1,1,0,0,1,0,0,1,0,0
33075014,32.0,1,1,São Vicente,38.7157898,-9.1246487,0,0,0,0,0,0,0,1,0,0,1,0,0
33670959,59.0,1,1,Arroios,38.7142201,-9.1400773,0,0,0,0,0,0,1,0,0,0,1,0,0
33884329,68.0,1,2,Santa Maria Maior,38.7102378,-9.1356296,0,1,0,0,0,0,0,1,0,0,1,0,0
33440738,100.0,2,1,São Vicente,38.7223462,-9.128994,0,1,0,1,1,0,0,1,0,0,1,0,0
33884075,83.0,2,1,Santa Clara,38.7936358,-9.1555209,0,0,0,0,0,0,0,1,0,0,1,0,0
32928980,80.0,2,1,Areeiro,38.7441578,-9.1419408,0,1,0,0,0,0,0,1,0,0,1,0,0
32653990,33.0,0,1,Santa Maria Maior,38.7166723,-9.1361459,0,0,0,0,0,0,0,0,0,1,1,0,0
33884124,50.0,0,1,Alcântara,38.7000094,-9.1940613,0,0,0,0,0,0,0,0,0,1,1,0,0
33884029,50.0,3,1,Avenidas Novas,38.7466097,-9.156517,0,1,0,0,0,0,0,1,0,0,1,0,0
33883940,65.0,2,1,Arroios,38.73691,-9.1304843,0,0,0,0,0,0,0,1,0,0,1,0,0
33883897,90.0,2,2,Santa Maria Maior,38.7093696,-9.1312201,0,0,0,0,0,0,0,1,0,0,1,0,0
33883896,44.0,1,1,Santo António,38.7218344,-9.1454324,0,0,0,0,0,0,0,1,0,0,1,0,0
33883894,25.0,0,1,Santo António,38.7176639,-9.1418797,0,0,0,0,0,0,0,0,0,1,1,0,0
33883837,40.0,1,1,São Vicente,38.716511,-9.1296319,0,1,0,0,0,0,0,1,0,0,1,0,0
33883829,50.0,1,1,Misericórdia,38.711698,-9.1489913,0,0,0,0,0,0,0,1,0,0,1,0,0
29923408,40.0,0,1,Alvalade,38.754433,-9.1496097,0,0,0,0,0,0,0,0,0,1,1,0,0
33883609,115.0,3,2,Arroios,38.723731,-9.1354235,0,1,0,0,0,0,0,1,0,0,1,0,0
33883608,70.0,1,1,Avenidas Novas,38.7414505,-9.143659,0,1,0,0,0,0,0,1,0,0,1,0,0
33851539,52.0,1,1,São Domingos de Benfica,38.7532208,-9.1759948,0,1,0,0,0,0,0,1,0,0,1,0,0
33600044,55.0,1,1,Parque das Nações,38.7898061,-9.0991447,0,1,0,0,0,0,0,1,0,0,1,0,0
33883506,110.0,2,2,Santo António,38.7246907,-9.1469625,0,1,0,0,0,0,0,1,0,0,1,0,0
33883467,140.0,3,2,Penha de França,38.7351162,-9.1265872,0,1,0,0,0,0,0,1,0,0,1,0,0
33883431,170.0,4,3,Avenidas Novas,38.7347356,-9.1500386,0,1,0,1,1,0,0,1,0,0,1,0,0
33883236,75.0,3,1,Alvalade,38.7540457,-9.1442049,0,0,0,0,0,0,0,1,0,0,1,0,0
33883106,135.0,5,2,Estrela,38.7084857,-9.1615585,0,0,0,0,0,0,0,1,0,0,1,0,0
33883157,60.0,0,1,Marvila,38.740721,-9.1011568,0,1,0,0,0,0,0,0,0,1,1,0,0
33883154,45.0,0,1,Marvila,38.7397614,-9.1037109,0,1,0,0,0,0,0,0,0,1,1,0,0
33883099,45.0,2,1,Arroios,38.7334914,-9.1316602,0,0,0,0,0,0,0,1,0,0,1,0,0
33862941,96.0,2,1,Alvalade,38.7456687,-9.1412607,0,1,0,0,0,0,0,1,0,0,1,0,0
32829300,55.0,2,1,Olivais,38.7738769,-9.1065773,0,0,0,0,0,0,1,0,0,0,1,0,0
33883076,57.0,1,1,Campo de Ourique,38.7181325,-9.1582033,0,0,0,0,0,0,0,1,0,0,1,0,0
33882987,80.0,2,2,Arroios,38.7158566,-9.1390658,0,0,0,0,0,0,0,1,0,0,1,0,0
33882965,95.0,2,2,Avenidas Novas,38.74033,-9.1473356,0,1,0,1,1,0,0,1,0,0,1,0,0
33882938,132.0,2,2,Lumiar,38.7668011,-9.1528402,0,1,0,1,1,0,0,1,0,0,1,0,0
33624496,80.0,2,2,Areeiro,38.7423749,-9.1390937,0,1,0,0,0,0,0,1,0,0,1,0,0
33876209,85.0,1,1,Areeiro,38.7432903,-9.1335359,0,1,0,1,1,0,0,1,0,0,1,0,0
33817686,135.0,2,2,Alvalade,38.7540549,-9.1407161,0,1,0,0,0,0,0,1,0,0,1,0,0
33877107,23.0,0,1,Ajuda,38.7102599,-9.2004216,0,0,0,0,0,0,0,0,0,1,1,0,0
33882643,115.0,3,2,Benfica,38.7533552,-9.2062103,0,1,0,0,0,0,0,1,0,0,1,0,0
33005355,124.0,3,1,Campo de Ourique,38.7184136,-9.166948,0,0,0,0,0,0,0,1,0,0,1,0,0
33882637,57.0,1,1,Campo de Ourique,38.7153808,-9.1701031,0,1,0,0,0,0,0,1,0,0,1,0,0
33882520,205.0,3,3,São Domingos de Benfica,38.748917,-9.1779934,0,1,0,1,1,0,0,1,0,0,1,0,0
33882438,65.0,2,1,Alcântara,38.7037576,-9.1866436,0,1,0,0,0,0,0,1,0,0,1,0,0
32664225,50.0,0,1,Estrela,38.7156682,-9.1558788,0,0,0,0,0,0,0,0,0,1,1,0,0
33882428,70.0,3,1,Beato,38.7374457,-9.1221512,0,1,0,0,0,0,0,1,0,0,1,0,0
33462701,105.0,2,2,Alvalade,38.7459522,-9.1461654,0,0,0,0,0,0,0,1,0,0,1,0,0
33882395,120.0,3,2,São Domingos de Benfica,38.7544395,-9.1744838,0,1,0,1,1,0,0,1,0,0,1,0,0
33882300,75.0,3,1,Alvalade,38.7477561,-9.1393889,0,0,0,0,0,0,0,1,0,0,1,0,0
33774969,50.0,1,1,Misericórdia,38.7164971,-9.150352,0,0,0,0,0,0,0,1,0,0,1,0,0
33881687,140.0,3,2,Campo de Ourique,38.7189855,-9.1577064,0,1,0,1,1,0,0,1,0,0,1,0,0
33882243,150.0,2,2,Olivais,38.7625285,-9.114811,0,1,0,1,1,0,0,1,0,0,1,0,0
33882161,70.0,1,1,São Domingos de Benfica,38.7448703,-9.1664496,0,1,0,1,1,0,0,1,0,0,1,0,0
33861516,100.0,3,1,Olivais,38.7672845,-9.1226056,0,1,0,0,0,0,0,1,0,0,1,0,0
33849174,41.0,1,1,Alcântara,38.7063533,-9.1895557,0,1,0,0,0,0,0,1,0,0,1,0,0
33882139,126.0,4,2,Campo de Ourique,38.7175756,-9.1679847,0,1,0,0,0,0,0,1,0,0,1,0,0
33882127,146.0,2,3,Campolide,38.7319129,-9.1629966,0,1,0,1,1,0,0,1,0,0,1,0,0
33882089,171.0,2,3,Estrela,38.7061075,-9.1666779,0,1,0,1,1,0,0,1,0,0,1,0,0
33881769,160.0,3,3,Estrela,38.7093383,-9.1576233,0,0,0,0,0,0,0,1,0,0,1,0,0
33881992,120.0,2,2,Alcântara,38.7043986,-9.1764679,0,1,0,1,1,0,0,1,0,0,1,0,0
33881923,50.0,0,1,Ajuda,38.7067211,-9.1906434,0,0,0,0,0,0,0,0,0,1,1,0,0
33881783,110.0,2,2,Misericórdia,38.7102375,-9.1439363,0,1,0,0,0,0,0,1,0,0,1,0,0
33881883,100.0,2,2,Marvila,38.7386447,-9.1030655,0,0,0,0,0,0,0,1,0,0,1,0,0
33881873,50.0,1,1,Misericórdia,38.7084864,-9.1473319,0,0,0,0,0,0,0,1,0,0,1,0,0
33881869,60.0,1,1,Parque das Nações,38.7613643,-9.1013118,0,1,0,0,0,0,0,1,0,0,1,0,0
33881858,100.0,2,1,São Vicente,38.7199844,-9.1331911,0,1,0,0,0,0,0,1,0,0,1,0,0
33881849,90.0,1,1,Misericórdia,38.713814,-9.1525571,0,0,0,0,0,0,0,1,0,0,1,0,0
33881848,35.0,1,1,Santa Maria Maior,38.7168339,-9.137998,0,0,0,0,0,0,0,1,0,0,1,0,0
33881847,40.0,0,1,Santa Maria Maior,38.7140707,-9.1384467,0,0,0,0,0,0,0,0,0,1,1,0,0
33871363,78.0,3,2,Benfica,38.7526492,-9.2058374,0,1,0,1,1,0,0,1,0,0,1,0,0
33881846,43.0,1,1,Misericórdia,38.7084708,-9.1509735,0,1,0,0,0,0,0,1,0,0,1,0,0
33881845,65.0,1,1,Arroios,38.7372576,-9.1316904,0,0,0,0,0,0,0,1,0,0,1,0,0
33881739,61.0,1,1,Avenidas Novas,38.7460186,-9.1508415,0,0,0,0,0,0,0,1,0,0,1,0,0
33881777,100.0,1,1,Misericórdia,38.7148629,-9.1504018,0,0,0,0,0,0,0,1,0,0,1,0,0
32936262,110.0,4,3,Avenidas Novas,38.7427283,-9.1598511,0,1,0,0,0,0,0,1,0,0,1,0,0
33881426,22.0,0,1,Misericórdia,38.7115601,-9.1504511,0,1,0,0,0,0,0,0,0,1,1,0,0
33878077,80.0,1,1,Estrela,38.7112883,-9.1536863,0,1,0,0,0,0,0,1,0,0,1,0,0
33881319,125.0,2,2,Avenidas Novas,38.7357606,-9.1535629,0,1,0,0,0,0,0,1,0,0,1,0,0
33881312,65.0,1,1,Santa Maria Maior,38.7098741,-9.1303801,0,0,0,0,0,0,0,1,0,0,1,0,0
33773204,50.0,1,1,Santo António,38.718833,-9.1513838,0,1,0,0,0,0,0,1,0,0,1,0,0
33881262,112.0,2,1,Alvalade,38.7553298,-9.1468505,0,1,0,0,0,0,0,1,0,0,1,0,0
33881227,120.0,3,2,Lumiar,38.7735675,-9.1622454,0,1,0,0,0,0,0,1,0,0,1,0,0
33881216,110.0,1,1,Campolide,38.7306486,-9.1655976,0,0,0,0,0,0,0,1,0,0,1,0,0
33881103,90.0,1,1,Estrela,38.7098241,-9.1602632,0,0,0,0,0,0,0,1,0,0,1,0,0
33881081,65.0,2,2,Ajuda,38.7018995,-9.192631,0,0,0,0,0,0,0,1,0,0,1,0,0
33856193,72.0,1,1,São Vicente,38.7206092,-9.128635,0,1,0,1,1,0,0,1,0,0,1,0,0
33869835,144.0,3,3,São Vicente,38.7200818,-9.1289581,0,1,0,1,1,0,0,1,0,0,1,0,0
33881023,68.0,1,1,São Vicente,38.7156631,-9.1246196,0,1,0,1,1,0,0,1,0,0,1,0,0
33880972,83.0,1,1,Alvalade,38.7580198,-9.138166,0,1,0,1,1,0,0,1,0,0,1,0,0
33880859,93.0,2,2,Santa Maria Maior,38.7135631,-9.1265167,0,0,0,0,0,0,0,1,0,0,1,0,0
33880872,58.0,1,1,Santo António,38.7197834,-9.1531169,0,1,0,0,0,0,0,1,0,0,1,0,0
33880894,60.0,1,1,Estrela,38.7144951,-9.1557089,0,0,0,0,0,0,0,1,0,0,1,0,0
33880890,140.0,3,3,Alcântara,38.7055026,-9.173734,0,1,0,1,1,0,0,1,0,0,1,0,0
33880717,131.0,2,2,Parque das Nações,38.777513,-9.0972753,0,1,0,1,1,0,0,1,0,0,1,0,0
33880775,94.0,2,1,Alvalade,38.7490579,-9.1394088,0,1,0,0,0,0,0,1,0,0,1,0,0
33880771,140.0,2,2,Avenidas Novas,38.7376597,-9.1525081,0,1,0,0,0,0,0,1,0,0,1,0,0
33880732,80.0,1,2,Campolide,38.7241806,-9.1652641,0,1,0,0,0,0,0,1,0,0,1,0,0
33880728,64.0,2,1,São Domingos de Benfica,38.7448496,-9.1757333,0,1,0,0,0,0,0,1,0,0,1,0,0
33480605,30.0,0,1,Alvalade,38.755037,-9.1339791,0,0,0,0,0,0,0,0,0,1,1,0,0
33880611,121.0,2,1,Ajuda,38.7027963,-9.1938398,0,1,0,0,0,0,0,1,0,0,1,0,0
33880483,60.0,1,1,Avenidas Novas,38.7447803,-9.1542926,0,1,0,1,1,0,0,1,0,0,1,0,0
33841467,79.0,1,1,Lumiar,38.7764438,-9.1628329,0,1,0,0,0,0,0,1,0,0,1,0,0
33880414,146.0,2,3,Campolide,38.7291216,-9.1623726,0,1,0,1,1,0,0,1,0,0,1,0,0
33880423,146.0,3,3,Campolide,38.7321936,-9.1621012,0,1,0,1,1,0,0,1,0,0,1,0,0
33880407,58.0,1,1,Parque das Nações,38.7704731,-9.0987219,0,1,0,1,1,0,0,1,0,0,1,0,0
33880398,120.0,3,2,Arroios,38.7305152,-9.1454922,0,1,0,0,0,0,0,1,0,0,1,0,0
33880421,46.0,1,1,Parque das Nações,38.7730452,-9.0973652,0,1,0,1,1,0,0,1,0,0,1,0,0
33880402,90.0,2,1,Parque das Nações,38.7699515,-9.0989267,0,1,0,1,1,0,0,1,0,0,1,0,0
33880362,55.0,1,1,Parque das Nações,38.7584648,-9.0942039,0,1,0,0,0,0,0,1,0,0,1,0,0
33880308,184.0,2,2,Santa Maria Maior,38.7117416,-9.1283018,0,1,0,0,0,1,0,0,0,0,1,0,0
33880360,153.0,2,3,Parque das Nações,38.756569,-9.0993985,0,1,0,1,1,0,0,1,0,0,1,0,0
33880205,126.0,3,2,Parque das Nações,38.7791562,-9.0940885,0,1,0,1,1,0,0,1,0,0,1,0,0
33880193,152.0,3,3,Benfica,38.7509842,-9.203091,0,0,0,1,1,0,0,1,0,0,1,0,0
33880135,128.0,2,2,Belém,38.7109394,-9.2124694,0,1,0,0,0,0,0,1,0,0,1,0,0
33880098,70.0,1,1,Areeiro,38.7392381,-9.1304371,0,0,0,0,0,0,0,1,0,0,1,0,0
33880160,50.0,1,1,Santo António,38.722563,-9.1470624,0,1,0,1,1,0,0,1,0,0,1,0,0
33880054,65.0,1,1,Santo António,38.7197718,-9.1460002,0,0,0,0,0,0,0,1,0,0,1,0,0
33880006,54.0,2,1,Belém,38.7054941,-9.2024395,0,0,0,0,0,0,0,1,0,0,1,0,0
33879988,53.0,1,1,Misericórdia,38.7134806,-9.1454712,0,1,0,0,0,0,0,1,0,0,1,0,0
33879959,90.0,3,1,Penha de França,38.7254378,-9.117195,0,1,0,0,0,0,0,1,0,0,1,0,0
33879955,93.0,2,2,Penha de França,38.7246142,-9.1167321,0,1,0,0,0,0,0,1,0,0,1,0,0
33879950,75.0,1,1,São Domingos de Benfica,38.7552769,-9.1779988,0,1,0,0,0,0,0,1,0,0,1,0,0
33879879,75.0,1,1,Penha de França,38.7264457,-9.1179141,0,0,0,0,0,0,0,1,0,0,1,0,0
33879855,154.0,4,1,Santa Maria Maior,38.7102781,-9.1398375,0,0,0,0,0,0,0,1,0,0,1,0,0
33879918,100.0,3,2,São Domingos de Benfica,38.7463048,-9.1669577,0,1,0,0,0,0,0,1,0,0,1,0,0
33879913,78.0,3,2,Benfica,38.7536643,-9.2076335,0,1,0,0,0,0,0,1,0,0,1,0,0
33879894,109.0,3,1,Areeiro,38.7408394,-9.1319768,0,1,0,0,0,0,0,1,0,0,1,0,0
33879872,68.0,2,1,Santo António,38.7283609,-9.1480665,0,1,0,0,0,0,0,1,0,0,1,0,0
33651431,166.0,2,3,Estrela,38.7043967,-9.1662851,0,1,0,1,1,0,0,1,0,0,1,0,0
33879786,87.0,2,1,Santa Maria Maior,38.7102781,-9.1398375,0,0,0,0,0,0,0,1,0,0,1,0,0
33741394,70.0,2,1,Campo de Ourique,38.7214435,-9.1621339,0,1,0,0,0,0,0,1,0,0,1,0,0
33879756,71.0,1,2,Arroios,38.7316593,-9.134721,0,1,0,1,1,0,0,1,0,0,1,0,0
33879745,130.0,2,2,Parque das Nações,38.781308,-9.0952536,0,0,0,1,1,0,0,1,0,0,1,0,0
33879742,90.0,2,1,São Domingos de Benfica,38.7440696,-9.1775256,0,1,0,0,0,0,0,1,0,0,1,0,0
33879720,138.0,3,2,Belém,38.6970151,-9.2131581,0,1,0,1,1,0,0,1,0,0,1,0,0
33146928,18.0,0,1,Areeiro,38.745718,-9.1316236,0,0,0,0,0,0,0,0,0,1,1,0,0
33879713,30.0,0,1,São Vicente,38.7194789,-9.1263678,0,0,0,0,0,0,0,0,0,1,1,0,0
33879712,45.0,0,1,São Vicente,38.7216932,-9.1252006,0,0,0,0,0,0,0,0,0,1,1,0,0
33660421,137.0,3,2,Carnide,38.7646454,-9.1891657,0,1,0,0,0,0,0,1,0,0,1,0,0
33879552,105.0,2,3,Ajuda,38.7068764,-9.1989989,0,0,0,0,0,0,0,1,0,0,1,0,0
33879529,82.0,2,1,Santa Maria Maior,38.7107224,-9.136753,0,0,0,0,0,0,0,1,0,0,1,0,0
33879526,100.0,2,1,Belém,38.6954593,-9.2146654,0,0,0,0,0,0,0,1,0,0,1,0,0
33879495,122.0,3,2,Lumiar,38.772553,-9.1538294,0,1,0,1,1,0,0,1,0,0,1,0,0
33879458,60.0,1,1,Misericórdia,38.7145648,-9.1510908,0,0,0,0,0,0,0,1,0,0,1,0,0
33879472,138.0,4,1,Alcântara,38.7056824,-9.1784345,0,1,0,0,0,0,0,1,0,0,1,0,0
33773502,80.0,2,1,Avenidas Novas,38.7386175,-9.1483241,0,1,0,0,0,0,0,1,0,0,1,0,0
33728252,210.0,4,3,Santo António,38.7274974,-9.1436402,0,1,0,1,1,0,0,1,0,0,1,0,0
33561923,105.0,2,2,São Domingos de Benfica,38.7475984,-9.1645171,0,1,0,1,1,0,0,1,0,0,1,0,0
33510473,66.0,1,1,Estrela,38.7151432,-9.1634006,0,1,0,1,1,0,0,1,0,0,1,0,0
33879223,60.0,1,1,Ajuda,38.7035743,-9.1959823,0,1,0,1,1,0,0,1,0,0,1,0,0
33878308,91.0,2,2,Santa Maria Maior,38.7107708,-9.1407674,0,1,0,0,0,0,0,1,0,0,1,0,0
31888723,95.0,2,1,Estrela,38.7062485,-9.1624264,0,0,0,0,0,0,0,1,0,0,1,0,0
33878911,52.0,1,1,Penha de França,38.7320777,-9.1289388,0,1,0,0,0,0,0,1,0,0,1,0,0
33878971,82.0,2,1,São Domingos de Benfica,38.744016,-9.1740162,0,1,0,0,0,0,0,1,0,0,1,0,0
33878776,149.0,3,3,Alcântara,38.7065551,-9.1747749,0,1,0,1,1,0,0,1,0,0,1,0,0
33878713,150.0,3,2,Campo de Ourique,38.7175356,-9.1637143,0,1,0,0,0,0,0,1,0,0,1,0,0
33878663,87.0,2,1,Marvila,38.7607771,-9.1232349,0,1,0,1,1,0,0,1,0,0,1,0,0
33878588,57.0,1,1,Campo de Ourique,38.7225452,-9.1637047,0,0,0,0,0,0,0,1,0,0,1,0,0
33878575,61.0,1,2,Estrela,38.70771,-9.1541205,0,1,0,1,1,0,0,1,0,0,1,0,0
33878535,100.0,3,2,Lumiar,38.7766043,-9.1644667,0,1,0,1,1,0,0,1,0,0,1,0,0
32890325,69.0,1,1,Benfica,38.7491614,-9.1976074,0,1,0,1,1,0,0,1,0,0,1,0,0
33878508,45.0,1,1,Avenidas Novas,38.73642,-9.1443651,0,1,0,1,1,0,0,1,0,0,1,0,0
30802540,50.0,1,1,Areeiro,38.743894,-9.1328196,0,0,0,0,0,0,0,1,0,0,1,0,0
33878483,130.0,4,3,Estrela,38.7120617,-9.1581799,0,1,0,1,1,0,0,1,0,0,1,0,0
33878459,37.0,0,1,Avenidas Novas,38.7448214,-9.1562064,0,0,0,0,0,0,0,0,0,1,1,0,0
33878317,71.0,2,1,Misericórdia,38.7154058,-9.1526162,0,0,0,0,0,0,0,1,0,0,1,0,0
33878316,100.0,2,2,Lumiar,38.7660836,-9.1520383,0,1,0,1,1,0,0,1,0,0,1,0,0
33878371,165.0,2,1,Santo António,38.7189669,-9.1409055,0,1,0,1,1,0,0,0,1,0,1,0,0
33878269,80.0,1,1,Misericórdia,38.7139588,-9.1474056,0,1,0,1,1,0,0,1,0,0,1,0,0
33878186,130.0,2,2,Avenidas Novas,38.7336659,-9.1487471,0,1,0,1,1,0,0,1,0,0,1,0,0
33878171,150.0,3,2,Alvalade,38.7532436,-9.1440799,0,1,0,1,1,0,0,1,0,0,1,0,0
33878125,125.0,4,2,Avenidas Novas,38.7347024,-9.1563455,0,1,0,0,0,0,0,1,0,0,1,0,0
33878081,45.0,1,1,Santo António,38.7158425,-9.1518104,0,0,0,0,0,0,0,1,0,0,1,0,0
33843217,120.0,2,2,Estrela,38.709852,-9.1559245,0,1,0,0,0,0,0,1,0,0,1,0,0
31958931,110.0,3,2,Lumiar,38.7612018,-9.1644765,0,1,0,0,0,0,0,1,0,0,1,0,0
33877992,170.0,2,1,Santo António,38.7236685,-9.1444499,0,0,0,0,0,0,0,1,0,0,1,0,0
33877942,45.0,1,2,Ajuda,38.7051939,-9.2010589,0,0,0,0,0,0,0,1,0,0,1,0,0
33494024,40.0,0,1,Arroios,38.7330275,-9.1442706,0,1,0,1,1,0,0,0,0,1,1,0,0
33877872,129.0,2,3,Santo António,38.7292256,-9.1460914,0,1,0,1,1,0,0,1,0,0,1,0,0
33877729,80.0,1,1,Campolide,38.7270862,-9.1658707,0,1,0,0,0,0,0,1,0,0,1,0,0
33877840,120.0,2,2,Campolide,38.7238697,-9.1699752,0,1,0,1,1,0,0,1,0,0,1,0,0
33877817,45.0,1,1,São Vicente,38.7189687,-9.1273109,0,0,0,0,0,0,0,1,0,0,1,0,0
33877728,44.0,1,1,Santa Maria Maior,38.7156353,-9.1327251,0,1,0,0,0,0,0,1,0,0,1,0,0
33877822,67.0,3,1,Penha de França,38.7309147,-9.1278311,0,0,0,0,0,0,0,1,0,0,1,0,0
33877811,120.0,3,3,Campo de Ourique,38.720985,-9.1676609,0,0,0,0,0,0,0,1,0,0,1,0,0
33824144,60.0,1,2,Santo António,38.7226229,-9.1574209,0,1,0,1,0,0,0,1,0,0,1,0,0
32441733,40.0,1,1,Santo António,38.7167347,-9.1468219,0,1,0,0,0,0,0,1,0,0,1,0,0
33877757,46.0,0,1,Santa Maria Maior,38.7108635,-9.1379859,0,1,0,0,0,0,0,0,0,1,1,0,0
33877752,55.0,1,1,Alcântara,38.7030006,-9.1891687,0,1,0,0,0,0,0,1,0,0,1,0,0
33877750,70.0,2,1,Alcântara,38.7015503,-9.1826161,0,0,0,0,0,0,0,1,0,0,1,0,0
33877748,40.0,1,1,Santa Maria Maior,38.716552,-9.1377696,0,0,0,0,0,0,0,1,0,0,1,0,0
33877731,130.0,3,2,Ajuda,38.7058639,-9.1947689,0,1,0,0,0,0,0,1,0,0,1,0,0
33877659,60.0,1,1,Estrela,38.7135216,-9.1556921,0,1,0,0,0,0,0,1,0,0,1,0,0
33877653,47.0,0,1,Avenidas Novas,38.7464091,-9.153683,0,1,0,0,0,0,0,0,0,1,1,0,0
33877481,125.0,4,2,Avenidas Novas,38.7282802,-9.1578924,0,1,0,0,0,0,0,1,0,0,1,0,0
33877462,50.0,1,1,Avenidas Novas,38.7429664,-9.155108,0,0,0,0,0,0,0,1,0,0,1,0,0
33877361,99.0,4,2,Carnide,38.7573794,-9.1859913,0,1,0,0,0,0,0,1,0,0,1,0,0
33877341,32.0,0,1,Santa Maria Maior,38.7097524,-9.1299442,0,0,0,0,0,0,0,0,0,1,1,0,0
33877178,55.0,1,1,Estrela,38.7066341,-9.1682433,0,0,0,0,0,0,0,1,0,0,1,0,0
33877241,99.0,4,2,Carnide,38.7576067,-9.1862907,0,1,0,0,0,0,0,1,0,0,1,0,0
33877180,105.0,3,2,Belém,38.706463,-9.2055653,0,1,0,0,0,0,0,1,0,0,1,0,0
33877134,107.0,2,2,São Domingos de Benfica,38.7464864,-9.1670196,0,1,0,1,1,0,0,1,0,0,1,0,0
33558666,123.0,2,2,Lumiar,38.7648216,-9.1569088,0,1,0,1,1,0,0,1,0,0,1,0,0
33876887,143.0,3,3,Belém,38.7074172,-9.210616,0,1,0,1,1,0,0,1,0,0,1,0,0
33876896,180.0,4,2,Santo António,38.7245864,-9.1524151,0,1,0,0,0,0,0,1,0,0,1,0,0
