propertyCode,thumbnail,externalReference,numPhotos,price,priceInfo,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,topPlus,floor,parkingSpace,neighborhood,newDevelopmentFinished
33938923,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/2f/1b/fe/273113870.webp,JA012510,35,2100.0,"{'price': {'amount': 2100.0, 'currencySuffix': '€/mês'}}",flat,rent,95.0,2,3,rua Braamcamp,Lisboa,Santo António,Av. da Liberdade - Marquês de Pombal,pt,38.7237623,-9.150292,False,https://www.idealista.pt/imovel/33938923/,"Braamcamp 82, Um prédio de luxo e prestígio projetado pelo gabinete de arquitetura, Arq. Aires Mateus. Localizado no centro de Lisboa com a Av. Da Liberdade, Largo do Rato e Príncipe Real muito próximos podendo facilmente se deslocar a pé e desfrutar da Beleza de Lisboa, lojas de luxo, comércio tradicional e vários transportes públicos. A sua reabilitação foi total preservando a fachada original e alguns elementos decorativos, o edifício é composto por 21 apartamentos distribuídos por 6 pisos exclusivos para arrendamento. Todos os materiais utilizados na sua reabilitação são de qualidade superior dando prioridade ao conforto. Cozinhas totalmente equipadas com eletrodomésticos Smeg, Forno, Fogão, Combinado, Micro-ondas, Máquina de lavar Roupa, Máquina de Lavar Loiça e caldeira Vulcano. Venha viver num prédio único no centro da cidade de Lisboa. Licença de Utilização: 77/UT-CML/2019 REF: JA012510  Categoria Energética: B-  ref: JA012510.",True,good,False,True,22.0,{'typology': 'flat'},"{'subtitle': 'Santo António, Lisboa', 'title': 'Apartamento na rua Braamcamp'}",True,False,True,False,False,False,bj,,,
33938914,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/01/50/9a/273113788.webp,PF36093,55,2300.0,"{'price': {'amount': 2300.0, 'currencySuffix': '€/mês'}}",flat,rent,185.0,5,2,estrada de Benfica,Lisboa,São Domingos de Benfica,Estrada de Benfica,pt,38.7441046,-9.1815707,False,https://www.idealista.pt/imovel/33938914/,"Apartamento T5 sem móveis com uma área bruta privativa de 185m2, localizado em Benfica junto ao Califa, oferece um espaço acolhedor com boa luminosidade. As áreas deste apartamento dividem-se por: - Hall de entrada e corredor de circulação com closet - Sala Comum com dois ambientes e ar condicionado - Cozinha equipada com saída para zona de lavandaria - Quarto de empregada - Wc com duche com aquecimento - Quarto sem roupeiro - 2 Wc's com duche e aquecimento - Zona de arrumos - Quarto com 2 ambientes com roupeiros e AC - 2 Quartos com roupeiros com aquecimento Apartamento recentemente remodelado (Novembro de 2024), localizado em prédio clássico em bom estado de conservação, com dois elevadores em zona central com acesso a comércio diversificado tradicional e serviços próximo da Quinta da Alfarrobeira, Junta de Freguesia e loja do cidadão bem como de escolas e colégios e com excelentes acessos rodoviários. Com vista desafogada para Monsanto a Sul. Facilidade de estacionamento na praceta na zona envolvente. Agende a Sua Visita Este apartamento é ideal para quem procura uma localização privilegiada em Lisboa. Não perca a oportunidade de viver numa das zonas mais icónicas da cidade. Entre em contacto e agende já a sua visita. A Porta da Frente Christie's é uma empresa de mediação imobiliária que trabalha no mercado há mais de duas décadas, focando-se nos melhores imóveis e empreendimentos, quer para arrendamento quer para venda. A empresa foi selecionada pela prestigiada marca Christie's International Real Estate para representar Portugal, nas zonas de Lisboa, Cascais, Oeiras e Alentejo. A principal missão da Porta da Frente Christie's é privilegiar um serviço de excelência a todos os nossos clientes.  Categoria Energética: C  ref: PF36093.",False,good,False,True,12.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Apartamento na estrada de Benfica'}",True,False,False,False,False,False,1,,,
32647518,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/32/ca/1a/214646165.webp,1960,20,1700.0,"{'price': {'amount': 1700.0, 'currencySuffix': '€/mês'}}",flat,rent,70.0,2,1,"rua do Cardal da Graça, 22 C",Lisboa,São Vicente,Graça,pt,38.7202407,-9.127303,True,https://www.idealista.pt/imovel/32647518/,"Óptimo apartamento T2 na Graça totalmente mobilado e equipado, com muita luz natural, com 2 quartos com roupeiros e com varanda. O apartamento fica num 3º andar, sem elevador, num prédio de betão, a 500 metros do Largo da Graça, numa rua tranquila, com paragem de autocarro à porta, numa zona fornecida com muito comércio e todo o tipo de serviços.  Este valor de arrendamento tem as despesas de água e electricidade incluídas. Com Licença de Utilização nº 65, emitida pela Câmara Municipal de Lisboa em 06/02/1980. Visita virtual disponível no nosso site. A Cityground Consulting é uma agência imobiliária em expansão, presentemente com loja em Lisboa - Belém, na Costa da Prata - Caldas da Rainha e em Leiria Visite as nossas lojas, estamos à sua espera para juntos encontrarmos a sua casa.",False,good,False,False,24.0,{'typology': 'flat'},"{'subtitle': 'São Vicente, Lisboa', 'title': 'Apartamento na rua do Cardal da Graça, 22 c'}",False,False,False,False,False,False,3,,,
33938861,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/48/eb/1e/273110095.webp,APA_6608,19,1950.0,"{'price': {'amount': 1950.0, 'currencySuffix': '€/mês'}}",duplex,rent,112.0,1,2,rua Tenente Valadim,Lisboa,Estrela,Doca de Alcântara,pt,38.7036888,-9.169952,False,https://www.idealista.pt/imovel/33938861/,"Loft duplex contemporâneo na Estrela com garagem Loft em dois pisos com excelente área. Piso de entrada sala com lareira, cozinha aberta para a sala e totalmente equipada, casa de banho de visitas. Piso superior, espaço destinado a quarto que dada a dimensão ainda pode ser aproveitado para espaço de trabalho, armários a todo o comprimento do quarto e casa de banho completa. O Loft dispõe ainda de uma arrecadação e um lugar de estacionamento. Prédio de prestigio, bem localizado e bem servido de transportes, muito próximo da Cuf Tejo.",False,good,False,True,17.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'Estrela, Lisboa', 'title': 'Duplex na rua Tenente Valadim'}",False,False,False,False,False,False,2,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
32030430,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/09/7f/38/264681746.webp,76872,29,3750.0,"{'price': {'amount': 3750.0, 'currencySuffix': '€/mês', 'priceDropInfo': {'formerPrice': 4000.0, 'priceDropValue': 250, 'priceDropPercentage': 6}}}",flat,rent,209.0,4,5,Lapa,Lisboa,Estrela,Lapa,pt,38.7092999,-9.1664589,False,https://www.idealista.pt/imovel/32030430/,"Apartamento T4 em Condomínio Fechado – Espaço, Conforto e Localização Privilegiada Descubra este fantástico apartamento T4, sem mobília, inserido num exclusivo condomínio fechado, que alia conforto, segurança e qualidade de vida. Com uma área privativa de 209,40 m², este imóvel foi projetado para oferecer amplitude, luminosidade e funcionalidade em cada divisão. Distribuição do espaço:  Sala ampla de 58 m², com grandes janelas que proporcionam uma excelente entrada de luz natural, criando um ambiente acolhedor e sofisticado. Cozinha totalmente equipada, moderna e funcional, perfeita para quem valoriza o prazer de cozinhar.  Duas suites espaçosas, ambas com casa de banho privativa, garantindo conforto e privacidade.  Dois quartos adicionais, versáteis e bem iluminados, ideais para quartos infantis, escritório ou área de lazer.  Uma casa de banho completa, para atender aos dois quartos.  Duas casas de banho sociais, assegurando maior comodidade para residentes e visitas.  Roupeiros embutidos em todos os quartos, proporcionando excelente capacidade de arrumação.  Aquecimento central e ar condicionado, garantindo conforto térmico durante todo o ano.  Três lugares de estacionamento, garantindo conveniência e segurança para toda a família. Condomínio e Localização O apartamento está inserido num condomínio fechado de referência, onde poderá usufruir de um ambiente tranquilo e seguro, com todas as comodidades necessárias para um estilo de vida moderno. A sua localização privilegiada coloca-o a curta distância de:  Comércio e serviços diversos, como supermercados, farmácias, bancos e centros comerciais.  Escolas e colégios de referência, garantindo educação de qualidade para as crianças.  Hospitais e clínicas, oferecendo fácil acesso a cuidados de saúde.  Transportes públicos, permitindo uma mobilidade prática e eficiente.  Principais vias de acesso (Norte/Sul), facilitando deslocações rápidas dentro e fora da cidade.  Aeroporto, ideal para quem viaja com frequência. Informações adicionais: •Licença de utilização n.º 1548/UT/2004 Se procura um apartamento espaçoso, moderno e bem localizado, esta é uma oportunidade única.  Marque já a sua visita e venha conhecer este incrível imóvel! Sobre a IAD A IAD é uma sociedade de mediação imobiliária inovadora, sem lojas físicas, o que nos permite estar sempre próximos dos nossos clientes, oferecendo um serviço personalizado, baseado no profissionalismo, transparência e eficiência.  O seu novo lar espera por si! ref: 76872 Licença de utilização: 1548/UT/2004.",False,good,False,,18.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Apartamento'}",True,False,False,False,False,False,1,,,
33938853,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/00/63/fc/273108700.webp,C0409-01510,28,1600.0,"{'price': {'amount': 1600.0, 'currencySuffix': '€/mês'}}",flat,rent,95.0,3,2,Centro,Lisboa,Penha de França,Centro,pt,38.7285042,-9.1333383,False,https://www.idealista.pt/imovel/33938853/,"Bem- vindo á sua nova casa a três minutos do metro, num dos bairros mais vibrantes no centro de Lisboa!    Imóvel de tetos altos e elegância clássica, com 3 quartos, um deles suite.  Vai ainda encontrar um charmoso terraço onde poderá desfrutar de ótimos momentos de lazer sendo o acesso feito pela sala ou um dos quartos. Sala e Cozinha open space equipada com placa, exaustor, forno, micro-ondas, frigorífico combinado, máquina da roupa e máquina da loiça.  Localização privilegiada no centro da cidade, cercada por uma variedade de lojas, restaurantes, cafés e atrações culturais, tornando possível fazer todas as compras a pé. Imóvel muito atrativo para quem precisa ou gosta de viver no coração da cidade, bem conectado a opções de transportes públicos como autocarros e metro.  Agende uma visita ainda hoje na sua nova casa!",False,good,False,False,17.0,{'typology': 'flat'},"{'subtitle': 'Penha de França, Lisboa', 'title': 'Apartamento'}",False,False,False,False,False,False,bj,,,
33938737,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/33/f4/6f/273104358.webp,,33,2300.0,"{'price': {'amount': 2300.0, 'currencySuffix': '€/mês'}}",flat,rent,140.0,4,2,rua Rodrigo da Fonseca,Lisboa,Avenidas Novas,Bairro Azul - Parque Eduardo VII,pt,38.7265303,-9.1570656,False,https://www.idealista.pt/imovel/33938737/,"Apartamento T3+1, recentemente pintado, em optimo estado de conservação,  no coração da cidade.  Com uma área útil de 130 m², este espaço oferece uma sala ampla com ligação a uma assoalhada versátil, ideal para escritório ou sala de refeições.  Dois quartos confortáveis e uma suite com closet,  A casa de banho moderna está equipada com um chuveiro elegante.  A cozinha equipada com despensa.   Tetos trabalhados e o chão em tábua corrida antiga conferem um charme único à habitação. Localizado no segundo andar de um edifício com elevador, este apartamento proporciona fácil acesso a comércio e transportes públicos à porta.",False,good,False,True,16.0,{'typology': 'flat'},"{'subtitle': 'Avenidas Novas, Lisboa', 'title': 'Apartamento na rua Rodrigo da Fonseca'}",True,False,False,False,False,False,2,,,
33938500,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/07/b5/b1/273099977.webp,,21,1100.0,"{'price': {'amount': 1100.0, 'currencySuffix': '€/mês'}}",flat,rent,51.0,1,1,rua André Monteiro da Cruz,Lisboa,Campolide,Centro,pt,38.7273092,-9.1652711,False,https://www.idealista.pt/imovel/33938500/,"Entrada a partir de 1 Fevereiro de 2025! Este pitoresco apartamento situa-se a escassos minutos do Centro Comercial Amoreiras e do conceituado Liceu Francês! Morar neste apartamento é experienciar a vida num dos mais típicos e autênticos bairros de Lisboa, Campolide. Pela exposição solar o apartamento tem imensa luz. Campolide situa-se numa das colinas de Lisboa e este imóvel conta com uma vista sobre Monsanto e o aqueduto das Águas Livres. Totalmente remodelado em 2023 e a estrear o apartamento tem a cozinha totalmente equipada: Máquina lavar loiça; Máquina de lavar e secar roupa; Placa; frigorifico; Forno. Ar-condicionado A espaçosa casa de banho foi feita com requinte lindos pormenores de decoração. Tem base de duche e janela com vista para os típicos terraços alfacinhas. O apartamento levou isolamento novo o que permite um excelente conforto térmico. Conta com enormes claraboias que o tornam ainda mais luminoso. As janelas são de alumínio com ruptura térmica e oscilo-batente. Apartamento com imensa arrumação, tem armários embutidos em todas as divisões e uma cama extensível na sala, ideal para receber uma visita. Composto de 2 divisões, quarto e sala com kitchenette. Obrigatório - Rendimentos adequados a renda Caução - equivalente a 3 meses de renda 1 Renda antecipada Fiador com rendimentos Possibilidade de apresentação de garantia bancária. Não perca esta oportunidade marque já visita! PS: Para marcação das visitas deverão enviar antecipadamente documentação para validação das condições: 3 últimos recibos de vencimento; Extrato bancário último mês da conta vencimento; Declaração IRS Documentos de Identificação.",False,good,False,False,22.0,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Apartamento na rua André Monteiro da Cruz'}",True,False,False,False,False,False,3,,,
33873698,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/44/dd/de/273097585.webp,KWPT-009890,49,1300.0,"{'price': {'amount': 1300.0, 'currencySuffix': '€/mês'}}",flat,rent,104.0,2,2,avenida João XXI,Lisboa,Areeiro,Av. de Roma - Campo Pequeno,pt,38.7413456,-9.1390465,False,https://www.idealista.pt/imovel/33873698/,"Um apartamento na Avenida João XXI? Conte-me mais! Claro! Este apartamento T2 está localizado numa das mais emblemáticas avenidas de Lisboa, a Avenida João XXI, e oferece uma área bruta generosa de 104 m². É o espaço ideal para quem valoriza uma vida urbana confortável, com todos os serviços e comodidades por perto. E o estado do apartamento? Este imóvel encontra-se remodelado, pronto a acolher o seu novo residente. A cozinha está equipada com os essenciais para o dia-a-dia: fogão, forno, exaustor e esquentador, garantindo praticidade e funcionalidade. Quais são as vantagens desta localização? Situado numa localização premium, o apartamento beneficia da proximidade a todo o tipo de serviços e comércio. A Avenida João XXI é bem conhecida pela sua centralidade, oferecendo fácil acesso a transportes públicos, escolas, supermercados, farmácias e opções de lazer. Para além disso, a sua localização é ideal para famílias ou profissionais que procuram conveniência e qualidade de vida. Porquê escolher este apartamento? Porque alia uma área generosa, uma localização de excelência e o conforto de um lar funcional e bem equipado. Este imóvel do Fundo é uma oportunidade única para quem procura residir ou investir no coração da cidade. Características do apartamento: Tipologia: T2 Área Bruta: 104 m² Casa de Banho: 1 Cozinha equipada com fogão, forno, exaustor e esquentador Para mais informações ou para agendar uma visita, contacte-nos! Licença de utilização: 370.",False,good,False,False,13.0,{'typology': 'flat'},"{'subtitle': 'Areeiro, Lisboa', 'title': 'Apartamento na avenida João Xxi'}",True,False,False,False,False,False,3,,,
33938452,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/57/e4/39/273092114.webp,APA_655,20,4000.0,"{'price': {'amount': 4000.0, 'currencySuffix': '€/mês'}}",flat,rent,130.0,3,2,Rato - Amoreiras,Lisboa,Santo António,Rato - Amoreiras,pt,38.7220007,-9.1524769,False,https://www.idealista.pt/imovel/33938452/,"Apartamento T3 com 130 m2, com acabamentos premium. O apartamento dispõe de uma sala de estar e jantar com varanda e uma cozinha totalmente equipada com electrodomésticos de marca Siemens.  A zona privativa, com bastante arrumação, tem três quartos, um dos quais em suite, partilhando os demais uma segunda casa de banho. Todos os quartos contam com varandim. Tem ainda com uma casa de banho social.  Apartamento muito luminoso com excelente isolamento térmico, com janelas rasgadas com vidro duplo, chão de madeira, casas de banho em mármore e ar condicionado em todas as divisões. Conta com garagem para dois carros e uma arrecadação.  Inserido em edificio novo, com elevador numa das melhores localizações de Lisboa, em rua muito tranquila entre o Rato e o Príncipe Real, com fácil acesso a transportes públicos, comércio e serviços.",False,good,False,True,31.0,{'typology': 'flat'},"{'subtitle': 'Santo António, Lisboa', 'title': 'Apartamento'}",False,False,False,False,False,False,5,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
33938435,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/ac/ba/6f/273092059.webp,LS122401 (2),27,1350.0,"{'price': {'amount': 1350.0, 'currencySuffix': '€/mês'}}",flat,rent,68.0,1,1,rua da Imprensa Nacional,Lisboa,Santo António,Príncipe Real,pt,38.7165892,-9.1512104,False,https://www.idealista.pt/imovel/33938435/,"Descubra o charme de viver na Rua da Imprensa Nacional, no coração do Príncipe Real!  Apartamento mobilado e equipado! Luminoso, 2 frentes e vista desafogada. Rodeado por elegantes edifícios tradicionais, está a poucos passos de lojas exclusivas, restaurantes renomados e o encantador Jardim do Príncipe Real.  O apartamento pode ser arrendado como ou sem mobília. Refúgio perfeito para quem busca qualidade de vida e proximidade ao melhor que a cidade oferece. Venha viver onde história e modernidade se encontram! Dispõe de: Hall de entrada, quarto com muita luz natural, espaçoso e confortável, casa de banho completa e espaço com roupeiro.  A sala tem sofá-cama individual. Cozinha bastante funcional e com todos os electrodomésticos necessários. Parque da EMEL a 200 metros do imóvel. Disponível somente para contratos de longa duração.  Não perca esta oportunidade! Refª LS122401  Categoria Energética: C  ref: LS122401 (2).",True,good,False,True,20.0,{'typology': 'flat'},"{'subtitle': 'Santo António, Lisboa', 'title': 'Apartamento na rua da Imprensa Nacional'}",True,False,True,False,False,False,2,,,
33938441,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/cf/8b/f7/273091693.webp,W-02YDNB,30,1500.0,"{'price': {'amount': 1500.0, 'currencySuffix': '€/mês'}}",studio,rent,46.0,0,1,São Vicente de Fora,Lisboa,São Vicente,São Vicente de Fora,pt,38.7137896,-9.1305026,False,https://www.idealista.pt/imovel/33938441/,"Descubra o encanto de Lisboa neste apartamento, um charmoso estúdio localizado no Empreendimento Pátio do Tijolo, no coração do bairro histórico de Alfama. O apartamento é composto por uma ampla sala com cozinha em open space totalmente equipada com electrodomésticos da Siemens e uma casa de banho grande. Ideal para quem procura um cantinho calmo no centro histórico da cidade. As janelas proporcionam luz natural e vista para o pátio comum do empreendimento com uma vista deslumbrante para a igreja de São Vicente. Situado a poucos passos do Campo Santa Clara, cafés e atrações icônicas, estará imerso na rica cultura de Alfama. Com a assinatura do renomado arquiteto Frederico Valsassina, o design do edifício e do estúdio tem um toque sofisticado, sem perder a conexão com a essência lisboeta. Um lugar ideal para quem deseja morar em um cantinho calmo, mas ainda assim perto de tudo o que faz de Lisboa uma cidade encantadora.  Categoria Energética: B-  ref: W-02YDNB.",False,good,False,False,33.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'São Vicente, Lisboa', 'title': 'T0'}",True,False,True,False,False,False,,,,
33938299,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/37/50/37/273082800.webp,AA 3/2,17,1600.0,"{'price': {'amount': 1600.0, 'currencySuffix': '€/mês'}}",flat,rent,60.0,1,1,Santa Engrácia,Lisboa,São Vicente,Santa Engrácia,pt,38.72203,-9.123239,False,https://www.idealista.pt/imovel/33938299/,"Bom apartamento com vista muito bonita, completamente recuperado. Hall de entrada, cozinha equipada, estilo americano (aberta para a sala), casa de banho com base de duche, 1 quarto (tem a possibilidade de se criar mais um quarto mas retirando espaço à sala). Recuperado com gosto. Vidros duplos e excelente isolamento. Prédio com 2 elevadores e zona tranquila apesar de ser central. Bonita e grande varanda com vista para o rio Tejo.  Contactar Fernanda Alves (telefone)  Categoria Energética: C  ref: AA 3/2.",False,good,False,True,27.0,{'typology': 'flat'},"{'subtitle': 'São Vicente, Lisboa', 'title': 'Apartamento'}",False,False,False,False,False,False,5,,,
33938223,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/6a/f3/3d/273080497.webp,123351185-23,44,2600.0,"{'price': {'amount': 2600.0, 'currencySuffix': '€/mês'}}",flat,rent,142.0,2,2,rua da Madalena s/n,Lisboa,Santa Maria Maior,Baixa,pt,38.7091505,-9.1347891,True,https://www.idealista.pt/imovel/33938223/,"Apartamento T2+1 Exclusivo na Baixa de Lisboa – Ideal para Arrendamento de Longa Duração   Localizado no coração histórico de Lisboa, na prestigiada Rua da Madalena, este Apartamento T2 + 1 com 141,87 m² alia o charme do passado ao conforto moderno. Inserido num edifício histórico datado de 1937, com arquitetura clássica, varandas em ferro forjado e azulejos tradicionais, oferece uma experiência única no centro da cidade.   Características do Imóvel:  • Tipologia: T2 + 1   • Área Total: 141,87 m²  • Estado: Totalmente renovado e mobilado  • Acesso: Prédio com elevador   Comodidades Incluídas:  • Totalmente mobilado e equipado, pronto a habitar.  • Cozinha completa: Frigorífico, placa, forno, microondas, máquina de lavar roupa e máquina de lavar loiça.  • Quartos com roupeiros embutidos.  • Janelas com blackout.  • Caixilharia com vidro duplo com isolamento térmico e acústico.  • Ar Condicionado (AC) em todas as divisões principais.  • Iluminação LED.   Condições de Arrendamento:  • Duração mínima do contrato: 1 ano, com possibilidade de renovação.  • Pagamento inicial: 1 renda + 2 cauções na assinatura do contrato.  • Documentação necessária: Apresentação dos dois últimos recibos de vencimento e declaração de IRS dos intervenientes, incluindo fiadores.    • Despesas de água, luz e gás: A cargo do inquilino.",False,good,False,,18.0,{'typology': 'flat'},"{'subtitle': 'Santa Maria Maior, Lisboa', 'title': 'Apartamento na rua da Madalena s/n'}",True,False,False,False,False,False,,,,
33903345,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/73/72/cf/271352126.webp,122911652-55,14,1100.0,"{'price': {'amount': 1100.0, 'currencySuffix': '€/mês'}}",flat,rent,46.0,1,1,rua Almeida e Sousa s/n,Lisboa,Campo de Ourique,Centro,pt,38.7174827,-9.163217,True,https://www.idealista.pt/imovel/33903345/,"Óptimo apartamento T1, remodelado, em Campo de Ourique! Apartamento remodelado com: Sala com muita luz natural! Cozinha semi equipada (fogão, forno, exaustor, esquentador). Não tem frigorífico, máquina de lavar loiça e máquina de lavar roupa. 1 quarto 1 casa de banho completa Janelas oscilo-batentes e vidros duplos 4º andar com elevador Requisitos: 2 rendas + 2 meses de caução Documentação para cada Pessoa arrendatária:   Contrato de 3 anos Cartão de Cidadão e/ou Passaporte,   Cópia dos 3 últimos recibos de vencimento,   Última declaração de IRS - Modelo 3,   Comprovativo de morada  IBAN com o nome do Banco em Portugal, Taxa de esforço não pode exceder os 40%. Não perca esta oportunidade, marque já a sua visita!   .",False,good,False,,24.0,{'typology': 'flat'},"{'subtitle': 'Campo de Ourique, Lisboa', 'title': 'Apartamento na rua Almeida e Sousa s/n'}",False,False,False,False,False,False,,,,
33938148,https://img4.idealista.pt/blur/WEB_LISTING/90/id.pro.pt.image.master/6b/0a/44/273076965.webp,,20,1550.0,"{'price': {'amount': 1550.0, 'currencySuffix': '€/mês'}}",flat,rent,87.0,2,1,"rua da Indústria, 3",Lisboa,Alcântara,Alto de Santo Amaro,pt,38.705857,-9.1794034,True,https://www.idealista.pt/imovel/33938148/,"Apartamento T2 + 1 totalmente remodelado e mobilada em edifício também ele totalmente renovado, a estrear. O apartamento tem uma cozinha totalmente equipada, dois quartos, um escritório, uma casa de banho, sala com varanda espaçosa e ainda um terraço no piso inferior. Está localizado numa área segura, próximo a supermercados, lojas e restaurantes. Apenas dois minutos a pé para a LX Factory, Lidl e Instituto Superior de Agronomia, com ótimas conexões de elétrico e autocarro para os principais pontos turísticos de Lisboa, como Cais do Sodré ou Belém. Contrato mínimo de 1 ano.",True,good,False,False,18.0,{'typology': 'flat'},"{'subtitle': 'Alcântara, Lisboa', 'title': 'Apartamento na rua da Indústria, 3'}",False,False,False,False,False,False,bj,,,
33938102,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/a9/df/f5/273076858.webp,KWPT-010928,29,2600.0,"{'price': {'amount': 2600.0, 'currencySuffix': '€/mês'}}",flat,rent,179.0,3,3,rua das Musas s/n,Lisboa,Parque das Nações,Expo Sul,pt,38.7594806,-9.094049,True,https://www.idealista.pt/imovel/33938102/,"Apartamento T3 com 178 m² de área total, arrendado sem mobílias e com cozinha totalmente equipada  Características principais: - Sala ampla com 36 m² perfeita para reunir a família e amigos. - Suíte com 15,35 m² e dois quartos espaçosos com 13.25 m² e 12.2 m², todos com muita luz natural. - 2 casas de banho completas e 1 casa de banho social, garantindo conforto e praticidade para toda a família. - Cozinha ampla e funcional com 13 m², equipada e com uma prática despensa que funciona como arrumos e lavandaria. - Varanda generosa, com acesso pela sala e pela suíte, ideal para desfrutar do ambiente tranquilo. - 1 lugares de estacionamento, para maior comodidade. “lugar de estacionamento dispensado de certificação energética ao abrigo ao do n. º 2 do artigo 18. º do Decreto-Lei n. º 101-D/2020, de 7 de Dezembro"". � Localização Premium: Situado junto ao Oceanário, este imóvel oferece a conveniência de viver numa das zonas mais vibrantes e desejadas de Lisboa, com acesso fácil a transportes públicos, comércio, serviços, restaurantes e espaços culturais. � Agarre esta oportunidade! Marque já a sua visita  Licença de utilização: 269.",False,good,False,,15.0,{'typology': 'flat'},"{'subtitle': 'Parque das Nações, Lisboa', 'title': 'Apartamento na rua das Musas s/n'}",True,False,False,False,False,False,,,,
33938123,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/de/04/7f/273076712.webp,KWPT-009484,28,2000.0,"{'price': {'amount': 2000.0, 'currencySuffix': '€/mês'}}",flat,rent,108.0,1,1,travessa de São Pedro s/n,Lisboa,Misericórdia,Bairro Alto,pt,38.7148959,-9.1452359,True,https://www.idealista.pt/imovel/33938123/,"Apartamento T1 localizado num prédio histórico, a apenas 3 minutos a pé do Miradouro de São Pedro de Alcântara. Situado na zona norte do Bairro Alto, a área mais tranquila e prestigiada deste bairro emblemático, combina o charme da Lisboa histórica com conveniências modernas.  A localização central dispensa totalmente o uso de automóvel, pois o apartamento encontra-se a poucos minutos de todos os tipos de transportes públicos. Edifício: - Construído em 1899 e remodelado em 1976.  - Constituído por 4 andares, sem elevador, equipado com guincho elétrico para facilitar o transporte de cargas pesadas.  Características do apartamento Totalmente remodelado em 1990, com manutenção regular, este T1 tem uma área total de 103 m², tendo 69m² de área privativa, com orientação nascente-poente, e inclui:  - Hall de entrada: espaçoso, bem iluminado, com armário embutido que pode ser adaptado como espaço de trabalho.  - Sala de estar: ampla, com espaço para refeições, janela e acesso a um terraço.  - Quarto: confortável e silencioso, equipado com armário embutido e aproveitamento de um esconso para arrumação.  - Cozinha: funcional, bem dimensionada e equipada.  - Casa de banho: simples, completa, com banheira e janela para ventilação natural.  - Terraço: panorâmico, ensolarado, com vista deslumbrante para o rio e os telhados da cidade, ideal para relaxar, fazer refeições leves ou até trabalhar.  **Informações adicionais**  O imóvel é arrendado mobiliado A entrada de automóveis na zona é restrita a residentes e controlada pela EMEL através de um cartão renovável anualmente. Licença de utilização antes de 1951 Licença de utilização: 1951.",True,good,False,,19.0,{'typology': 'flat'},"{'subtitle': 'Misericórdia, Lisboa', 'title': 'Apartamento na travessa de São Pedro s/n'}",True,False,False,False,False,False,,,,
