propertyCode,thumbnail,externalReference,numPhotos,floor,price,priceInfo,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,topPlus,parkingSpace,newDevelopmentFinished,highlight,neighborhood
33940751,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/d4/8d/9f/273190779.webp,30177,42,bj,1245000.0,"{'price': {'amount': 1245000.0, 'currencySuffix': '€'}}",flat,sale,167.0,3,2,"rua Possidónio da Silva, 25",Lisboa,Estrela,Prazeres,pt,38.7113713,-9.1700009,True,https://www.idealista.pt/empreendimento/33940751/,"Apartamento T3 com 155 m2, varanda com 11 m2, inserido no novo condomínio privado localizado no coração do bairro da Estrela, uma das zonas mais ecléticas e cosmopolitas de Lisboa, onde a cultura, a gastronomia e o lazer se encontram com a tranquilidade da vida residencial. Entre o rio Tejo e as colinas da cidade, o é um condomínio residencial único com apartamentos de tipologias T1 a T4 duplex, com áreas entre 53 m² e 203 m², com varandas, terraços e jardins privativos, além de acabamentos de alta qualidade e estacionamento privativo, proporcionando conforto e funcionalidade. Pronto a habitar e combina arquitetura neoclássica com design contemporâneo. Os amplos jardins comuns são um dos destaques deste condomínio, criando um ambiente perfeito para relaxar e desfrutar da natureza urbana. O empreendimento conta ainda com um ginásio totalmente equipado, com vista para um jardim exterior, e um parque infantil, ideal para as famílias. Este projeto é o equilíbrio perfeito entre viver em comunidade e preservar a privacidade. Com interiores luminosos e uma arquitetura imponente que combina a recuperação de estruturas históricas com novos edifícios residenciais, este projeto oferece um estilo de vida urbano saudável e harmonioso. Uma localização privilegiada perto da Basílica da Estrela, da Tapada das Necessidades e da Avenida Infante Santo, com acesso fácil a uma vasta oferta de serviços, escolas, hospitais e uma variedade de restaurantes e cafés. Não perca esta oportunidade. Um condomínio entre o rio e as colinas de Lisboa. Solicite já mais informações! A Castelhana agora é Dils. A Castelhana é um nome de referência no setor imobiliário português há mais de 25 anos e agora é Dils, uma empresa Italiana com mais de 50 anos de história e com escritórios em Milão, Roma e Amsterdão e agora em Lisboa, Porto, Algarve e Estoril. Em Lisboa, a nossa sede encontra-se no Chiado, um dos bairros mais emblemáticos e tradicionais da cidade. No Porto, estamos na icónica Avenida da Boavista. Na região do Algarve, temos um escritório junto à Marina de Vilamoura, e no Estoril, ao lado do famoso Casino do Estoril. Sob a marca Dils, somos especializados na consultoria para empresas, organizações e investidores institucionais, oferecendo serviços de compra, venda, arrendamento e desenvolvimento de imóveis residenciais. Estamos à sua disposição, com uma equipa dedicada para oferecer o melhor suporte no seu próximo investimento imobiliário. Quando o mundo muda, é hora de reescrever as regras. It's time to imagine your future space.",False,newdevelopment,True,True,7455.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Apartamento na rua Possidónio da Silva, 25'}",True,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,{'groupDescription': 'Destaque'},
33940696,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/09/4e/91/273190688.webp,30152 	,42,1,1193100.0,"{'price': {'amount': 1193100.0, 'currencySuffix': '€'}}",flat,sale,167.0,3,2,"rua Possidónio da Silva, 25",Lisboa,Estrela,Prazeres,pt,38.7113713,-9.1700009,True,https://www.idealista.pt/empreendimento/33940696/,"Apartamento T3 com 167 m2, com 2 lugares de estacionamento, inserido no novo condomínio privado localizado no coração do bairro da Estrela, uma das zonas mais ecléticas e cosmopolitas de Lisboa, onde a cultura, a gastronomia e o lazer se encontram com a tranquilidade da vida residencial. Entre o rio Tejo e as colinas da cidade, o é um condomínio residencial único com apartamentos de tipologias T1 a T4 duplex, com áreas entre 53 m² e 203 m², com varandas, terraços e jardins privativos, além de acabamentos de alta qualidade e estacionamento privativo, proporcionando conforto e funcionalidade. Pronto a habitar e combina arquitetura neoclássica com design contemporâneo. Os amplos jardins comuns são um dos destaques deste condomínio, criando um ambiente perfeito para relaxar e desfrutar da natureza urbana. O empreendimento conta ainda com um ginásio totalmente equipado, com vista para um jardim exterior, e um parque infantil, ideal para as famílias. Este projeto é o equilíbrio perfeito entre viver em comunidade e preservar a privacidade. Com interiores luminosos e uma arquitetura imponente que combina a recuperação de estruturas históricas com novos edifícios residenciais, este projeto oferece um estilo de vida urbano saudável e harmonioso. Uma localização privilegiada perto da Basílica da Estrela, da Tapada das Necessidades e da Avenida Infante Santo, com acesso fácil a uma vasta oferta de serviços, escolas, hospitais e uma variedade de restaurantes e cafés. Não perca esta oportunidade. Um condomínio entre o rio e as colinas de Lisboa. Solicite já mais informações! A Castelhana agora é Dils. A Castelhana é um nome de referência no setor imobiliário português há mais de 25 anos e agora é Dils, uma empresa Italiana com mais de 50 anos de história e com escritórios em Milão, Roma e Amsterdão e agora em Lisboa, Porto, Algarve e Estoril. Em Lisboa, a nossa sede encontra-se no Chiado, um dos bairros mais emblemáticos e tradicionais da cidade. No Porto, estamos na icónica Avenida da Boavista. Na região do Algarve, temos um escritório junto à Marina de Vilamoura, e no Estoril, ao lado do famoso Casino do Estoril. Sob a marca Dils, somos especializados na consultoria para empresas, organizações e investidores institucionais, oferecendo serviços de compra, venda, arrendamento e desenvolvimento de imóveis residenciais. Estamos à sua disposição, com uma equipa dedicada para oferecer o melhor suporte no seu próximo investimento imobiliário. Quando o mundo muda, é hora de reescrever as regras. It's time to imagine your future space.",False,newdevelopment,True,True,7144.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Apartamento na rua Possidónio da Silva, 25'}",True,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,,
33940722,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/e0/9c/69/273190780.webp,30155,42,bj,1255000.0,"{'price': {'amount': 1255000.0, 'currencySuffix': '€'}}",flat,sale,168.0,3,2,"rua Possidónio da Silva, 25",Lisboa,Estrela,Prazeres,pt,38.7113713,-9.1700009,True,https://www.idealista.pt/empreendimento/33940722/,"Apartamento T3 com 168 m2, com 2 lugares de estacionamento, inserido no novo condomínio privado localizado no coração do bairro da Estrela, uma das zonas mais ecléticas e cosmopolitas de Lisboa, onde a cultura, a gastronomia e o lazer se encontram com a tranquilidade da vida residencial. Entre o rio Tejo e as colinas da cidade, o é um condomínio residencial único com apartamentos de tipologias T1 a T4 duplex, com áreas entre 53 m² e 203 m², com varandas, terraços e jardins privativos, além de acabamentos de alta qualidade e estacionamento privativo, proporcionando conforto e funcionalidade. Pronto a habitar e combina arquitetura neoclássica com design contemporâneo. Os amplos jardins comuns são um dos destaques deste condomínio, criando um ambiente perfeito para relaxar e desfrutar da natureza urbana. O empreendimento conta ainda com um ginásio totalmente equipado, com vista para um jardim exterior, e um parque infantil, ideal para as famílias. Este projeto é o equilíbrio perfeito entre viver em comunidade e preservar a privacidade. Com interiores luminosos e uma arquitetura imponente que combina a recuperação de estruturas históricas com novos edifícios residenciais, este projeto oferece um estilo de vida urbano saudável e harmonioso. Uma localização privilegiada perto da Basílica da Estrela, da Tapada das Necessidades e da Avenida Infante Santo, com acesso fácil a uma vasta oferta de serviços, escolas, hospitais e uma variedade de restaurantes e cafés. Não perca esta oportunidade. Um condomínio entre o rio e as colinas de Lisboa. Solicite já mais informações! A Castelhana agora é Dils. A Castelhana é um nome de referência no setor imobiliário português há mais de 25 anos e agora é Dils, uma empresa Italiana com mais de 50 anos de história e com escritórios em Milão, Roma e Amsterdão e agora em Lisboa, Porto, Algarve e Estoril. Em Lisboa, a nossa sede encontra-se no Chiado, um dos bairros mais emblemáticos e tradicionais da cidade. No Porto, estamos na icónica Avenida da Boavista. Na região do Algarve, temos um escritório junto à Marina de Vilamoura, e no Estoril, ao lado do famoso Casino do Estoril. Sob a marca Dils, somos especializados na consultoria para empresas, organizações e investidores institucionais, oferecendo serviços de compra, venda, arrendamento e desenvolvimento de imóveis residenciais. Estamos à sua disposição, com uma equipa dedicada para oferecer o melhor suporte no seu próximo investimento imobiliário. Quando o mundo muda, é hora de reescrever as regras. It's time to imagine your future space.",False,newdevelopment,True,True,7470.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Apartamento na rua Possidónio da Silva, 25'}",True,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,,
33940753,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/aa/9f/bb/273190504.webp,29970 	,42,2,1406500.0,"{'price': {'amount': 1406500.0, 'currencySuffix': '€'}}",flat,sale,184.0,3,2,"rua Possidónio da Silva, 25",Lisboa,Estrela,Prazeres,pt,38.7113713,-9.1700009,True,https://www.idealista.pt/empreendimento/33940753/,"Apartamento T3 com 178 m2, varanda de 6 m2, inserido no novo condomínio privado localizado no coração do bairro da Estrela, uma das zonas mais ecléticas e cosmopolitas de Lisboa, onde a cultura, a gastronomia e o lazer se encontram com a tranquilidade da vida residencial. Entre o rio Tejo e as colinas da cidade, o é um condomínio residencial único com apartamentos de tipologias T1 a T4 duplex, com áreas entre 53 m² e 203 m², com varandas, terraços e jardins privativos, além de acabamentos de alta qualidade e estacionamento privativo, proporcionando conforto e funcionalidade. Pronto a habitar e combina arquitetura neoclássica com design contemporâneo. Os amplos jardins comuns são um dos destaques deste condomínio, criando um ambiente perfeito para relaxar e desfrutar da natureza urbana. O empreendimento conta ainda com um ginásio totalmente equipado, com vista para um jardim exterior, e um parque infantil, ideal para as famílias. Este projeto é o equilíbrio perfeito entre viver em comunidade e preservar a privacidade. Com interiores luminosos e uma arquitetura imponente que combina a recuperação de estruturas históricas com novos edifícios residenciais, este projeto oferece um estilo de vida urbano saudável e harmonioso. Uma localização privilegiada perto da Basílica da Estrela, da Tapada das Necessidades e da Avenida Infante Santo, com acesso fácil a uma vasta oferta de serviços, escolas, hospitais e uma variedade de restaurantes e cafés. Não perca esta oportunidade. Um condomínio entre o rio e as colinas de Lisboa. Solicite já mais informações! A Castelhana agora é Dils. A Castelhana é um nome de referência no setor imobiliário português há mais de 25 anos e agora é Dils, uma empresa Italiana com mais de 50 anos de história e com escritórios em Milão, Roma e Amsterdão e agora em Lisboa, Porto, Algarve e Estoril. Em Lisboa, a nossa sede encontra-se no Chiado, um dos bairros mais emblemáticos e tradicionais da cidade. No Porto, estamos na icónica Avenida da Boavista. Na região do Algarve, temos um escritório junto à Marina de Vilamoura, e no Estoril, ao lado do famoso Casino do Estoril. Sob a marca Dils, somos especializados na consultoria para empresas, organizações e investidores institucionais, oferecendo serviços de compra, venda, arrendamento e desenvolvimento de imóveis residenciais. Estamos à sua disposição, com uma equipa dedicada para oferecer o melhor suporte no seu próximo investimento imobiliário. Quando o mundo muda, é hora de reescrever as regras. It's time to imagine your future space.",False,newdevelopment,True,True,7644.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Apartamento na rua Possidónio da Silva, 25'}",True,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,,
33940754,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/3d/3b/4c/273190776.webp,30150,42,2,1508350.0,"{'price': {'amount': 1508350.0, 'currencySuffix': '€'}}",duplex,sale,209.0,3,2,"rua Possidónio da Silva, 25",Lisboa,Estrela,Prazeres,pt,38.7113713,-9.1700009,True,https://www.idealista.pt/empreendimento/33940754/,"Apartamento T3 duplex, com 203 m2, com 2 lugares de estacionamento, inserido no novo condomínio privado localizado no coração do bairro da Estrela, uma das zonas mais ecléticas e cosmopolitas de Lisboa, onde a cultura, a gastronomia e o lazer se encontram com a tranquilidade da vida residencial. Entre o rio Tejo e as colinas da cidade, o é um condomínio residencial único com apartamentos de tipologias T1 a T4 duplex, com áreas entre 53 m² e 203 m², com varandas, terraços e jardins privativos, além de acabamentos de alta qualidade e estacionamento privativo, proporcionando conforto e funcionalidade. Pronto a habitar e combina arquitetura neoclássica com design contemporâneo. Os amplos jardins comuns são um dos destaques deste condomínio, criando um ambiente perfeito para relaxar e desfrutar da natureza urbana. O empreendimento conta ainda com um ginásio totalmente equipado, com vista para um jardim exterior, e um parque infantil, ideal para as famílias. Este projeto é o equilíbrio perfeito entre viver em comunidade e preservar a privacidade. Com interiores luminosos e uma arquitetura imponente que combina a recuperação de estruturas históricas com novos edifícios residenciais, este projeto oferece um estilo de vida urbano saudável e harmonioso. Uma localização privilegiada perto da Basílica da Estrela, da Tapada das Necessidades e da Avenida Infante Santo, com acesso fácil a uma vasta oferta de serviços, escolas, hospitais e uma variedade de restaurantes e cafés. Não perca esta oportunidade. Um condomínio entre o rio e as colinas de Lisboa. Solicite já mais informações! A Castelhana agora é Dils. A Castelhana é um nome de referência no setor imobiliário português há mais de 25 anos e agora é Dils, uma empresa Italiana com mais de 50 anos de história e com escritórios em Milão, Roma e Amsterdão e agora em Lisboa, Porto, Algarve e Estoril. Em Lisboa, a nossa sede encontra-se no Chiado, um dos bairros mais emblemáticos e tradicionais da cidade. No Porto, estamos na icónica Avenida da Boavista. Na região do Algarve, temos um escritório junto à Marina de Vilamoura, e no Estoril, ao lado do famoso Casino do Estoril. Sob a marca Dils, somos especializados na consultoria para empresas, organizações e investidores institucionais, oferecendo serviços de compra, venda, arrendamento e desenvolvimento de imóveis residenciais. Estamos à sua disposição, com uma equipa dedicada para oferecer o melhor suporte no seu próximo investimento imobiliário. Quando o mundo muda, é hora de reescrever as regras. It's time to imagine your future space.",False,newdevelopment,True,True,7217.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'Estrela, Lisboa', 'title': 'Duplex na rua Possidónio da Silva, 25'}",True,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,,
33940704,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/aa/9f/bb/273190504.webp,29973,42,2,1474400.0,"{'price': {'amount': 1474400.0, 'currencySuffix': '€'}}",duplex,sale,197.0,3,2,"rua Possidónio da Silva, 25",Lisboa,Estrela,Prazeres,pt,38.7113713,-9.1700009,True,https://www.idealista.pt/empreendimento/33940704/,"Apartamento T3 duplex com 191 m2, com terraço de 6 m2, inserido no novo condomínio privado localizado no coração do bairro da Estrela, uma das zonas mais ecléticas e cosmopolitas de Lisboa, onde a cultura, a gastronomia e o lazer se encontram com a tranquilidade da vida residencial. Entre o rio Tejo e as colinas da cidade, o é um condomínio residencial único com apartamentos de tipologias T1 a T4 duplex, com áreas entre 53 m² e 203 m², com varandas, terraços e jardins privativos, além de acabamentos de alta qualidade e estacionamento privativo, proporcionando conforto e funcionalidade. Pronto a habitar e combina arquitetura neoclássica com design contemporâneo. Os amplos jardins comuns são um dos destaques deste condomínio, criando um ambiente perfeito para relaxar e desfrutar da natureza urbana. O empreendimento conta ainda com um ginásio totalmente equipado, com vista para um jardim exterior, e um parque infantil, ideal para as famílias. Este projeto é o equilíbrio perfeito entre viver em comunidade e preservar a privacidade. Com interiores luminosos e uma arquitetura imponente que combina a recuperação de estruturas históricas com novos edifícios residenciais, este projeto oferece um estilo de vida urbano saudável e harmonioso. Uma localização privilegiada perto da Basílica da Estrela, da Tapada das Necessidades e da Avenida Infante Santo, com acesso fácil a uma vasta oferta de serviços, escolas, hospitais e uma variedade de restaurantes e cafés. Não perca esta oportunidade. Um condomínio entre o rio e as colinas de Lisboa. Solicite já mais informações! A Castelhana agora é Dils. A Castelhana é um nome de referência no setor imobiliário português há mais de 25 anos e agora é Dils, uma empresa Italiana com mais de 50 anos de história e com escritórios em Milão, Roma e Amsterdão e agora em Lisboa, Porto, Algarve e Estoril. Em Lisboa, a nossa sede encontra-se no Chiado, um dos bairros mais emblemáticos e tradicionais da cidade. No Porto, estamos na icónica Avenida da Boavista. Na região do Algarve, temos um escritório junto à Marina de Vilamoura, e no Estoril, ao lado do famoso Casino do Estoril. Sob a marca Dils, somos especializados na consultoria para empresas, organizações e investidores institucionais, oferecendo serviços de compra, venda, arrendamento e desenvolvimento de imóveis residenciais. Estamos à sua disposição, com uma equipa dedicada para oferecer o melhor suporte no seu próximo investimento imobiliário. Quando o mundo muda, é hora de reescrever as regras. It's time to imagine your future space.",False,newdevelopment,True,True,7484.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'Estrela, Lisboa', 'title': 'Duplex na rua Possidónio da Silva, 25'}",True,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,,
33940721,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/3f/e0/43/273190791.webp,30156 	,42,ss,1217350.0,"{'price': {'amount': 1217350.0, 'currencySuffix': '€'}}",flat,sale,240.0,3,2,"rua Possidónio da Silva, 25",Lisboa,Estrela,Prazeres,pt,38.7113713,-9.1700009,True,https://www.idealista.pt/empreendimento/33940721/,"Apartamento T3 com 154 m2, jardim de 86 m2 e 2 lugares de estacionamento, inserido no novo condomínio privado localizado no coração do bairro da Estrela, uma das zonas mais ecléticas e cosmopolitas de Lisboa, onde a cultura, a gastronomia e o lazer se encontram com a tranquilidade da vida residencial. Entre o rio Tejo e as colinas da cidade, o é um condomínio residencial único com apartamentos de tipologias T1 a T4 duplex, com áreas entre 53 m² e 203 m², com varandas, terraços e jardins privativos, além de acabamentos de alta qualidade e estacionamento privativo, proporcionando conforto e funcionalidade. Pronto a habitar e combina arquitetura neoclássica com design contemporâneo. Os amplos jardins comuns são um dos destaques deste condomínio, criando um ambiente perfeito para relaxar e desfrutar da natureza urbana. O empreendimento conta ainda com um ginásio totalmente equipado, com vista para um jardim exterior, e um parque infantil, ideal para as famílias. Este projeto é o equilíbrio perfeito entre viver em comunidade e preservar a privacidade. Com interiores luminosos e uma arquitetura imponente que combina a recuperação de estruturas históricas com novos edifícios residenciais, este projeto oferece um estilo de vida urbano saudável e harmonioso. Uma localização privilegiada perto da Basílica da Estrela, da Tapada das Necessidades e da Avenida Infante Santo, com acesso fácil a uma vasta oferta de serviços, escolas, hospitais e uma variedade de restaurantes e cafés. Não perca esta oportunidade. Um condomínio entre o rio e as colinas de Lisboa. Solicite já mais informações! A Castelhana agora é Dils. A Castelhana é um nome de referência no setor imobiliário português há mais de 25 anos e agora é Dils, uma empresa Italiana com mais de 50 anos de história e com escritórios em Milão, Roma e Amsterdão e agora em Lisboa, Porto, Algarve e Estoril. Em Lisboa, a nossa sede encontra-se no Chiado, um dos bairros mais emblemáticos e tradicionais da cidade. No Porto, estamos na icónica Avenida da Boavista. Na região do Algarve, temos um escritório junto à Marina de Vilamoura, e no Estoril, ao lado do famoso Casino do Estoril. Sob a marca Dils, somos especializados na consultoria para empresas, organizações e investidores institucionais, oferecendo serviços de compra, venda, arrendamento e desenvolvimento de imóveis residenciais. Estamos à sua disposição, com uma equipa dedicada para oferecer o melhor suporte no seu próximo investimento imobiliário. Quando o mundo muda, é hora de reescrever as regras. It's time to imagine your future space.",False,newdevelopment,True,True,5072.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Apartamento na rua Possidónio da Silva, 25'}",True,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,,
33940750,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/3d/3b/4c/273190776.webp,30151,42,2,1217350.0,"{'price': {'amount': 1217350.0, 'currencySuffix': '€'}}",flat,sale,167.0,3,2,"rua Possidónio da Silva, 25",Lisboa,Estrela,Prazeres,pt,38.7113713,-9.1700009,True,https://www.idealista.pt/empreendimento/33940750/,"Apartamento T3 com 167 m2, com 2 lugares de estacionamento, inserido no novo condomínio privado localizado no coração do bairro da Estrela, uma das zonas mais ecléticas e cosmopolitas de Lisboa, onde a cultura, a gastronomia e o lazer se encontram com a tranquilidade da vida residencial. Entre o rio Tejo e as colinas da cidade, o é um condomínio residencial único com apartamentos de tipologias T1 a T4 duplex, com áreas entre 53 m² e 203 m², com varandas, terraços e jardins privativos, além de acabamentos de alta qualidade e estacionamento privativo, proporcionando conforto e funcionalidade. Pronto a habitar e combina arquitetura neoclássica com design contemporâneo. Os amplos jardins comuns são um dos destaques deste condomínio, criando um ambiente perfeito para relaxar e desfrutar da natureza urbana. O empreendimento conta ainda com um ginásio totalmente equipado, com vista para um jardim exterior, e um parque infantil, ideal para as famílias. Este projeto é o equilíbrio perfeito entre viver em comunidade e preservar a privacidade. Com interiores luminosos e uma arquitetura imponente que combina a recuperação de estruturas históricas com novos edifícios residenciais, este projeto oferece um estilo de vida urbano saudável e harmonioso. Uma localização privilegiada perto da Basílica da Estrela, da Tapada das Necessidades e da Avenida Infante Santo, com acesso fácil a uma vasta oferta de serviços, escolas, hospitais e uma variedade de restaurantes e cafés. Não perca esta oportunidade. Um condomínio entre o rio e as colinas de Lisboa. Solicite já mais informações! A Castelhana agora é Dils. A Castelhana é um nome de referência no setor imobiliário português há mais de 25 anos e agora é Dils, uma empresa Italiana com mais de 50 anos de história e com escritórios em Milão, Roma e Amsterdão e agora em Lisboa, Porto, Algarve e Estoril. Em Lisboa, a nossa sede encontra-se no Chiado, um dos bairros mais emblemáticos e tradicionais da cidade. No Porto, estamos na icónica Avenida da Boavista. Na região do Algarve, temos um escritório junto à Marina de Vilamoura, e no Estoril, ao lado do famoso Casino do Estoril. Sob a marca Dils, somos especializados na consultoria para empresas, organizações e investidores institucionais, oferecendo serviços de compra, venda, arrendamento e desenvolvimento de imóveis residenciais. Estamos à sua disposição, com uma equipa dedicada para oferecer o melhor suporte no seu próximo investimento imobiliário. Quando o mundo muda, é hora de reescrever as regras. It's time to imagine your future space.",False,newdevelopment,True,True,7290.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Apartamento na rua Possidónio da Silva, 25'}",True,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,,
33940695,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/3f/e0/43/273190791.webp,30153,42,2,1190000.0,"{'price': {'amount': 1190000.0, 'currencySuffix': '€'}}",flat,sale,146.0,3,2,"rua Possidónio da Silva, 25",Lisboa,Estrela,Prazeres,pt,38.7113713,-9.1700009,True,https://www.idealista.pt/empreendimento/33940695/,"Apartamento T3 com 146 m2, com 2 lugares de estacionamento, inserido no novo condomínio privado localizado no coração do bairro da Estrela, uma das zonas mais ecléticas e cosmopolitas de Lisboa, onde a cultura, a gastronomia e o lazer se encontram com a tranquilidade da vida residencial. Entre o rio Tejo e as colinas da cidade, o é um condomínio residencial único com apartamentos de tipologias T1 a T4 duplex, com áreas entre 53 m² e 203 m², com varandas, terraços e jardins privativos, além de acabamentos de alta qualidade e estacionamento privativo, proporcionando conforto e funcionalidade. Pronto a habitar e combina arquitetura neoclássica com design contemporâneo. Os amplos jardins comuns são um dos destaques deste condomínio, criando um ambiente perfeito para relaxar e desfrutar da natureza urbana. O empreendimento conta ainda com um ginásio totalmente equipado, com vista para um jardim exterior, e um parque infantil, ideal para as famílias. Este projeto é o equilíbrio perfeito entre viver em comunidade e preservar a privacidade. Com interiores luminosos e uma arquitetura imponente que combina a recuperação de estruturas históricas com novos edifícios residenciais, este projeto oferece um estilo de vida urbano saudável e harmonioso. Uma localização privilegiada perto da Basílica da Estrela, da Tapada das Necessidades e da Avenida Infante Santo, com acesso fácil a uma vasta oferta de serviços, escolas, hospitais e uma variedade de restaurantes e cafés. Não perca esta oportunidade. Um condomínio entre o rio e as colinas de Lisboa. Solicite já mais informações! A Castelhana agora é Dils. A Castelhana é um nome de referência no setor imobiliário português há mais de 25 anos e agora é Dils, uma empresa Italiana com mais de 50 anos de história e com escritórios em Milão, Roma e Amsterdão e agora em Lisboa, Porto, Algarve e Estoril. Em Lisboa, a nossa sede encontra-se no Chiado, um dos bairros mais emblemáticos e tradicionais da cidade. No Porto, estamos na icónica Avenida da Boavista. Na região do Algarve, temos um escritório junto à Marina de Vilamoura, e no Estoril, ao lado do famoso Casino do Estoril. Sob a marca Dils, somos especializados na consultoria para empresas, organizações e investidores institucionais, oferecendo serviços de compra, venda, arrendamento e desenvolvimento de imóveis residenciais. Estamos à sua disposição, com uma equipa dedicada para oferecer o melhor suporte no seu próximo investimento imobiliário. Quando o mundo muda, é hora de reescrever as regras. It's time to imagine your future space.",False,newdevelopment,True,True,8151.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Apartamento na rua Possidónio da Silva, 25'}",True,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,,
33940714,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/bc/b4/23/273190769.webp,30171,42,1,1335000.0,"{'price': {'amount': 1335000.0, 'currencySuffix': '€'}}",flat,sale,161.0,4,2,"rua Possidónio da Silva, 25",Lisboa,Estrela,Prazeres,pt,38.7113713,-9.1700009,True,https://www.idealista.pt/empreendimento/33940714/,"Apartamento T4 com 160 m2, inserido no novo condomínio privado localizado no coração do bairro da Estrela, uma das zonas mais ecléticas e cosmopolitas de Lisboa, onde a cultura, a gastronomia e o lazer se encontram com a tranquilidade da vida residencial. Entre o rio Tejo e as colinas da cidade, o é um condomínio residencial único com apartamentos de tipologias T1 a T4 duplex, com áreas entre 53 m² e 203 m², com varandas, terraços e jardins privativos, além de acabamentos de alta qualidade e estacionamento privativo, proporcionando conforto e funcionalidade. Pronto a habitar e combina arquitetura neoclássica com design contemporâneo. Os amplos jardins comuns são um dos destaques deste condomínio, criando um ambiente perfeito para relaxar e desfrutar da natureza urbana. O empreendimento conta ainda com um ginásio totalmente equipado, com vista para um jardim exterior, e um parque infantil, ideal para as famílias. Este projeto é o equilíbrio perfeito entre viver em comunidade e preservar a privacidade. Com interiores luminosos e uma arquitetura imponente que combina a recuperação de estruturas históricas com novos edifícios residenciais, este projeto oferece um estilo de vida urbano saudável e harmonioso. Uma localização privilegiada perto da Basílica da Estrela, da Tapada das Necessidades e da Avenida Infante Santo, com acesso fácil a uma vasta oferta de serviços, escolas, hospitais e uma variedade de restaurantes e cafés. Não perca esta oportunidade. Um condomínio entre o rio e as colinas de Lisboa. Solicite já mais informações! A Castelhana agora é Dils. A Castelhana é um nome de referência no setor imobiliário português há mais de 25 anos e agora é Dils, uma empresa Italiana com mais de 50 anos de história e com escritórios em Milão, Roma e Amsterdão e agora em Lisboa, Porto, Algarve e Estoril. Em Lisboa, a nossa sede encontra-se no Chiado, um dos bairros mais emblemáticos e tradicionais da cidade. No Porto, estamos na icónica Avenida da Boavista. Na região do Algarve, temos um escritório junto à Marina de Vilamoura, e no Estoril, ao lado do famoso Casino do Estoril. Sob a marca Dils, somos especializados na consultoria para empresas, organizações e investidores institucionais, oferecendo serviços de compra, venda, arrendamento e desenvolvimento de imóveis residenciais. Estamos à sua disposição, com uma equipa dedicada para oferecer o melhor suporte no seu próximo investimento imobiliário. Quando o mundo muda, é hora de reescrever as regras. It's time to imagine your future space.",False,newdevelopment,True,True,8292.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Apartamento na rua Possidónio da Silva, 25'}",True,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",True,,
