propertyCode,thumbnail,externalReference,numPhotos,floor,price,priceInfo,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,topPlus,parkingSpace,newDevelopmentFinished,highlight,neighborhood
33941953,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/0d/59/43/273250744.webp,MGB00154,18,,479900.0,"{'price': {'amount': 479900.0, 'currencySuffix': '€'}}",flat,sale,103.0,3,2,Santa Engrácia,Lisboa,São Vicente,Santa Engrácia,pt,38.7186912,-9.1253948,False,https://www.idealista.pt/imovel/33941953/,"O apartamento dispõe de: - sala e cozinha com 40m2 e VARANDA ABERTA COM VISTA RIO: a cozinha tem móveis brancos, ladrilho em todas as paredes e está equipada com forno, placa, exaustor, micro-ondas, máquina de lavar louça encastrada, máquina de lavar roupa encastrada, termo acumulador e frigorífico combinado encastrado - hall - wc completo com loiças suspensas - 3 quartos: o primeiro com 12m2 e roupeiro, o segundo com 16m2 e roupeiro e o terceiro suite com 24m2  O apartamento está a ser totalmente remodelado, inclui home staging e vai ficar com os seguintes acabamentos: - caixilharia lacada a branco com vidros duplos e oscilo batentes em todas as assoalhadas - tetos falsos com luzes leds embutidas - pré instalação de ar condicionado O apartamento tem duas frentes e vista para o Rio. O edifício está em bom estado de conservação. O imóvel encontra-se inserido num bairro familiar, residencial e com vários pontos de comércio e serviços. Perto do imóvel existem lojas de comércio tradicional, lojas de design e mobiliário, cafés e restaurantes. A zona é central, com facilidade de acessos, com proximidade a transportes públicos e a vários equipamentos sociais, perto de Santa Apolónia. Agende já a sua visita comigo: Cláudia Piçarra – loja Sintra. A MILLION GROUP surge da união de sinergias, da complementaridade e experiência dos seus fundadores. Que iniciaram a sua colaboração sob a matriz de uma marca internacional e decidem criar um novo conceito para o setor imobiliário. Sentiram os desafios com uma perspetiva mais universal e flexível na abordagem do mercado imobiliário, e a criação da marca MILLION GROUP vem responder a todas as necessidades. Era preciso dar corpo a uma filosofia e uma forma de estar no mercado, nova e diferenciadora. Os nossos valores CONFIANÇA, PROXIMIDADE, MATURIDADE, UNIVERSALIDADE. CONFIANÇA – Conquistada interna e externamente pelo rigor e a lealdade na relação que estabelecemos com os nossos Consultores, Parceiros, Clientes e Amigos. PROXIMIDADE – Uma relação sincera, com acompanhamento, apoio e disponibilidade permanente. MATURIDADE – Um património de experiência e conhecimento no mercado imobiliário. UNIVERSALIDADE – Baseada numa presença abrangente em todos os segmentos de mercado, a profissionalizar os nossos consultores com foco na satisfação dos nossos clientes. O que fazemos ""Concretizamos sonhos"" Uma verdadeira síntese emocional do que fazemos todos os dias. Conciliamos compradores e vendedores, promovemos negócios e apoiamos a sua concretização. A MILLION GROUP surge da união de sinergias, da complementaridade e experiência dos seus fundadores. Que iniciaram a sua colaboração sob a matriz de uma marca internacional e decidem criar um novo conceito para o setor imobiliário. Sentiram os desafios com uma perspetiva mais universal e flexível na abordagem do mercado imobiliário, e a criação da marca MILLION GROUP vem responder a todas as necessidades. Era preciso dar corpo a uma filosofia e uma forma de estar no mercado, nova e diferenciadora. Os nossos valores CONFIANÇA, PROXIMIDADE, MATURIDADE, UNIVERSALIDADE. CONFIANÇA – Conquistada interna e externamente pelo rigor e a lealdade na relação que estabelecemos com os nossos Consultores, Parceiros, Clientes e Amigos. PROXIMIDADE – Uma relação sincera, com acompanhamento, apoio e disponibilidade permanente. MATURIDADE – Um património de experiência e conhecimento no mercado imobiliário. UNIVERSALIDADE – Baseada numa presença abrangente em todos os segmentos de mercado, a profissionalizar os nossos consultores com foco na satisfação dos nossos clientes. O que fazemos ""Concretizamos sonhos"" Uma verdadeira síntese emocional do que fazemos todos os dias. Conciliamos compradores e vendedores, promovemos negócios e apoiamos a sua concretização.",False,good,False,,4659.0,{'typology': 'flat'},"{'subtitle': 'São Vicente, Lisboa', 'title': 'Apartamento'}",False,False,False,False,False,False,,,,
33941954,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/2d/f2/e1/273250778.webp,KWPT-010743,61,,1499000.0,"{'price': {'amount': 1499000.0, 'currencySuffix': '€'}}",flat,sale,193.0,3,4,avenida Fontes Pereira de Melo s/n,Lisboa,Arroios,São Jorge de Arroios,pt,38.7325667,-9.1455223,True,https://www.idealista.pt/imovel/33941954/,"Seja bem-vindo a um dos apartamentos mais interessantes de Lisboa, localizado na prestigiada Avenida Fontes Pereira de Melo. Este T3 oferece o equilíbrio perfeito entre conforto e sustentabilidade, ideal para quem busca viver no centro da capital portuguesa com estilo e praticidade. Características que Encantam: Três suítes espaçosas, todas com casas de banho modernas e acabamentos de alta qualidade. Os quartos oferecem vistas deslumbrantes para o rio Tejo, garantindo tranquilidade e inspiração diária. Sala de 47,50 m², ampla e iluminada, ideal para momentos de convívio e lazer, com acesso direto a um terraço espetacular. Cozinha totalmente equipada com eletrodomésticos de última geração, distribuída em 21 m², com design funcional e excelente iluminação natural. Terraço privado de 42 m², um espaço perfeito para desfrutar do clima lisboeta, receber amigos ou criar um ambiente familiar único. Sustentabilidade garantida com quatro painéis fotovoltaicos que produzem eletricidade para proveito próprio, reduzindo custos e promovendo eficiência energética. Localização Privilegiada: Este imóvel está situado no coração de Lisboa, próximo ao icónico Marquês de Pombal e à charmosa Avenida da Liberdade, rodeado por lojas de luxo, restaurantes premiados e todas as comodidades necessárias. A proximidade a transportes públicos, escolas internacionais e hospitais torna esta localização perfeita para famílias e expatriados. Por Que Escolher Este Imóvel? No caso dos expatriados, é um espaço ideal para desfrutar da qualidade de vida europeia, com acesso a infraestruturas modernas e um estilo de vida cosmopolita. Uma vez que este imóvel combina o charme europeu com a funcionalidade e sofisticação que muitos valorizam, em uma cidade segura e acolhedora. No caso das famílias Portuguesas, eu diria que é uma residência central e espaçosa, com todas as comodidades para criar memórias inesquecíveis com conforto e segurança. Invista no Futuro da Sua Família: Este apartamento é uma oportunidade rara no mercado imobiliário de Lisboa, seja para habitação própria ou investimento. Entre luxo, sustentabilidade e localização estratégica, ele  atende às expectativas mais exigentes. Agende a sua visita hoje mesmo e descubra como viver com estilo no coração de Lisboa!",False,good,False,,7767.0,{'typology': 'flat'},"{'subtitle': 'Saldanha - Picoas, Lisboa', 'title': 'Apartamento na avenida Fontes Pereira de Melo s/n'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,{'groupDescription': 'Destaque'},Saldanha - Picoas
33941951,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/b7/64/b8/273250657.webp,KWPT-010479,44,,473000.0,"{'price': {'amount': 473000.0, 'currencySuffix': '€'}}",chalet,sale,159.0,4,1,rua Professor Queiroz Veloso s/n,Lisboa,Lumiar,Telheiras,pt,38.7639063,-9.1697335,True,https://www.idealista.pt/imovel/33941951/,"Descubra este andar de moradia, de 5 assoalhadas, situado em Telheiras, Lumiar, uma das zonas mais procuradas de Lisboa.  Com 158,68m² de área bruta total e um fantástico logradouro privativo de 50,62m², este imóvel oferece o equilíbrio perfeito entre espaço e localização privilegiada. A menos de 500 metros do Continente de Telheiras. Destaques: - 4 quartos  - 2 salas  - Cozinha funcional  - Casa de banho  - Logradouro exclusivo – Ideal para um jardim privado, área de lazer e barbecue Localização Privilegiada Telheiras, Lumiar é uma zona consolidada que oferece todas as comodidades a poucos passos. O apartamento está próximo de: - Estação de Metro de Telheiras e diversos transportes públicos - Supermercados, restaurantes e pastelarias - Escolas e faculdades - Hospitais, farmácias e outros serviços essenciais Uma oportunidade imperdível para quem procura um apartamento espaçoso e bem localizado, seja para habitação própria ou investimento. Áreas:  Área Bruta Total: 158,68 m2  Área do logradouro: 50,62 m2   Não procure mais. Contacte-nos ainda hoje! Quer vender a sua casa? Somos especialistas no mercado imobiliário e ajudamos a destacar o seu imóvel para uma venda rápida e ao melhor preço. Contacte-nos para saber mais! Fazemos partilha 50/50 com todos os profissionais detentores de licença AMI.",True,good,False,,2975.0,"{'typology': 'chalet', 'subTypology': 'andarMoradia'}","{'subtitle': 'Lumiar, Lisboa', 'title': 'Andar de moradia na rua Professor Queiroz Veloso s/n'}",False,False,False,False,False,False,,,{'groupDescription': 'Destaque'},
33941794,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/a0/e5/c2/273246575.webp,ORE_17,9,3,242500.0,"{'price': {'amount': 242500.0, 'currencySuffix': '€'}}",flat,sale,65.0,2,1,Príncipe Real - São Bento,Lisboa,Misericórdia,Príncipe Real - São Bento,pt,38.709308,-9.150201,False,https://www.idealista.pt/imovel/33941794/,"Imóvel localizado no coração de Lisboa ( Santos-O-Velho ) inserido em prédio pombalino totalmente remodelado. Águas furtadas com 53m2 úteis, com 3 orientações solares e uma vista desafogada sobre a cidade de Lisboa. Rua privativa a moradores com pouca circulação pedonal e de veículos. Junto a jardins, ao rio, assembleia da republica, transportes, todo o tipo de serviços, etc. Oportunidade única, venha conhecer o seu novo lar. Em fases final de remodelação. ORIENTAL Real Estate | AMI 16978 Avenida de Pádua 10C, 1800-297, Lisboa Somos especialistas em crédito habitação registados pelo Banco de Portugal com o número de registo 0006231. Procuramos as melhores condições com rapidez e eficácia e tratamos de todo o processo por si, até à data da escritura.  Categoria Energética: F  ref: ORE_17.",False,good,False,False,3731.0,{'typology': 'flat'},"{'subtitle': 'Misericórdia, Lisboa', 'title': 'Apartamento'}",False,False,False,False,False,False,,,,
33941778,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/c0/dd/49/273242513.webp,,26,1,2900000.0,"{'price': {'amount': 2900000.0, 'currencySuffix': '€'}}",duplex,sale,330.0,4,4,Calçada da Cruz da Pedra,Lisboa,Penha de França,Santa Apolónia - Cruz da Pedra,pt,38.7195905,-9.1161224,False,https://www.idealista.pt/imovel/33941778/,"Descobre o encanto deste magnífico duplex T4, situado no histórico Palácio da Cruz da Pedra, uma joia do século XVII. Este apartamento combina a originalidade dos elementos históricos com o conforto moderno, oferecendo uma nova qualidade de vida. Com uma área bruta de 330 m², dispõe de uma sala espaçosa de 64.5 m² que se abre para um terraço exclusivo de 30 m², perfeito para momentos de lazer ao ar livre. A cozinha, totalmente equipada e com 14 m², é um convite aos amantes da gastronomia. Os quatro quartos em suite, com áreas entre 18 m² e 20 m², garantem privacidade e conforto.  O condomínio oferece segurança e comodidades de luxo, incluindo duas piscinas, um ginásio, um spa e jardins exuberantes. Com duas vagas de garagem e arrecadação, este imóvel é ideal para quem procura espaço e tranquilidade. Localizado próximo ao vibrante bairro do Chiado e com fácil acesso ao rio Tejo, este duplex é uma oportunidade única para viver no coração de Lisboa e deslumbrar a vista do Rio Tejo.",False,good,False,True,8788.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'Penha de França, Lisboa', 'title': 'Duplex em Calçada da Cruz da Pedra'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,
33941807,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/6f/81/53/273245066.webp,W-02Y5II,28,,1390000.0,"{'price': {'amount': 1390000.0, 'currencySuffix': '€'}}",studio,sale,392.0,0,3,Alto de Alcântara,Lisboa,Alcântara,Alto de Alcântara,pt,38.7039905,-9.1883589,False,https://www.idealista.pt/imovel/33941807/,"Venha conhecer esta peça única em estilo Loft Duplex de 364 m2 em Alcântara com acabamentos e tecnologias de muito elevada qualidade tendo sempre em consideração a sustentabilidade e o conforto. Constituido por dois pisos sendo que no piso inferior ou rés do chão temos um quarto amplo com casa de banho em suíte, uma casa de banho social, uma ampla e luminosa sala de estar, o acesso a garagem e a arrecadação. O 1º piso é composto por uma sala, cozinha completamente equipada, um corredor com armários embutidos, um quarto amplo com roupeiro embutido e casa de banho em suite. Tem um logradouro com 32 m2 e neste contém um belo jardim para os momentos de lazer. Este Loft Duplex dispõe de 2 quartos em suíte e com a possibilidade de se construir um terceiro quarto e 3 casas de banho. Esta equipado com esquentador, bomba de calor, aquecimento por piso radiante, humidificador central, vidros duplos permitindo um isolamento térmico e acústico eficaz. Com certificação energética A. Para sua comodidade, a garagem oferece 2 lugares de estacionamento e uma arrecadação. Com uma excelente localização, perto de vários pontos turísticos como a Torre de Belém, Jardim Botânico da Ajuda, Palácio Nacional da Ajuda, Museu Nacional dos Coches, Mosteiro dos Jerónimos, Lx Factory e outros, com todo tipo de comércio nas imediações, este Loft com fácil acesso a todo tipo de transportes e serviços representa uma excelente oportunidade de negócio. Marque já a sua visita  Categoria Energética: A  ref: W-02Y5II.",True,good,False,False,3546.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Alcântara, Lisboa', 'title': 'T0'}",True,False,True,False,False,False,,,{'groupDescription': 'Destaque'},
33941740,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/42/9a/15/273242988.webp,,18,bj,579000.0,"{'price': {'amount': 579000.0, 'currencySuffix': '€'}}",flat,sale,166.0,4,1,"avenida Almirante Reis, 75",Lisboa,Arroios,São Jorge de Arroios,pt,38.7271513,-9.1350396,True,https://www.idealista.pt/imovel/33941740/,"Sem qualquer intermediação, trata o próprio. - R&S / TD Apresentamos este espaçoso apartamento T4 com 166m², localizado numa das avenidas mais icónicas de Lisboa, a Avenida Almirante Reis. Este imóvel, situado no rés-do-chão, combina amplitude, conforto e centralidade, ideal para quem procura viver ou investir numa das zonas mais dinâmicas da capital. Este edifício histórico de aproximadamente 117 anos, e que foi totalmente recuperado em 1988, estando muito bem conservado, tanto exterior como interiormente, destaca-se como um marco na valorização e preservação do património arquitetônico de Lisboa. O apartamento apresenta características ""sui generis"", no que se refere à sua concepção, arquitetura, construção e acabamentos. Possui um elevador que faz ligação a todos os andares, incluindo as caves. Características principais: Área total: 166m² com divisões amplas e bem distribuídas; Pé direito: 3,50metros Localização privilegiada: a poucos passos de comércio, serviços, escolas, transportes públicos (metro, autocarros), parque de estacionamento e restaurantes; Ambiente luminoso: beneficiando de uma excelente exposição solar; Versatilidade: Ideal tanto para habitação própria como para rentabilização no mercado de arrendamento, incluindo turismo. Se procura um imóvel com potencial único, numa zona em constante valorização e a poucos minutos do centro histórico de Lisboa, este é o apartamento certo para si. Marque já a sua visita e venha conhecer o seu próximo lar ou investimento!",True,renew,False,True,3488.0,{'typology': 'flat'},"{'subtitle': 'Alameda - Praça do Chile - Almirante Reis, Lisboa', 'title': 'Apartamento na avenida Almirante Reis, 75'}",False,False,False,False,False,False,,,,Alameda - Praça do Chile - Almirante Reis
33870956,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/28/a9/69/273239569.webp,,18,2,850000.0,"{'price': {'amount': 850000.0, 'currencySuffix': '€'}}",penthouse,sale,108.0,2,3,rua General Taborda,Lisboa,Campolide,Centro,pt,38.7284554,-9.1646651,False,https://www.idealista.pt/imovel/33870956/,"VIVER NO CORAÇÃO DE LISBOA Procura um apartamento que combine charme histórico com uma vibrante vida moderna e cosmopolita? Proponho que visite este apartamento, localizado em Campolide, um bairro pitoresco com o Aqueduto de Águas livres como pano de fundo. Inserido num prédio alvo de um projecto de Reabilitação e ampliação de um edifício, The Artt, cuja inspiração é devolver à cidade um empreendimento de qualidade, prestígio e que prima pela sustentabilidade, um ideal de HARMONIA, COMODIDADE e FUNCIONALIDADE. O Edifício THE ARTT integra sistemas e soluções técnicas com o compromisso de conforto, eficiência energética e sustentabilidade. Esta Penthouse é um apartamento exclusivo, de estilo único e moderno com espaçosas áreas e um agradável logradouro. É um apartamento de estilo clássico moderno que através de linhas simples combinadas com pormenores de requinte resultam no ambiente perfeito para se tornar a sua casa. O apartamento tem 2 Suites e um lavabo social. Lugar de garagem situa-se em prédio vizinho e o seu valor está sujeito a negociação. COMODIDADES do Apartamento e do Prédio: - SISTEMA DE CLIMATIZAÇÃO - SYSTEM PAINÉIS FOTOVOLTAICOS - PAVIMENTO RADIANTE - PORTAS DE SEGURANÇA RC3 - TOALHEIROS ELÉTRICOS - CARREGADORES DE BICICLETAS ELÉTRICAS - ILUMINAÇÃO LED - CERTIFICADO ENERGÉTICO COM CLASSIFICAÇÃO A+ - CERTIFICADO DE EFICIÊNCIA HÍDRICA AQUA + - EDIFÍCIO NZEB (Near Zero Energy Building). - PRODUÇÃO de AQS por BOMBA de CALOR e VENTILAÇÃO através de UVR.",False,good,False,False,7870.0,"{'typology': 'flat', 'subTypology': 'penthouse'}","{'subtitle': 'Campolide, Lisboa', 'title': 'Penthouse na rua General Taborda'}",True,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,{'groupDescription': 'Destaque'},
33941718,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/ec/d7/3c/273240284.webp,104250005,46,,3990000.0,"{'price': {'amount': 3990000.0, 'currencySuffix': '€'}}",chalet,sale,342.0,5,6,Pedrouços,Lisboa,Belém,Pedrouços,pt,38.6941841,-9.219571,False,https://www.idealista.pt/imovel/33941718/,"Localizada em Belém, uma das zonas mais prestigiadas de Lisboa, esta moradia geminada de tipologia T5 oferece uma excelente oportunidade de viver com conforto, elegância e em total proximidade ao Rio Tejo. A habitação é uma construção recente de 2023, com acabamentos de alta qualidade, ideal para quem procura um estilo de vida moderno e sofisticado, com a vantagem de estar perto de todas as comodidades da cidade. Com uma área bruta privativa de 342 m², a moradia distribui-se por dois pisos, oferecendo um total de cinco quartos, sendo todos em suíte, e seis casas de banho. No piso térreo, encontra-se uma ampla sala de estar, uma cozinha equipada, uma suíte, uma casa de banho social, um jardim com deck e um jardim de inverno e uma piscina que perfazem cerca de 100m2 de àrea exterior. No segundo piso, destacam-se três suítes, incluindo uma Master suíte, uma mezzanine e uma varanda com vista, com cerca de 22m2. A moradia inclui ainda dois lugares de estacionamento, garantindo conveniência e segurança para a sua família. A exposição solar predominante a sul e nascente garante luminosidade natural ao longo do dia, tornando os espaços ainda mais acolhedores. A localização é um dos maiores atrativos desta propriedade. A poucos minutos das principais vias da cidade, como a A5, e a apenas 5 minutos da estação de comboios, o imóvel permite um fácil acesso ao resto da cidade. A proximidade a escolas, supermercados, hospitais e restaurantes oferece comodidade e praticidade no dia a dia. A zona de Belém é conhecida pela sua história, cultura e pela proximidade ao Rio Tejo, proporcionando um ambiente único e tranquilo. Aproveite a oportunidade de viver num dos bairros mais procurados de Lisboa, com todas as vantagens de uma casa moderna e bem posicionada.",False,good,False,,11667.0,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}","{'subtitle': 'Belém, Lisboa', 'title': 'Moradia geminada'}",False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,
33941681,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/42/df/ec/273239616.webp,L1101/25,42,,1150000.0,"{'price': {'amount': 1150000.0, 'currencySuffix': '€'}}",flat,sale,275.0,3,4,rua do Conselheiro Teles de Vasconcelos s/n,Lisboa,Olivais,,pt,38.7694186,-9.1082248,True,https://www.idealista.pt/imovel/33941681/,"PROCURA UMA CASA PERTO DO RIO, DO CENTRO DA CIDADE E AO MESMO TEMPO INSERIDA NUMA ZONA TRADICIONAL DE LISBOA? ESTA É A OPÇÃO CERTA PARA SI. Apartamentos T3 em fase final de construção, perto do Rio Tejo, na Zona do Parque das Nações onde pode usufruir de todas as comodidades e ao mesmo tempo viver num ambiente típico e tradicional do bairro. Apartamento inserido num edifício de arquitetura tradicional portuguesa remodelado com todo o conforto, com linhas e detalhes contemporâneos. As cozinhas serão totalmente equipadas com móveis lacados, eletrodomésticos Smeg e o apartamento terá ar condicionado. Perto de transportes públicos, serviços, hospitais e comércio, a Zona dos Olivais está localizada logo atrás da zona do Parque das Nações. Uma zona de Lisboa onde pode desfrutar de Cultura, Arte, Lazer, todo o tipo de Serviços e Transportes Públicos e a poucos minutos do centro de Lisboa, acesso a autoestradas e a 5 kms do aeroporto. Não perca esta oportunidade e marque já a sua visita! Excelente investimento para habitação própria ou para arrendamento. Para mais informações contacte a nossa loja de Lisboa ou envie um pedido de contacto.  Categoria Energética: B-  ref: L1101/25.",True,good,False,True,4182.0,{'typology': 'flat'},"{'subtitle': 'Olivais, Lisboa', 'title': 'Apartamento na rua do Conselheiro Teles de Vasconcelos s/n'}",True,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,{'groupDescription': 'Destaque'},
33933440,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/eb/e0/d5/273215903.webp,,27,4,2000000.0,"{'price': {'amount': 2000000.0, 'currencySuffix': '€'}}",flat,sale,178.0,3,3,rua Lagoa Henriques,Lisboa,Belém,Torre de Belém,pt,38.6931665,-9.2122363,False,https://www.idealista.pt/imovel/33933440/,"**Apartamento T3 Novo com Vista Deslumbrante para o Rio Tejo** Descubra este magnífico apartamento T3 a estrear, situado a apenas 150 metros das margens do rio Tejo. Localizado no prestigiado condomínio Bom Sucesso, este imóvel combina fachadas históricas com interiores minimalistas, oferecendo uma experiência de vida única. Com uma área bruta de 178.78 m² e áreas exteriores de 6.24 m², desfrute de quatro varandas com vistas encantadoras para os típicos casarios portugueses. A sala espaçosa e ampla é perfeita para momentos de convívio, enquanto a cozinha moderna, equipada com eletrodomésticos da marca SMEG, promete inspirar os seus dotes culinários. Os três quartos são bem iluminados e incluem roupeiros embutidos, sendo um deles uma suite. As três casas de banho contam com aquecimento radiante no pavimento, garantindo o máximo conforto. Este apartamento oferece ainda sistema de ar condicionado em todas as divisões e estacionamento privativo com dois lugares e arrecadação. A localização privilegiada permite acessos fáceis a pontos de interesse como a Torre de Belém e os famosos Pastéis de Belém. Disponível para entrada imediata, não perca a oportunidade de viver num espaço exclusivo com vista panorâmica sobre o rio Tejo. Classe energética A+, construção de 2024, situado no 4º andar com elevador e orientação Norte/Oeste. Agende já a sua visita e venha conhecer o seu novo lar!",False,good,False,True,11236.0,{'typology': 'flat'},"{'subtitle': 'Belém, Lisboa', 'title': 'Apartamento na rua Lagoa Henriques'}",True,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,
33119789,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/ca/00/81/232264101.webp,PF31961,32,4,290000.0,"{'price': {'amount': 290000.0, 'currencySuffix': '€', 'priceDropInfo': {'formerPrice': 370000.0, 'priceDropValue': 80000, 'priceDropPercentage': 22}}}",flat,sale,66.0,2,2,Baixa,Lisboa,Santa Maria Maior,Baixa,pt,38.7115426,-9.1346343,False,https://www.idealista.pt/imovel/33119789/,"Apartamento T2 inserido num prédio em propriedade horizontal, situado no coração da Baixa de Lisboa. Este local combina a vida cosmopolita com a experiência única de viver no bairro típico e histórico de Santa Maria Maior, beneficiando ainda da proximidade de todo o comércio local que caracteriza a Baixa de Lisboa e o seu centro histórico. Este apartamento é ideal para quem procura uma residência permanente ou para quem deseja realizar um investimento com elevado potencial de rentabilidade numa das zonas mais procuradas de Lisboa. Localizado num prédio pombalino bem conservado, sem elevador, a fração encontra-se no 4. º andar e possui uma área bruta privativa de 67m². O imóvel apresenta um grande potencial para diversas opções, seja através de remodelação para venda, rentabilização por arrendamento de longa duração, reabilitação ou requalificação, ou ainda para quem pretenda torná-lo na sua residência permanente. O apartamento, atualmente dispõe de 2 quartos, 2 salas, 2 casas de banho e 2 cozinhas, apresentando duas frentes distintas. A frente principal, voltada para a Rua da Madalena, permite desfrutar de uma vista desafogada a partir da sala de estar/jantar e de um dos quartos. Já a segunda frente, localizada nas traseiras, é virada para o saguão e para a parte posterior do edifício. A Porta da Frente Christie's é uma mediadora imobiliária com mais de duas décadas de experiência no mercado, especializada em imóveis de excelência para venda e arrendamento. Somos a representante da prestigiada marca Christie's International Real Estate em Portugal, abrangendo as zonas de Lisboa, Cascais, Oeiras e Alentejo. A nossa missão principal é proporcionar um serviço de excelência a todos os nossos clientes.  Categoria Energética: F  ref: PF31961.",False,good,False,False,4394.0,{'typology': 'flat'},"{'subtitle': 'Santa Maria Maior, Lisboa', 'title': 'Apartamento'}",False,False,False,False,False,False,,,{'groupDescription': 'Destaque'},
33941444,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/8d/6a/20/273226773.webp,24520 - L012024520 (A),20,3,387000.0,"{'price': {'amount': 387000.0, 'currencySuffix': '€'}}",flat,sale,68.0,1,1,avenida Almirante Reis,Lisboa,Arroios,São Jorge de Arroios,pt,38.7320849,-9.1361313,False,https://www.idealista.pt/imovel/33941444/,"T1 com garagem e elevador em plena Almirante Reis, junto ao metro de Arroios  Excelente apartamento T1 localizado na Avenida Almirante Reis, uma das principais artérias de Lisboa, ao lado do tradicional restaurante A Portugália e em frente à estação de metro de Arroios, com fácil acesso aos principais pontos da cidade.  Este apartamento foi recentemente restaurado com atenção ao detalhe, por um atelier de arquitetura que preserva o charme tradicional, mas com um toque moderno e contemporâneo. Com janela de vidros duplos e pré-instalação para ar condicionado, o imóvel oferece máximo de conforto e eficiência energética.  O apartamento é composto por:  - Hall de entrada  - Sala ampla com cozinha integrada, totalmente equipada com eletrodomésticos de garantia  - Quarto com roupeiro embutido  - WC moderno e funcional  O prédio conta com 2 elevadores e estacionamento na cave, proporcionando comodidade e segurança. Parcialmente mobilado, o apartamento está pronto para habitação, oferecendo a conveniência de um espaço moderno e prático. Localização privilegiada, com acesso rápido a transportes públicos, comércio e serviços. Ideal para quem busca qualidade de vida no coração de Lisboa.",False,good,False,True,5691.0,{'typology': 'flat'},"{'subtitle': 'Alameda - Praça do Chile - Almirante Reis, Lisboa', 'title': 'Apartamento na avenida Almirante Reis'}",True,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,,Alameda - Praça do Chile - Almirante Reis
33941442,https://img4.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/a4/31/7d/273226678.webp,L012024449 (B),36,2,640000.0,"{'price': {'amount': 640000.0, 'currencySuffix': '€'}}",flat,sale,129.0,2,3,rua Marquês de Fronteira,Lisboa,Campolide,Centro,pt,38.72569,-9.1621192,False,https://www.idealista.pt/imovel/33941442/,"Duplex T2 com 2 varandas amplas e vista Ponte 25 de Abril, na Amoreiras, Rua Marquês da Fronteira, junto à Valenciana  Este apartamento duplex T2, localizado numa zona central de Lisboa, oferece a conveniência de estar a poucos metros das Amoreiras e próximo de zonas verdes como o Parque Eduardo VII. Inserido num bairro lisboeta tradicional, conta com uma oferta variada de comércio de rua, proporcionando uma experiência autêntica e prática de vida urbana. O imóvel apresenta uma sala ampla e muito luminosa, com acesso a uma varanda de 10m² virada a sul. A cozinha, totalmente equipada, é espaçosa e funcional, também beneficiada pela excelente exposição solar. Ainda no piso inferior, encontra-se um WC social. No piso superior, o apartamento dispõe de dois quartos, ambos voltados também para sul e com acesso a uma segunda varanda espaçosa. Um dos quartos é uma suite com uma casa de banho ampla com banheira. O outro quarto encontra-se de frente para uma casa de banho com polibã. No hall dos quartos, existe ainda um alçapão que dá acesso a uma arrecadação de cerca de 15m², ideal para arrumação adicional. A casa tem ar condicionado, e o edifício está equipado com painéis solares conectados à caldeira, aumentando a eficiência energética no aquecimento da água. Este é um apartamento versátil e bem localizado, perfeito para quem valoriza a proximidade a serviços, espaços verdes e a vivência numa das áreas mais centrais de Lisboa. O apartamento está localizado na Rua Marquês de Fronteira, perto da ""Valenciana"".  É um segundo andar sem elevador. Ligue-nos e marque a sua visita!",False,good,False,False,4961.0,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Apartamento na rua Marquês de Fronteira'}",True,True,False,False,False,False,,,,
